shock_type,intensity,structure,tau,K,seed,initial_fitness,final_fitness,improvement
periodic,0.2,V,0.8,5,7,0.6727695410667158,0.7820453534887878,0.10927581242207196
periodic,0.2,V,0.8,5,8,0.4841136802778496,0.6686931773026489,0.18457949702479926
periodic,0.2,V,0.8,5,9,0.6707650463270842,0.7063508394795781,0.03558579315249388
periodic,0.2,V,0.8,5,10,0.4781154331568483,0.6724496040522178,0.19433417089536947
periodic,0.2,V,0.8,10,1,0.6227719232059068,0.6085229211879708,-0.014249002017935997
periodic,0.2,V,0.8,10,2,0.3690473225332363,0.6882382703469102,0.3191909478136739
periodic,0.2,V,0.8,10,3,0.5503554627575855,0.6723427973481093,0.1219873345905238
periodic,0.2,V,0.8,10,4,0.4478180868249711,0.7031020309175406,0.25528394409256955
periodic,0.2,V,0.8,10,5,0.4710911368979806,0.7174090303767705,0.2463178934787899
periodic,0.2,V,0.8,10,6,0.5289983266364398,0.6330606130104758,0.10406228637403603
periodic,0.2,V,0.8,10,7,0.6205293134711847,0.6603938705812973,0.03986455711011261
periodic,0.2,V,0.8,10,8,0.5127679657938496,0.646647184472518,0.13387921867866837
periodic,0.2,V,0.8,10,9,0.4307484132676419,0.6012771804626739,0.17052876719503196
periodic,0.2,V,0.8,10,10,0.5563311644214223,0.6765371666812089,0.12020600225978662
periodic,0.2,H,0.2,2,1,0.48416477874852115,0.4432552765508852,-0.04090950219763595
periodic,0.2,H,0.2,2,2,0.36372948724338894,0.5343731472743949,0.17064366003100595
periodic,0.2,H,0.2,2,3,0.5118985523831057,0.5049741156726187,-0.006924436710486925
periodic,0.2,H,0.2,2,4,0.4197752424845285,0.4983921385748913,0.07861689609036276
periodic,0.2,H,0.2,2,5,0.5103051200682528,0.5680449820516527,0.057739861983399865
periodic,0.2,H,0.2,2,6,0.422131797111644,0.5097801809446822,0.08764838383303825
periodic,0.2,H,0.2,2,7,0.5602619863860819,0.5265528650180531,-0.03370912136802884
periodic,0.2,H,0.2,2,8,0.6073615006026112,0.4578198955183,-0.1495416050843112
periodic,0.2,H,0.2,2,9,0.3428385214144815,0.5471308351825953,0.2042923137681138
periodic,0.2,H,0.2,2,10,0.42294730174988265,0.45309593992845953,0.03014863817857688
periodic,0.2,H,0.2,5,1,0.4734041692310135,0.514040921894521,0.04063675266350747
periodic,0.2,H,0.2,5,2,0.47037657143695205,0.4259173845685428,-0.04445918686840927
periodic,0.2,H,0.2,5,3,0.4281674906076223,0.49793261251604315,0.06976512190842082
periodic,0.2,H,0.2,5,4,0.41400058235465514,0.5422591742325418,0.12825859187788663
periodic,0.2,H,0.2,5,5,0.5123179307901665,0.5764062182670298,0.06408828747686324
periodic,0.2,H,0.2,5,6,0.49550186334363633,0.5980482861141674,0.10254642277053105
periodic,0.2,H,0.2,5,7,0.380972840091564,0.6367227799684925,0.25574993987692846
periodic,0.2,H,0.2,5,8,0.3671683950710818,0.6689790951798735,0.30181070010879174
periodic,0.2,H,0.2,5,9,0.4725371694903609,0.38883877683679097,-0.08369839265356993
periodic,0.2,H,0.2,5,10,0.5445939286149675,0.48151920647653207,-0.0630747221384354
periodic,0.2,H,0.2,10,1,0.5847703948017784,0.5203429289407655,-0.06442746586101289
periodic,0.2,H,0.2,10,2,0.5852909044294076,0.547570458247395,-0.037720446182012535
periodic,0.2,H,0.2,10,3,0.506452145512895,0.4693694647923929,-0.03708268072050208
periodic,0.2,H,0.2,10,4,0.5397896948273558,0.5228674876245243,-0.016922207202831552
periodic,0.2,H,0.2,10,5,0.5536921940834799,0.4656712334518641,-0.0880209606316158
periodic,0.2,H,0.2,10,6,0.5412508473301203,0.6702659970173598,0.12901514968723948
periodic,0.2,H,0.2,10,7,0.4136369791427725,0.5318865695295633,0.11824959038679078
periodic,0.2,H,0.2,10,8,0.421371050533712,0.5884600732350237,0.1670890227013117
periodic,0.2,H,0.2,10,9,0.4757211139904277,0.5575130007986088,0.08179188680818106
periodic,0.2,H,0.2,10,10,0.515493071980153,0.5246649926392525,0.009171920659099442
periodic,0.2,H,0.5,2,1,0.6333674246637145,0.5786082818970175,-0.05475914276669702
periodic,0.2,H,0.5,2,2,0.45083630109440487,0.5998014691548427,0.1489651680604378
periodic,0.2,H,0.5,2,3,0.46680930682153904,0.6156247842856409,0.1488154774641019
periodic,0.2,H,0.5,2,4,0.5288207024807837,0.6450489416844108,0.11622823920362713
periodic,0.2,H,0.5,2,5,0.4364071182576933,0.660860478450279,0.22445336019258566
periodic,0.2,H,0.5,2,6,0.5286704534713055,0.5818561566680246,0.053185703196719114
periodic,0.2,H,0.5,2,7,0.45500790282261183,0.6599220650394739,0.2049141622168621
periodic,0.2,H,0.5,2,8,0.48695868925279073,0.6125247611599293,0.12556607190713853
periodic,0.2,H,0.5,2,9,0.5599762491816204,0.5991246390486438,0.0391483898670234
periodic,0.2,H,0.5,2,10,0.5161660300473876,0.6340494438695202,0.11788341382213263
periodic,0.2,H,0.5,5,1,0.5306443993813587,0.64592351864979,0.11527911926843137
periodic,0.2,H,0.5,5,2,0.5470908880064431,0.6385606647502027,0.09146977674375956
periodic,0.2,H,0.5,5,3,0.4655776713946441,0.5877995204418441,0.12222184904720002
periodic,0.2,H,0.5,5,4,0.47748811720687423,0.5343657108227223,0.0568775936158481
periodic,0.2,H,0.5,5,5,0.5646929336857213,0.6318549812891948,0.06716204760347355
periodic,0.2,H,0.5,5,6,0.5371753287943484,0.6382719320295424,0.10109660323519398
periodic,0.2,H,0.5,5,7,0.3571789548281944,0.6213948454612017,0.2642158906330073
periodic,0.2,H,0.5,5,8,0.5189917264107539,0.6409757747629992,0.1219840483522453
periodic,0.2,H,0.5,5,9,0.6447819396283623,0.61740576427519,-0.027376175353172272
periodic,0.2,H,0.5,5,10,0.49690278759488454,0.740595787565637,0.2436929999707525
periodic,0.2,H,0.5,10,1,0.46373376118182247,0.5324571626302553,0.06872340144843286
periodic,0.2,H,0.5,10,2,0.5353567073413531,0.5411625694323396,0.005805862090986547
periodic,0.2,H,0.5,10,3,0.39243626020615757,0.570346054637096,0.1779097944309384
periodic,0.2,H,0.5,10,4,0.4571294403624114,0.5221830963921372,0.06505365602972585
periodic,0.2,H,0.5,10,5,0.43611806051999374,0.5299868092041937,0.09386874868419998
periodic,0.2,H,0.5,10,6,0.49265771452324336,0.5905140440572407,0.09785632953399737
periodic,0.2,H,0.5,10,7,0.43804052233178514,0.6027888490018544,0.16474832667006922
periodic,0.2,H,0.5,10,8,0.5283900446180381,0.6670339184040773,0.13864387378603926
periodic,0.2,H,0.5,10,9,0.5807018085839577,0.7120624708451898,0.1313606622612321
periodic,0.2,H,0.5,10,10,0.5369194750861764,0.5763780919602026,0.03945861687402619
periodic,0.2,H,0.8,2,1,0.6106324522103745,0.7375866924368891,0.12695424022651458
periodic,0.2,H,0.8,2,2,0.4726765469395672,0.7203225241658129,0.2476459772262457
periodic,0.2,H,0.8,2,3,0.49709678206849145,0.7487280461225944,0.2516312640541029
periodic,0.2,H,0.8,2,4,0.5076585959717594,0.6815903204476054,0.17393172447584593
periodic,0.2,H,0.8,2,5,0.5360981984624025,0.6995240857575862,0.1634258872951837
periodic,0.2,H,0.8,2,6,0.6833829915679953,0.6138312181559479,-0.06955177341204744
periodic,0.2,H,0.8,2,7,0.5169589008495553,0.7174544776873425,0.20049557683778718
periodic,0.2,H,0.8,2,8,0.47580939226848434,0.6955354179559584,0.21972602568747407
periodic,0.2,H,0.8,2,9,0.4992892499380911,0.6278195603054507,0.12853031036735962
periodic,0.2,H,0.8,2,10,0.46643956012125626,0.6157114876072204,0.14927192748596413
periodic,0.2,H,0.8,5,1,0.5516539873525002,0.704124512570921,0.15247052521842086
periodic,0.2,H,0.8,5,2,0.5359040949596522,0.7141521978106051,0.17824810285095294
periodic,0.2,H,0.8,5,3,0.36448558764269556,0.6385302313008946,0.274044643658199
periodic,0.2,H,0.8,5,4,0.6216054850156755,0.7639211980117507,0.14231571299607526
periodic,0.2,H,0.8,5,5,0.3733172228700613,0.6167000411941178,0.2433828183240565
periodic,0.2,H,0.8,5,6,0.41114241784700856,0.6024331555475673,0.1912907377005587
periodic,0.2,H,0.8,5,7,0.5597760417131726,0.7317407317555522,0.17196469004237958
periodic,0.2,H,0.8,5,8,0.4137759807471,0.7386666942512226,0.3248907135041226
periodic,0.2,H,0.8,5,9,0.43326644168130896,0.7162980490046595,0.2830316073233506
periodic,0.2,H,0.8,5,10,0.5555992981050505,0.7360364392270895,0.180437141122039
periodic,0.2,H,0.8,10,1,0.47085204376685375,0.6894732607954268,0.21862121702857307
periodic,0.2,H,0.8,10,2,0.5877421882419641,0.6353425547696622,0.04760036652769806
periodic,0.2,H,0.8,10,3,0.6122367001641753,0.583619329811852,-0.028617370352323257
periodic,0.2,H,0.8,10,4,0.5147206736354589,0.6544141626707334,0.13969348903527445
periodic,0.2,H,0.8,10,5,0.5429019653186776,0.6504295126246595,0.10752754730598191
periodic,0.2,H,0.8,10,6,0.4800000605427083,0.6693109704279129,0.1893109098852046
periodic,0.2,H,0.8,10,7,0.5323594432660745,0.660518654754237,0.12815921148816245
periodic,0.2,H,0.8,10,8,0.526491617281569,0.6609888244814138,0.13449720719984481
periodic,0.2,H,0.8,10,9,0.44950304888304576,0.6560304030301922,0.20652735414714646
periodic,0.2,H,0.8,10,10,0.39519843646492103,0.647896046848158,0.252697610383237
periodic,0.2,Hy,0.2,2,1,0.5538721286792772,0.5494230468241084,-0.0044490818551687905
periodic,0.2,Hy,0.2,2,2,0.4605001615557433,0.5474916659986595,0.0869915044429162
periodic,0.2,Hy,0.2,2,3,0.5440844629459776,0.5443965855154171,0.00031212256943957684
periodic,0.2,Hy,0.2,2,4,0.5340261623985938,0.7533826644042434,0.2193565020056496
periodic,0.2,Hy,0.2,2,5,0.5837433923968349,0.5787806892054839,-0.004962703191351059
periodic,0.2,Hy,0.2,2,6,0.586137710460035,0.4928078619760202,-0.09332984848401482
periodic,0.2,Hy,0.2,2,7,0.37980449650111464,0.6484784590151661,0.26867396251405146
periodic,0.2,Hy,0.2,2,8,0.44277699735830806,0.6410533430303555,0.1982763456720475
periodic,0.2,Hy,0.2,2,9,0.49361994289701894,0.706055057096525,0.21243511419950611
periodic,0.2,Hy,0.2,2,10,0.5813335651533827,0.707607784633717,0.12627421948033424
periodic,0.2,Hy,0.2,5,1,0.5454904429242471,0.7069023794661489,0.16141193654190178
periodic,0.2,Hy,0.2,5,2,0.5500373760762703,0.5548084346537792,0.004771058577508813
periodic,0.2,Hy,0.2,5,3,0.40801064984836916,0.5096853765863272,0.10167472673795802
periodic,0.2,Hy,0.2,5,4,0.5217452072205362,0.5606784327501388,0.038933225529602655
periodic,0.2,Hy,0.2,5,5,0.554989628069314,0.6510022822011636,0.09601265413184967
periodic,0.2,Hy,0.2,5,6,0.5205594943200169,0.6252191578439873,0.10465966352397038
periodic,0.2,Hy,0.2,5,7,0.46350292285926636,0.5817838840638501,0.1182809612045837
periodic,0.2,Hy,0.2,5,8,0.5212050104983356,0.6040201390390683,0.0828151285407327
periodic,0.2,Hy,0.2,5,9,0.49591539673703633,0.5675446845995892,0.07162928786255285
periodic,0.2,Hy,0.2,5,10,0.48667658612302866,0.6025547152355334,0.11587812911250472
periodic,0.2,Hy,0.2,10,1,0.555689995271117,0.4762534317187384,-0.07943656355237855
periodic,0.2,Hy,0.2,10,2,0.5379581300500477,0.6325590888906197,0.09460095884057207
periodic,0.2,Hy,0.2,10,3,0.5870188665280228,0.6949878381046989,0.10796897157667606
periodic,0.2,Hy,0.2,10,4,0.6586426526901844,0.5564128686558327,-0.10222978403435168
periodic,0.2,Hy,0.2,10,5,0.6010292483731169,0.5270809609911742,-0.0739482873819427
periodic,0.2,Hy,0.2,10,6,0.3056365078561082,0.5626010411586171,0.2569645333025089
periodic,0.2,Hy,0.2,10,7,0.6310076232877163,0.5290874445567706,-0.10192017873094572
periodic,0.2,Hy,0.2,10,8,0.4367974573269038,0.45951818729250377,0.022720729965599984
periodic,0.2,Hy,0.2,10,9,0.4950757004256086,0.6321186518094096,0.13704295138380101
periodic,0.2,Hy,0.2,10,10,0.39408422464971654,0.7468781683041651,0.35279394365444855
periodic,0.2,Hy,0.5,2,1,0.583320066604231,0.6841541872761892,0.10083412067195818
periodic,0.2,Hy,0.5,2,2,0.592644335238052,0.7122272209131499,0.1195828856750979
periodic,0.2,Hy,0.5,2,3,0.5397218747008968,0.6201213404217422,0.08039946572084533
periodic,0.2,Hy,0.5,2,4,0.6101369524013946,0.7632663565355169,0.15312940413412224
periodic,0.2,Hy,0.5,2,5,0.5927242067071521,0.7582209211621844,0.16549671445503233
periodic,0.2,Hy,0.5,2,6,0.5338692473929466,0.7599516873197412,0.22608243992679455
periodic,0.2,Hy,0.5,2,7,0.32774766433929986,0.5441011033535943,0.21635343901429444
periodic,0.2,Hy,0.5,2,8,0.46301254173060863,0.6265831489567807,0.16357060722617206
periodic,0.2,Hy,0.5,2,9,0.6074729983797537,0.7045851800062264,0.09711218162647273
periodic,0.2,Hy,0.5,2,10,0.5423640161545046,0.6967915921003957,0.15442757594589107
periodic,0.2,Hy,0.5,5,1,0.6404981100157493,0.7094526432181829,0.06895453320243361
periodic,0.2,Hy,0.5,5,2,0.5370681829016112,0.6089513119584842,0.071883129056873
periodic,0.2,Hy,0.5,5,3,0.5932678707672102,0.5795210237102291,-0.013746847056981149
periodic,0.2,Hy,0.5,5,4,0.5671364660991421,0.6845299849031037,0.11739351880396154
periodic,0.2,Hy,0.5,5,5,0.43334473344359287,0.7026733896021803,0.2693286561585874
periodic,0.2,Hy,0.5,5,6,0.4387847754668378,0.7298612064541385,0.29107643098730074
periodic,0.2,Hy,0.5,5,7,0.5014624919319697,0.5651788677202034,0.06371637578823375
periodic,0.2,Hy,0.5,5,8,0.4199132093945657,0.5479868296794776,0.12807362028491193
periodic,0.2,Hy,0.5,5,9,0.5525527528948841,0.6045787336922519,0.052025980797367755
periodic,0.2,Hy,0.5,5,10,0.49185825736485494,0.7055799034692304,0.21372164610437544
periodic,0.2,Hy,0.5,10,1,0.4926700358700597,0.5523147629828113,0.05964472711275165
periodic,0.2,Hy,0.5,10,2,0.5662618542448672,0.6328387688318137,0.06657691458694648
periodic,0.2,Hy,0.5,10,3,0.4643326922523964,0.5534433608807123,0.08911066862831596
periodic,0.2,Hy,0.5,10,4,0.4946505186473004,0.6477732581832447,0.1531227395359443
periodic,0.2,Hy,0.5,10,5,0.4779439312586359,0.6593845015539473,0.18144057029531147
periodic,0.2,Hy,0.5,10,6,0.49280008756596777,0.6350274609421881,0.14222737337622032
periodic,0.2,Hy,0.5,10,7,0.503206172505061,0.5956227264987073,0.09241655399364634
periodic,0.2,Hy,0.5,10,8,0.5347235022467641,0.6235837535500917,0.08886025130332753
periodic,0.2,Hy,0.5,10,9,0.5688019009615072,0.6820894101854208,0.11328750922391362
periodic,0.2,Hy,0.5,10,10,0.4729243156499187,0.6624756687630078,0.18955135311308907
periodic,0.2,Hy,0.8,2,1,0.4598743576690566,0.640854594430066,0.18098023676100938
periodic,0.2,Hy,0.8,2,2,0.34156792948314346,0.7362291360155634,0.39466120653241993
periodic,0.2,Hy,0.8,2,3,0.5918969488980144,0.6060300551289298,0.01413310623091546
periodic,0.2,Hy,0.8,2,4,0.518211599130346,0.636892392232283,0.11868079310193702
periodic,0.2,Hy,0.8,2,5,0.5728415899066653,0.8455932283911349,0.2727516384844696
periodic,0.2,Hy,0.8,2,6,0.559455040834063,0.7173277784159199,0.15787273758185683
periodic,0.2,Hy,0.8,2,7,0.4521304554416833,0.6297399526643684,0.17760949722268515
periodic,0.2,Hy,0.8,2,8,0.3929969452681078,0.7227641786776547,0.32976723340954694
periodic,0.2,Hy,0.8,2,9,0.6382605605189321,0.7953403241649465,0.1570797636460144
periodic,0.2,Hy,0.8,2,10,0.42641315225130644,0.6817355692764127,0.2553224170251062
periodic,0.2,Hy,0.8,5,1,0.5303437590105057,0.7227828683828593,0.19243910937235364
periodic,0.2,Hy,0.8,5,2,0.4797245750347575,0.7934203012863942,0.31369572625163666
periodic,0.2,Hy,0.8,5,3,0.3831091979675913,0.6932105910311409,0.3101013930635496
periodic,0.2,Hy,0.8,5,4,0.4840518315293472,0.6441063026817558,0.16005447115240862
periodic,0.2,Hy,0.8,5,5,0.4859618844457971,0.7492975556859619,0.2633356712401648
periodic,0.2,Hy,0.8,5,6,0.5736389679931511,0.6954864303529394,0.12184746235978838
periodic,0.2,Hy,0.8,5,7,0.5311986214584903,0.6856588758156381,0.15446025435714783
periodic,0.2,Hy,0.8,5,8,0.4016515812342825,0.70061646646185,0.29896488522756753
periodic,0.2,Hy,0.8,5,9,0.5716431601464902,0.6757380707035898,0.10409491055709963
periodic,0.2,Hy,0.8,5,10,0.37001897246924426,0.7744820783464902,0.40446310587724593
periodic,0.2,Hy,0.8,10,1,0.5492745635870052,0.6885493413310738,0.1392747777440686
periodic,0.2,Hy,0.8,10,2,0.5277519524061809,0.6671277485699908,0.1393757961638099
periodic,0.2,Hy,0.8,10,3,0.5602197502344836,0.6587618092262492,0.0985420589917656
periodic,0.2,Hy,0.8,10,4,0.5698094214027237,0.6434998153308771,0.07369039392815335
periodic,0.2,Hy,0.8,10,5,0.3089207154957256,0.7347343169772376,0.425813601481512
periodic,0.2,Hy,0.8,10,6,0.5650039278740405,0.6826263141041254,0.11762238623008492
periodic,0.2,Hy,0.8,10,7,0.5529174698238999,0.7244874963786162,0.17157002655471632
periodic,0.2,Hy,0.8,10,8,0.46189563716792365,0.6281927379191614,0.16629710075123777
periodic,0.2,Hy,0.8,10,9,0.5962763099333886,0.6826973572014742,0.08642104726808553
periodic,0.2,Hy,0.8,10,10,0.5639595830247105,0.7140500564661316,0.15009047344142112
periodic,0.333,V,0.2,2,1,0.5507013579243011,0.6419670810662574,0.09126572314195636
periodic,0.333,V,0.2,2,2,0.535919535335806,0.7061234901258487,0.1702039547900427
periodic,0.333,V,0.2,2,3,0.46346009704269725,0.7034057302861607,0.23994563324346346
periodic,0.333,V,0.2,2,4,0.48897987403073817,0.6706482963745339,0.18166842234379577
periodic,0.333,V,0.2,2,5,0.5328086464983021,0.6805432134669819,0.14773456696867981
periodic,0.333,V,0.2,2,6,0.5302403718139957,0.8122486879625,0.2820083161485043
periodic,0.333,V,0.2,2,7,0.35875343272195404,0.7409986633656627,0.38224523064370863
periodic,0.333,V,0.2,2,8,0.5385607059201545,0.7189551981537754,0.18039449223362092
periodic,0.333,V,0.2,2,9,0.59946836366467,0.7048402294588391,0.10537186579416902
periodic,0.333,V,0.2,2,10,0.4141771887567524,0.7352251490937747,0.32104796033702226
periodic,0.333,V,0.2,5,1,0.5096847177063791,0.6577980902336499,0.14811337252727075
periodic,0.333,V,0.2,5,2,0.43932770612187466,0.7732211691384969,0.33389346301662226
periodic,0.333,V,0.2,5,3,0.5464642832045757,0.7357714422131459,0.1893071590085702
periodic,0.333,V,0.2,5,4,0.47013067548550025,0.7128220515185674,0.24269137603306712
periodic,0.333,V,0.2,5,5,0.4314443933586779,0.7323311603374664,0.30088676697878847
periodic,0.333,V,0.2,5,6,0.43351150211085,0.6860635772566145,0.2525520751457645
periodic,0.333,V,0.2,5,7,0.4676704510277008,0.7315914763700289,0.2639210253423281
periodic,0.333,V,0.2,5,8,0.4332226374072772,0.650901621066795,0.21767898365951788
periodic,0.333,V,0.2,5,9,0.48480118523943194,0.6914730247887123,0.20667183954928037
periodic,0.333,V,0.2,5,10,0.4213765596507013,0.7344433257600882,0.3130667661093869
periodic,0.333,V,0.2,10,1,0.47073523500362235,0.7222988706488938,0.2515636356452714
periodic,0.333,V,0.2,10,2,0.6118521410160862,0.704903930786543,0.0930517897704568
periodic,0.333,V,0.2,10,3,0.4945759267754618,0.6251390458106187,0.13056311903515694
periodic,0.333,V,0.2,10,4,0.6522716840915219,0.6396550175547154,-0.012616666536806487
periodic,0.333,V,0.2,10,5,0.49945780193989775,0.7087884772052122,0.20933067526531446
periodic,0.333,V,0.2,10,6,0.504469315071777,0.6617258545001943,0.15725653942841733
periodic,0.333,V,0.2,10,7,0.5553607890341112,0.6915879456613793,0.13622715662726803
periodic,0.333,V,0.2,10,8,0.6282555736261742,0.7989575989009384,0.1707020252747642
periodic,0.333,V,0.2,10,9,0.5224203649202636,0.6879919540658089,0.16557158914554537
periodic,0.333,V,0.2,10,10,0.541383848423408,0.7207609140179602,0.17937706559455213
periodic,0.333,V,0.5,2,1,0.6284696936846679,0.7923820178051214,0.16391232412045353
periodic,0.333,V,0.5,2,2,0.5351255722901418,0.7245585008204103,0.1894329285302685
periodic,0.333,V,0.5,2,3,0.4863845248983309,0.6530323136422513,0.16664778874392044
periodic,0.333,V,0.5,2,4,0.5925783729200658,0.6778802150278646,0.08530184210779879
periodic,0.333,V,0.5,2,5,0.5223165215308154,0.7631469557684588,0.2408304342376434
periodic,0.333,V,0.5,2,6,0.6293438710622363,0.7517576160804544,0.12241374501821811
periodic,0.333,V,0.5,2,7,0.5090189069971225,0.6554068211905812,0.14638791419345876
periodic,0.333,V,0.5,2,8,0.5262890378484066,0.7431155217105027,0.21682648386209602
periodic,0.333,V,0.5,2,9,0.5082656142994381,0.6886180120679255,0.18035239776848744
periodic,0.333,V,0.5,2,10,0.5267555157227723,0.704196317278334,0.17744080155556163
periodic,0.333,V,0.5,5,1,0.6153658395065756,0.7503120754579157,0.13494623595134003
periodic,0.333,V,0.5,5,2,0.512988935929998,0.7158588489076434,0.20286991297764545
periodic,0.333,V,0.5,5,3,0.3837595534832502,0.6592464980932071,0.27548694460995693
periodic,0.333,V,0.5,5,4,0.6185802395047578,0.7205083353411508,0.10192809583639295
periodic,0.333,V,0.5,5,5,0.5592545216593512,0.6615244629749673,0.10226994131561606
periodic,0.333,V,0.5,5,6,0.4818117375803254,0.6764399315927867,0.1946281940124613
periodic,0.333,V,0.5,5,7,0.37880660385354786,0.6172666388122461,0.23846003495869822
periodic,0.333,V,0.5,5,8,0.49656790792259997,0.6837683055201289,0.18720039759752893
periodic,0.333,V,0.5,5,9,0.6173804358852659,0.724672971411598,0.10729253552633211
periodic,0.333,V,0.5,5,10,0.5381424431183072,0.7027777845539696,0.16463534143566239
periodic,0.333,V,0.5,10,1,0.4429485149042604,0.6608111491360359,0.2178626342317755
periodic,0.333,V,0.5,10,2,0.6079773140198639,0.6983696430741245,0.09039232905426065
periodic,0.333,V,0.5,10,3,0.5636483823574302,0.6259012835045694,0.06225290114713922
periodic,0.333,V,0.5,10,4,0.3542847335247184,0.6615049173920386,0.30722018386732025
periodic,0.333,V,0.5,10,5,0.5561827095890386,0.718626054811592,0.16244334522255344
periodic,0.333,V,0.5,10,6,0.584082187314514,0.7116774587848552,0.12759527147034122
periodic,0.333,V,0.5,10,7,0.5323822448169225,0.6762893265820912,0.14390708176516864
periodic,0.333,V,0.5,10,8,0.5121990468775285,0.6431843644585816,0.13098531758105314
periodic,0.333,V,0.5,10,9,0.624722475140721,0.6394311201434805,0.01470864500275948
periodic,0.333,V,0.5,10,10,0.5187997178850635,0.7587786029325156,0.23997888504745213
periodic,0.333,V,0.8,2,1,0.44769760581642454,0.6920003326479617,0.24430272683153714
periodic,0.333,V,0.8,2,2,0.42033411813623567,0.7533878754212774,0.3330537572850417
periodic,0.333,V,0.8,2,3,0.5244648803123583,0.6891900923517116,0.1647252120393533
periodic,0.333,V,0.8,2,4,0.5939943740559728,0.6765424493079936,0.08254807525202079
periodic,0.333,V,0.8,2,5,0.5689435845352865,0.6943224059309294,0.12537882139564294
periodic,0.333,V,0.8,2,6,0.6182458008617694,0.6641770399286969,0.04593123906692753
periodic,0.333,V,0.8,2,7,0.6172236891624575,0.7713429677253565,0.15411927856289898
periodic,0.333,V,0.8,2,8,0.35950179301567,0.709007236823977,0.34950544380830706
periodic,0.333,V,0.8,2,9,0.659579803886427,0.6580056312779348,-0.0015741726084922414
periodic,0.333,V,0.8,2,10,0.6610351182369425,0.6699484592271571,0.008913340990214569
periodic,0.333,V,0.8,5,1,0.44550256401110905,0.6392375974148036,0.19373503340369452
periodic,0.333,V,0.8,5,2,0.5879604439787722,0.6679862989562732,0.08002585497750092
periodic,0.333,V,0.8,5,3,0.597342964127579,0.7087782084182508,0.11143524429067175
periodic,0.333,V,0.8,5,4,0.5950266656458162,0.7007612508216622,0.105734585175846
periodic,0.333,V,0.8,5,5,0.46682054820558516,0.6449066719950279,0.17808612378944277
periodic,0.333,V,0.8,5,6,0.4634340104870195,0.8066449358248542,0.3432109253378347
periodic,0.333,V,0.8,5,7,0.561929932738606,0.7665045064396278,0.20457457370102172
periodic,0.333,V,0.8,5,8,0.31807045820889795,0.8170484002809377,0.49897794207203977
periodic,0.333,V,0.8,5,9,0.5131888090768992,0.767841627276796,0.2546528181998967
periodic,0.333,V,0.8,5,10,0.5440447858951732,0.6809257042460413,0.13688091835086802
periodic,0.333,V,0.8,10,1,0.6898600828678076,0.735520702988614,0.045660620120806406
periodic,0.333,V,0.8,10,2,0.5832881414250478,0.6897498640996526,0.10646172267460474
periodic,0.333,V,0.8,10,3,0.4621324023172583,0.6719268407197088,0.2097944384024505
periodic,0.333,V,0.8,10,4,0.48264865538185975,0.6407354673116951,0.1580868119298353
periodic,0.333,V,0.8,10,5,0.45404088279027277,0.7018702567249043,0.24782937393463156
periodic,0.333,V,0.8,10,6,0.48678236974627775,0.6295246706693395,0.14274230092306173
periodic,0.333,V,0.8,10,7,0.3596592399049591,0.7235037064587359,0.3638444665537767
periodic,0.333,V,0.8,10,8,0.40828456654275913,0.6463216379369918,0.2380370713942327
periodic,0.333,V,0.8,10,9,0.4229515277363627,0.6750560759150837,0.25210454817872097
periodic,0.333,V,0.8,10,10,0.4923626104205555,0.6878741971882192,0.19551158676766367
periodic,0.333,H,0.2,2,1,0.3939394979233079,0.5979644379825108,0.20402494005920285
periodic,0.333,H,0.2,2,2,0.6027820046831687,0.6229776578875178,0.02019565320434913
periodic,0.333,H,0.2,2,3,0.4584850631532133,0.46745555694900387,0.008970493795790568
periodic,0.333,H,0.2,2,4,0.4108319406432599,0.5346047130637295,0.12377277242046958
periodic,0.333,H,0.2,2,5,0.55561377679944,0.503441401045165,-0.052172375754275024
periodic,0.333,H,0.2,2,6,0.513573107940064,0.511679265316709,-0.0018938426233550132
periodic,0.333,H,0.2,2,7,0.43689677316094566,0.57518547484677,0.1382887016858243
periodic,0.333,H,0.2,2,8,0.4513319898328171,0.4563665088039215,0.005034518971104407
periodic,0.333,H,0.2,2,9,0.357560011545759,0.6229918240094561,0.26543181246369707
periodic,0.333,H,0.2,2,10,0.5323128195948557,0.6195677155344143,0.0872548959395586
periodic,0.333,H,0.2,5,1,0.44182824049735714,0.4950376926360843,0.05320945213872719
periodic,0.333,H,0.2,5,2,0.39793447823708455,0.5634242701534039,0.16548979191631935
periodic,0.333,H,0.2,5,3,0.5776432807351976,0.5818903002477621,0.004247019512564565
periodic,0.333,H,0.2,5,4,0.44718801756594584,0.502069096993679,0.054881079427733126
periodic,0.333,H,0.2,5,5,0.5026718384217317,0.6679388698074747,0.16526703138574306
periodic,0.333,H,0.2,5,6,0.5593756233542663,0.5218316466501198,-0.03754397670414644
periodic,0.333,H,0.2,5,7,0.5468073253557987,0.5474756164234414,0.0006682910676427678
periodic,0.333,H,0.2,5,8,0.5049909078801206,0.5464328650422509,0.04144195716213028
periodic,0.333,H,0.2,5,9,0.4291993492768885,0.5008111726196817,0.07161182334279315
periodic,0.333,H,0.2,5,10,0.5209532408831133,0.5458251693165754,0.024871928433462087
periodic,0.333,H,0.2,10,1,0.4631510919802387,0.6688508071295267,0.20569971514928803
periodic,0.333,H,0.2,10,2,0.5381949727021014,0.4568537064599243,-0.08134126624217708
