structure,tau,K,seed,shock_every,initial_fitness,final_fitness,bank
V,0.2,10,201,40,0.4464430071930299,0.6335916462662108,C
V,0.2,10,202,40,0.4427346785265421,0.7132099101898424,C
V,0.2,10,203,40,0.49827701276935427,0.6892555264325502,C
V,0.2,10,204,40,0.5095761935428267,0.7011543453377197,C
V,0.2,10,205,40,0.4759145783176857,0.7099124735879339,C
V,0.2,10,206,40,0.5546523910530511,0.6348030118029757,C
V,0.2,10,207,40,0.49567638811108233,0.6566131021798793,C
V,0.2,10,208,40,0.39581676721385844,0.6427113516430154,C
V,0.2,10,209,40,0.6187392498130181,0.6434087580326108,C
V,0.2,10,210,40,0.5490503776916243,0.61773400260751,C
V,0.5,2,201,40,0.4496446310199615,0.6921390570618191,C
V,0.5,2,202,40,0.48425344124556136,0.6051453478314204,C
V,0.5,2,203,40,0.4713207101695044,0.5833856118760071,C
V,0.5,2,204,40,0.5704039591226181,0.6972470546762504,C
V,0.5,2,205,40,0.39920006321108503,0.7187925999233464,C
V,0.5,2,206,40,0.4547417328052363,0.6473583253894328,C
V,0.5,2,207,40,0.5138519622516716,0.6849377640900496,C
V,0.5,2,208,40,0.37775695796480285,0.7341742392288798,C
V,0.5,2,209,40,0.43188343568240606,0.6885630244995127,C
V,0.5,2,210,40,0.6130708721583328,0.7023622734653585,C
V,0.5,5,201,40,0.4652063396973294,0.6900118494995061,C
V,0.5,5,202,40,0.4194477106167168,0.653660575247695,C
V,0.5,5,203,40,0.43975893078748146,0.68187870548068,C
V,0.5,5,204,40,0.6574927253251883,0.6253106917559869,C
V,0.5,5,205,40,0.526473348806578,0.6842536203346612,C
V,0.5,5,206,40,0.5312430559358133,0.7995926441138486,C
V,0.5,5,207,40,0.5970646357180966,0.7834005688939695,C
V,0.5,5,208,40,0.48156659057946954,0.7162072452152599,C
V,0.5,5,209,40,0.5048630479114605,0.7095877921982583,C
V,0.5,5,210,40,0.47761279331296425,0.6750138732308157,C
V,0.5,10,201,40,0.5472865925308127,0.6672100720473257,C
V,0.5,10,202,40,0.5496811147725424,0.6683952783145136,C
V,0.5,10,203,40,0.5107214251163638,0.6338118073588421,C
V,0.5,10,204,40,0.5523495389219902,0.64821204692447,C
V,0.5,10,205,40,0.5727271708040131,0.6589413744868797,C
V,0.5,10,206,40,0.6561531201037455,0.6681542824986351,C
V,0.5,10,207,40,0.5332029820929551,0.6788206157920293,C
V,0.5,10,208,40,0.5724891111052651,0.6561338670311225,C
V,0.5,10,209,40,0.4724587804479869,0.647592117465966,C
V,0.5,10,210,40,0.2868573606534001,0.6398614103450005,C
V,0.8,2,201,40,0.46541275415034467,0.7640734324714076,C
V,0.8,2,202,40,0.5166514623985969,0.6330575645924259,C
V,0.8,2,203,40,0.3951498941368749,0.7019613633804024,C
V,0.8,2,204,40,0.5350237360061485,0.6641248463954705,C
V,0.8,2,205,40,0.41471320398773914,0.7751922146395517,C
V,0.8,2,206,40,0.47926661336420995,0.6707644820985448,C
V,0.8,2,207,40,0.4823409933257653,0.6251115942201155,C
V,0.8,2,208,40,0.4738475841701426,0.7322306696427673,C
V,0.8,2,209,40,0.5232890467566551,0.684574590120451,C
V,0.8,2,210,40,0.5360562988909725,0.7647528352058945,C
V,0.8,5,201,40,0.6051774745560645,0.6373139949349781,C
V,0.8,5,202,40,0.5577006361782113,0.698539095687653,C
V,0.8,5,203,40,0.5018119392544633,0.7042504378529718,C
V,0.8,5,204,40,0.36746977065584613,0.6928896943434449,C
V,0.8,5,205,40,0.3784158586250915,0.728351148690415,C
V,0.8,5,206,40,0.4104982987159446,0.660500292084898,C
V,0.8,5,207,40,0.46159558913997445,0.7675312126007904,C
V,0.8,5,208,40,0.5598667227787658,0.7306341701498958,C
V,0.8,5,209,40,0.34814636884334343,0.781308960537286,C
V,0.8,5,210,40,0.49621462495021185,0.705280106639433,C
V,0.8,10,201,40,0.5281442388068593,0.5666900995162775,C
V,0.8,10,202,40,0.5896607493937494,0.671371626240023,C
V,0.8,10,203,40,0.47764018989264995,0.6364676041827172,C
V,0.8,10,204,40,0.38527623251031073,0.6076206417987579,C
V,0.8,10,205,40,0.48200936576829306,0.6386637479682551,C
V,0.8,10,206,40,0.5592453330274672,0.6035365874626399,C
V,0.8,10,207,40,0.684304732521544,0.7102298356711583,C
V,0.8,10,208,40,0.4771147948312333,0.663109319219336,C
V,0.8,10,209,40,0.5549495695205329,0.7391804574065034,C
V,0.8,10,210,40,0.4316999423145835,0.6794157111122405,C
H,0.2,2,201,40,0.3920412991514379,0.5371389704701292,C
H,0.2,2,202,40,0.5585066264827169,0.5930840250913181,C
H,0.2,2,203,40,0.6221724290214361,0.5547332923187902,C
H,0.2,2,204,40,0.4409367767668341,0.5196858330016744,C
H,0.2,2,205,40,0.4910461795312119,0.5249473269371763,C
H,0.2,2,206,40,0.45224339976537453,0.5569146872879205,C
H,0.2,2,207,40,0.4908898082380779,0.7533626524999779,C
H,0.2,2,208,40,0.7878988278286719,0.7855732177051715,C
H,0.2,2,209,40,0.6551523237334449,0.5410132240709078,C
H,0.2,2,210,40,0.544336783002528,0.6070142830112712,C
H,0.2,5,201,40,0.4354580955606816,0.5677721482866647,C
H,0.2,5,202,40,0.4865627847784771,0.6746786148263252,C
H,0.2,5,203,40,0.455264394923462,0.7214540311946355,C
H,0.2,5,204,40,0.5144846109526415,0.7447429080875256,C
H,0.2,5,205,40,0.5541503064672576,0.5534297521637577,C
H,0.2,5,206,40,0.5541674168967975,0.5431478044795065,C
H,0.2,5,207,40,0.5127680551736158,0.5724126364947739,C
H,0.2,5,208,40,0.4418306887060323,0.5446985638731694,C
H,0.2,5,209,40,0.5735996222387298,0.4674223468088714,C
H,0.2,5,210,40,0.5531393627255523,0.6245128184883976,C
H,0.2,10,201,40,0.46740296740376813,0.6573430167980451,C
H,0.2,10,202,40,0.5657336682523194,0.6045230871521048,C
H,0.2,10,203,40,0.5003255880405862,0.5727651383617994,C
H,0.2,10,204,40,0.659663044634242,0.6780819140543475,C
H,0.2,10,205,40,0.5346925316765863,0.4821222231865253,C
H,0.2,10,206,40,0.5432977021589959,0.5656796642702416,C
H,0.2,10,207,40,0.40357796863034856,0.7075471650692311,C
H,0.2,10,208,40,0.5211116265890403,0.5195886464853076,C
H,0.2,10,209,40,0.6212379816078358,0.5113990987302388,C
H,0.2,10,210,40,0.41113906339266776,0.5836232630314897,C
H,0.5,2,201,40,0.4911449480265065,0.5958263425644097,C
H,0.5,2,202,40,0.5421398829034018,0.5990604457092833,C
H,0.5,2,203,40,0.5011946796297524,0.5959316230457616,C
H,0.5,2,204,40,0.49134616863290415,0.7165187441690144,C
H,0.5,2,205,40,0.36402963894750673,0.7169800150023057,C
H,0.5,2,206,40,0.5611809169803192,0.7293328911483259,C
H,0.5,2,207,40,0.4304949070069941,0.7628111370120242,C
H,0.5,2,208,40,0.525228407754246,0.6825205241789388,C
H,0.5,2,209,40,0.492457170866538,0.6932977199914161,C
H,0.5,2,210,40,0.5512290360322308,0.5960552401762045,C
H,0.5,5,201,40,0.4886955078601666,0.6604958080183981,C
H,0.5,5,202,40,0.5459995075312115,0.6424645673140249,C
H,0.5,5,203,40,0.6236563607695242,0.575065035997125,C
H,0.5,5,204,40,0.5742900785822074,0.7355298039227872,C
H,0.5,5,205,40,0.49631647534121304,0.7440624300495906,C
H,0.5,5,206,40,0.5324658963033321,0.5841051829623665,C
H,0.5,5,207,40,0.4805919799925812,0.6670100607747519,C
H,0.5,5,208,40,0.37537082669291766,0.6760653049676242,C
H,0.5,5,209,40,0.5810951469703747,0.7395844557053157,C
H,0.5,5,210,40,0.5875259691585933,0.7109114877262461,C
H,0.5,10,201,40,0.40395534639062575,0.6194789089385474,C
H,0.5,10,202,40,0.5681967620723414,0.6084450176110542,C
H,0.5,10,203,40,0.5177359556757123,0.6320676793176987,C
H,0.5,10,204,40,0.4426076262565169,0.6269909448533457,C
H,0.5,10,205,40,0.5367030681960734,0.521699195778913,C
H,0.5,10,206,40,0.5595251387790624,0.6782410958373467,C
H,0.5,10,207,40,0.5033339568199543,0.6638723847902109,C
H,0.5,10,208,40,0.46075402069364235,0.571734044171641,C
H,0.5,10,209,40,0.5286718189045936,0.6659171523280382,C
H,0.5,10,210,40,0.37936181947372244,0.5484337232046397,C
H,0.8,2,201,40,0.3764369036855049,0.70106607043327,C
H,0.8,2,202,40,0.47995635756696486,0.7126507635357737,C
H,0.8,2,203,40,0.5004752907603999,0.6382711916862223,C
H,0.8,2,204,40,0.5594836577958779,0.6467522923999602,C
H,0.8,2,205,40,0.5597703560259756,0.6935143830881421,C
H,0.8,2,206,40,0.4619736082948408,0.6631944650199141,C
H,0.8,2,207,40,0.6346168892818853,0.6538518413007894,C
H,0.8,2,208,40,0.6108645280050093,0.7568381089065793,C
H,0.8,2,209,40,0.5516190059939947,0.6473189192782928,C
H,0.8,2,210,40,0.6087857265285636,0.6614578993992384,C
H,0.8,5,201,40,0.5148270896810199,0.6674248221148857,C
H,0.8,5,202,40,0.531692996150425,0.6951956431154354,C
H,0.8,5,203,40,0.41968072694471087,0.7285135617584123,C
H,0.8,5,204,40,0.4705889480275198,0.7585774760581623,C
H,0.8,5,205,40,0.4633804452001829,0.6772470355742123,C
H,0.8,5,206,40,0.4560118003204248,0.7189457617792341,C
H,0.8,5,207,40,0.6584326626102279,0.6963801627767758,C
H,0.8,5,208,40,0.5876087364391352,0.7269860844911241,C
H,0.8,5,209,40,0.4758339435075367,0.7539589164040803,C
H,0.8,5,210,40,0.46927856745627244,0.663116795165522,C
H,0.8,10,201,40,0.48649249176802484,0.6664708809318872,C
H,0.8,10,202,40,0.5409691885477378,0.6231264047065846,C
H,0.8,10,203,40,0.4704585713799451,0.753873898239771,C
H,0.8,10,204,40,0.6380687581820749,0.6382750975043384,C
H,0.8,10,205,40,0.39101560938101804,0.7229225127357066,C
H,0.8,10,206,40,0.37245643639685005,0.6709125381638361,C
H,0.8,10,207,40,0.5787503314951604,0.6741933408501632,C
H,0.8,10,208,40,0.6030647728697917,0.6333290931895208,C
H,0.8,10,209,40,0.3953638838299829,0.6157019160564088,C
H,0.8,10,210,40,0.4667211295541357,0.7125353026541238,C
Hy,0.2,2,201,40,0.41506290504322685,0.5371432397643245,C
Hy,0.2,2,202,40,0.5805359173624196,0.7202586545698594,C
Hy,0.2,2,203,40,0.47105676091711357,0.6840314400543513,C
Hy,0.2,2,204,40,0.5374829665957818,0.6971468217656586,C
Hy,0.2,2,205,40,0.5078728737546022,0.6968742848207161,C
Hy,0.2,2,206,40,0.577463611652766,0.6424199297048085,C
Hy,0.2,2,207,40,0.5366858067445291,0.5888709034308259,C
Hy,0.2,2,208,40,0.38619551833523474,0.6298000425538385,C
Hy,0.2,2,209,40,0.552651715895934,0.6245628521344309,C
Hy,0.2,2,210,40,0.42899206021177966,0.6264313989990612,C
Hy,0.2,5,201,40,0.5097509952354564,0.6924906438776909,C
Hy,0.2,5,202,40,0.5451677938250616,0.6330973370645474,C
Hy,0.2,5,203,40,0.509096616978313,0.6030556057934451,C
Hy,0.2,5,204,40,0.3896446138322062,0.7159682895605307,C
Hy,0.2,5,205,40,0.49946051911545364,0.6787028082896804,C
Hy,0.2,5,206,40,0.5435745751536971,0.7056562724777282,C
Hy,0.2,5,207,40,0.4492762894771388,0.6833211185340566,C
Hy,0.2,5,208,40,0.45591823411418914,0.4986690827634072,C
Hy,0.2,5,209,40,0.5148565803593771,0.5633024554319337,C
Hy,0.2,5,210,40,0.5375240914444543,0.6277666844273877,C
Hy,0.2,10,201,40,0.4916277821619735,0.6677609423413138,C
Hy,0.2,10,202,40,0.5753827736398065,0.49283823965516055,C
Hy,0.2,10,203,40,0.4878455276779496,0.5337944375998245,C
Hy,0.2,10,204,40,0.5308295929623672,0.582649691233377,C
Hy,0.2,10,205,40,0.5977729100008816,0.7058319449095697,C
Hy,0.2,10,206,40,0.4533382480134393,0.770040926021362,C
Hy,0.2,10,207,40,0.4834810664105727,0.5890401778378441,C
Hy,0.2,10,208,40,0.45805244156722064,0.7314046532702814,C
Hy,0.2,10,209,40,0.561658425798032,0.6180121229644163,C
Hy,0.2,10,210,40,0.42320997226004603,0.696185504670593,C
Hy,0.5,2,201,40,0.3105302561440794,0.6743689848675664,C
Hy,0.5,2,202,40,0.5601846917963637,0.7208744170635099,C
Hy,0.5,2,203,40,0.5846896267272647,0.6057257879544555,C
Hy,0.5,2,204,40,0.5144380879397779,0.6369634223474564,C
Hy,0.5,2,205,40,0.5509092939720563,0.6647590040111059,C
Hy,0.5,2,206,40,0.5089408255901818,0.6670158950145383,C
Hy,0.5,2,207,40,0.5933809102322252,0.6888381197274761,C
Hy,0.5,2,208,40,0.5375320991760311,0.8242141329360532,C
Hy,0.5,2,209,40,0.502547989257922,0.6417101275154492,C
Hy,0.5,2,210,40,0.5411523675094928,0.675473467771872,C
Hy,0.5,5,201,40,0.5406024181744525,0.7260003777379992,C
Hy,0.5,5,202,40,0.5556714847847993,0.7016828132896589,C
Hy,0.5,5,203,40,0.548571725041994,0.7669458189123916,C
Hy,0.5,5,204,40,0.5363009115166372,0.7435836421365459,C
Hy,0.5,5,205,40,0.43442932465313244,0.7135120926586714,C
Hy,0.5,5,206,40,0.5040285955011686,0.7301751116359376,C
Hy,0.5,5,207,40,0.5235151486583566,0.6163705057347523,C
Hy,0.5,5,208,40,0.5357453438086874,0.6672575335606733,C
Hy,0.5,5,209,40,0.5244683713764691,0.6623967052588521,C
Hy,0.5,5,210,40,0.5969771201054066,0.7551213089000716,C
Hy,0.5,10,201,40,0.6246427213364935,0.708051434125243,C
Hy,0.5,10,202,40,0.5222167629975261,0.6962932241752194,C
Hy,0.5,10,203,40,0.5389227772891612,0.6992211238204391,C
Hy,0.5,10,204,40,0.528185851473001,0.6931397770544165,C
Hy,0.5,10,205,40,0.5059611789135083,0.7013921724462661,C
Hy,0.5,10,206,40,0.49063141897899426,0.6964712830686675,C
Hy,0.5,10,207,40,0.45982411711313,0.7490744632787608,C
Hy,0.5,10,208,40,0.49577152461807344,0.6812471507669662,C
Hy,0.5,10,209,40,0.4931182127729876,0.6311909580346224,C
Hy,0.5,10,210,40,0.558210245555211,0.7605553851398306,C
Hy,0.8,2,201,40,0.3085993571746749,0.6378259135632663,C
Hy,0.8,2,202,40,0.41940556056038436,0.7502719489310915,C
Hy,0.8,2,203,40,0.5851839207420204,0.7497519891114661,C
Hy,0.8,2,204,40,0.49970016803575595,0.6856681816064202,C
Hy,0.8,2,205,40,0.5045470696921204,0.7578629246957319,C
Hy,0.8,2,206,40,0.46836496252892207,0.5821334118379141,C
Hy,0.8,2,207,40,0.5451653453821099,0.7707094264106579,C
Hy,0.8,2,208,40,0.5466829592842004,0.779533047864348,C
Hy,0.8,2,209,40,0.5676225179993085,0.7880093599124683,C
Hy,0.8,2,210,40,0.4631670343589122,0.6770791969356208,C
Hy,0.8,5,201,40,0.4393641495790771,0.7371498121532927,C
Hy,0.8,5,202,40,0.5868403797036648,0.655541913596947,C
Hy,0.8,5,203,40,0.35939160740557924,0.6479084301070538,C
Hy,0.8,5,204,40,0.4124637933454703,0.7458511209201705,C
Hy,0.8,5,205,40,0.48363995900997964,0.6978933890067236,C
Hy,0.8,5,206,40,0.3922283881060467,0.7001039437531784,C
Hy,0.8,5,207,40,0.5534047763178194,0.6292120561931124,C
Hy,0.8,5,208,40,0.5402342063318292,0.7313349672665964,C
Hy,0.8,5,209,40,0.5332017725915476,0.6734757606377316,C
Hy,0.8,5,210,40,0.42031383359385127,0.7476591089326491,C
Hy,0.8,10,201,40,0.5040428950976649,0.7206026662144348,C
Hy,0.8,10,202,40,0.5943678208291191,0.67792925066149,C
Hy,0.8,10,203,40,0.5246427452624519,0.6612874327626891,C
Hy,0.8,10,204,40,0.4381670831675224,0.6393314140047458,C
Hy,0.8,10,205,40,0.5940032299223368,0.7083379319511581,C
Hy,0.8,10,206,40,0.5609108879044464,0.6800253847469179,C
Hy,0.8,10,207,40,0.49517313114767286,0.7037940146904911,C
Hy,0.8,10,208,40,0.6401883665444896,0.5516305206446198,C
Hy,0.8,10,209,40,0.5330731261098689,0.5769340491517206,C
Hy,0.8,10,210,40,0.3554568355688273,0.7461537639336816,C
V,0.2,2,201,20,0.5850611509581118,0.6893516938226748,C
V,0.2,2,202,20,0.47551724826124747,0.6994663763345095,C
V,0.2,2,203,20,0.24054978352222264,0.695803051723317,C
V,0.2,2,204,20,0.4556631498954558,0.699620053713891,C
V,0.2,2,205,20,0.45153744294393366,0.6746774887427578,C
V,0.2,2,206,20,0.5820026247181503,0.7473055217174279,C
V,0.2,2,207,20,0.521005371066194,0.7037117600931976,C
V,0.2,2,208,20,0.6309024045181915,0.7726580612055796,C
V,0.2,2,209,20,0.42223069256627815,0.7278431916181411,C
V,0.2,2,210,20,0.4766698289025462,0.7243900053679106,C
V,0.2,5,201,20,0.41835857171626734,0.6260938152995414,C
V,0.2,5,202,20,0.533849819235979,0.6673426731367762,C
V,0.2,5,203,20,0.43516553388716317,0.6273331052850931,C
V,0.2,5,204,20,0.47854331040728915,0.7930556276440593,C
V,0.2,5,205,20,0.43566392434466195,0.693767690076097,C
V,0.2,5,206,20,0.5005991671170359,0.7582717747761533,C
V,0.2,5,207,20,0.4483758648672637,0.7045292656601297,C
V,0.2,5,208,20,0.6163049162653482,0.6996188981427548,C
V,0.2,5,209,20,0.4421952749404007,0.7182931567203368,C
V,0.2,5,210,20,0.7199215464339753,0.6894882719990699,C
V,0.2,10,201,20,0.5054814540270486,0.6409753837603492,C
V,0.2,10,202,20,0.4922485825099726,0.6033904482495843,C
V,0.2,10,203,20,0.5672544100652462,0.6736817079618597,C
V,0.2,10,204,20,0.4677383057156126,0.6311530575851775,C
V,0.2,10,205,20,0.4826337394189054,0.6810398459772699,C
V,0.2,10,206,20,0.5386250240361458,0.688254638626848,C
V,0.2,10,207,20,0.3729844484100701,0.6617259292471228,C
V,0.2,10,208,20,0.40785352802321995,0.6154091530115101,C
V,0.2,10,209,20,0.5369298325052334,0.6594291338310054,C
V,0.2,10,210,20,0.527825736098917,0.7201233162980823,C
V,0.5,2,201,20,0.44975492861308647,0.7165370963203291,C
V,0.5,2,202,20,0.43519550027269915,0.7275510565918669,C
V,0.5,2,203,20,0.6508593541858367,0.7187326650074404,C
V,0.5,2,204,20,0.40730851898082837,0.65344186058973,C
V,0.5,2,205,20,0.3709633216431369,0.7102696952641429,C
V,0.5,2,206,20,0.44005476569488433,0.7317597827154693,C
V,0.5,2,207,20,0.6559415700304593,0.7221907804421506,C
V,0.5,2,208,20,0.5273529673467873,0.7494330024771546,C
V,0.5,2,209,20,0.5416700190064488,0.69919696617219,C
V,0.5,2,210,20,0.44777761897601775,0.7324494098583993,C
V,0.5,5,201,20,0.5801547136464875,0.6423061234660867,C
V,0.5,5,202,20,0.46029106359631417,0.6464615174337205,C
V,0.5,5,203,20,0.4582948799155757,0.6976056003128167,C
V,0.5,5,204,20,0.5684342358708859,0.6449622461220235,C
V,0.5,5,205,20,0.4792346773678223,0.7457497437257563,C
V,0.5,5,206,20,0.5352126391652156,0.738886685342172,C
V,0.5,5,207,20,0.4345350004828858,0.6838358136564541,C
V,0.5,5,208,20,0.5688048151275568,0.6830005820874888,C
V,0.5,5,209,20,0.43842980315449476,0.6747326168367261,C
V,0.5,5,210,20,0.3964766879920051,0.620591159812069,C
V,0.5,10,201,20,0.5250776759345034,0.5491239667759648,C
V,0.5,10,202,20,0.46330686163359913,0.7442204521734186,C
V,0.5,10,203,20,0.613389672347079,0.6644888644217738,C
V,0.5,10,204,20,0.4839660638731307,0.6873893377588282,C
V,0.5,10,205,20,0.6426825089401135,0.632141259933018,C
V,0.5,10,206,20,0.44040677092202146,0.6877100302392386,C
V,0.5,10,207,20,0.5422020070892466,0.5974142919011144,C
V,0.5,10,208,20,0.5820775640223979,0.6466473328122169,C
V,0.5,10,209,20,0.4263397642701492,0.6151719067699982,C
V,0.5,10,210,20,0.40336561583126507,0.6324374564316391,C
V,0.8,2,201,20,0.3576800353709498,0.6348685888251459,C
V,0.8,2,202,20,0.4472638233668736,0.672646620504528,C
V,0.8,2,203,20,0.6374076238566438,0.7668154429350454,C
V,0.8,2,204,20,0.5691034519239866,0.7212543468638982,C
V,0.8,2,205,20,0.6106838058785876,0.7452171316690909,C
V,0.8,2,206,20,0.4541526149161262,0.727632840681481,C
V,0.8,2,207,20,0.5701183875899873,0.7374925398661741,C
V,0.8,2,208,20,0.5438277466616185,0.7506005856005188,C
V,0.8,2,209,20,0.5953495549131826,0.7221634551542664,C
V,0.8,2,210,20,0.6745546630934357,0.6978792960714647,C
V,0.8,5,201,20,0.3580213654625583,0.6509329804396755,C
V,0.8,5,202,20,0.3912534400953355,0.6452016974350909,C
V,0.8,5,203,20,0.5032957593217673,0.726848591442348,C
V,0.8,5,204,20,0.6461319122205663,0.6358493315372686,C
V,0.8,5,205,20,0.5749887882685386,0.70885690943468,C
V,0.8,5,206,20,0.5458909455881531,0.653631719567434,C
V,0.8,5,207,20,0.6698229668454856,0.6599362499844663,C
V,0.8,5,208,20,0.47859600518688883,0.7102826230293289,C
V,0.8,5,209,20,0.5754205393728886,0.6932471270829563,C
V,0.8,5,210,20,0.45376571542089833,0.6359570906659663,C
V,0.8,10,201,20,0.6559662937202547,0.6839075170087514,C
V,0.8,10,202,20,0.49560801977508995,0.7768417096652376,C
V,0.8,10,203,20,0.41997184280629235,0.7123249927555457,C
V,0.8,10,204,20,0.5495968622736328,0.6229709130005219,C
V,0.8,10,205,20,0.47465027709639307,0.6181728019481809,C
V,0.8,10,206,20,0.5504612718450351,0.6638488061047616,C
V,0.8,10,207,20,0.41048312623046385,0.5674892104080728,C
V,0.8,10,208,20,0.5431479417914997,0.6293409186334792,C
V,0.8,10,209,20,0.44105749957700574,0.6539438062199777,C
V,0.8,10,210,20,0.3272490860547027,0.5993337325584602,C
H,0.2,2,201,20,0.527615031536243,0.6977018470406388,C
H,0.2,2,202,20,0.44002021218761134,0.5962390192115118,C
H,0.2,2,203,20,0.5851025578999346,0.6872841912537665,C
H,0.2,2,204,20,0.560597603155993,0.5535047645630683,C
H,0.2,2,205,20,0.4381881401136873,0.5146129397517142,C
H,0.2,2,206,20,0.3978258985812437,0.5363522094964237,C
H,0.2,2,207,20,0.4364298973511422,0.6394584420314764,C
H,0.2,2,208,20,0.6550885789559338,0.6793079197949761,C
H,0.2,2,209,20,0.569925474791521,0.5207175912756465,C
H,0.2,2,210,20,0.5195749331934995,0.4738445343686192,C
H,0.2,5,201,20,0.3329341088781737,0.4685996654851808,C
H,0.2,5,202,20,0.3725607306861473,0.5455682485846945,C
H,0.2,5,203,20,0.5203736034786063,0.5532041588351014,C
H,0.2,5,204,20,0.5729587272494798,0.5934377793181056,C
H,0.2,5,205,20,0.5016918084264367,0.5110306606519838,C
H,0.2,5,206,20,0.5216126727087221,0.6945461399853182,C
H,0.2,5,207,20,0.4547630932458153,0.6151973509609782,C
H,0.2,5,208,20,0.5173220600734582,0.4186186311695931,C
H,0.2,5,209,20,0.46249292442190837,0.6295386465665599,C
H,0.2,5,210,20,0.638501185611948,0.525824892141605,C
H,0.2,10,201,20,0.6354769606432022,0.6076275099621096,C
H,0.2,10,202,20,0.6397656141617687,0.549009847613694,C
H,0.2,10,203,20,0.4941307210747164,0.6437027514700153,C
H,0.2,10,204,20,0.5881023876161792,0.7567074899460198,C
H,0.2,10,205,20,0.5103413457658454,0.46318324332633953,C
H,0.2,10,206,20,0.45976761711572106,0.42270927477642584,C
H,0.2,10,207,20,0.5486665091925002,0.6580056079927864,C
H,0.2,10,208,20,0.4668543103301411,0.6497336305350702,C
H,0.2,10,209,20,0.486403235893073,0.5758294645359242,C
H,0.2,10,210,20,0.4120464715907285,0.7629512123019244,C
H,0.5,2,201,20,0.400656951639571,0.5921752709484085,C
H,0.5,2,202,20,0.44942617924893863,0.5976289066224041,C
H,0.5,2,203,20,0.5543490684552468,0.6791127273489902,C
H,0.5,2,204,20,0.5218266430875319,0.5667321124337358,C
H,0.5,2,205,20,0.5378990050511044,0.542023131599437,C
H,0.5,2,206,20,0.4648967305925714,0.5834660967673211,C
H,0.5,2,207,20,0.6271725980404068,0.6566740327258631,C
H,0.5,2,208,20,0.40415211013049457,0.638436389581268,C
H,0.5,2,209,20,0.5972023034126401,0.5700431708970737,C
H,0.5,2,210,20,0.5726386076744592,0.6686316877557432,C
H,0.5,5,201,20,0.4358909935799748,0.6571706899133736,C
H,0.5,5,202,20,0.4613053858923738,0.6319519317062048,C
H,0.5,5,203,20,0.41082846163380393,0.5605284636245307,C
H,0.5,5,204,20,0.5435278290908696,0.740171952464301,C
H,0.5,5,205,20,0.4683182524365509,0.6403839043781786,C
H,0.5,5,206,20,0.5047079582266536,0.5893588859525202,C
H,0.5,5,207,20,0.4969273411099398,0.6934937886600812,C
H,0.5,5,208,20,0.5903020541831323,0.6301180638970562,C
H,0.5,5,209,20,0.5352232768502757,0.5569128524582091,C
H,0.5,5,210,20,0.5604059033010151,0.692060124581243,C
H,0.5,10,201,20,0.4362816370706122,0.5365810347330631,C
H,0.5,10,202,20,0.481109965733825,0.6563050173102236,C
H,0.5,10,203,20,0.5329565505714364,0.6474870840778874,C
H,0.5,10,204,20,0.5958579345616105,0.5387398227433461,C
H,0.5,10,205,20,0.5417578260862418,0.6184218219463433,C
H,0.5,10,206,20,0.4151965929590734,0.6760351342894652,C
H,0.5,10,207,20,0.4979112594613879,0.7193678345189646,C
H,0.5,10,208,20,0.33223520815444935,0.652111977060815,C
H,0.5,10,209,20,0.6379105555860821,0.570463148111345,C
H,0.5,10,210,20,0.47673387504504355,0.6296189358073938,C
H,0.8,2,201,20,0.4853290819270368,0.5644759644264432,C
H,0.8,2,202,20,0.4467276436214142,0.5984117432959075,C
H,0.8,2,203,20,0.518472797610589,0.594566030848324,C
H,0.8,2,204,20,0.46074495299220375,0.6728137762521649,C
H,0.8,2,205,20,0.3026049535637876,0.584012596059664,C
H,0.8,2,206,20,0.5497497985451197,0.6221774177823965,C
H,0.8,2,207,20,0.5053904450272324,0.7917844722169032,C
H,0.8,2,208,20,0.47870735164877654,0.7133090507204659,C
H,0.8,2,209,20,0.5792658162043632,0.6239511895210768,C
H,0.8,2,210,20,0.4660914417539498,0.5811979265136845,C
H,0.8,5,201,20,0.5093061897198156,0.6163206172003036,C
H,0.8,5,202,20,0.48805245946116627,0.7125727980990391,C
H,0.8,5,203,20,0.4979989284647692,0.6939302420582848,C
H,0.8,5,204,20,0.5667364240864079,0.6172057914132795,C
H,0.8,5,205,20,0.48997692799733306,0.6377762508064441,C
H,0.8,5,206,20,0.5166611486562493,0.6928367241893195,C
H,0.8,5,207,20,0.5788057475879232,0.6877937138157644,C
H,0.8,5,208,20,0.49138502594322914,0.7179876420121162,C
H,0.8,5,209,20,0.579708614364446,0.5849584953018763,C
H,0.8,5,210,20,0.5421218935799874,0.7794134622682878,C
H,0.8,10,201,20,0.5795271090045484,0.7268637309442759,C
H,0.8,10,202,20,0.4973752031964243,0.678203113772799,C
H,0.8,10,203,20,0.5294229552017625,0.6652601565574552,C
H,0.8,10,204,20,0.5337220369711323,0.6154529720598066,C
H,0.8,10,205,20,0.41719022330031247,0.6802824761792985,C
H,0.8,10,206,20,0.5624971417770432,0.678006647359831,C
H,0.8,10,207,20,0.5012450505714594,0.6661162797218032,C
H,0.8,10,208,20,0.5279070126513749,0.6686173836984254,C
H,0.8,10,209,20,0.5686128010494891,0.6971145931036747,C
H,0.8,10,210,20,0.42435394749063843,0.6795043265066549,C
Hy,0.2,2,201,20,0.36418191480697526,0.7501135495697447,C
Hy,0.2,2,202,20,0.5609975497059214,0.5528976585803393,C
Hy,0.2,2,203,20,0.49283627506409844,0.5819978057203412,C
