structure,tau,K,seed,initial_fitness,final_fitness,peak_fitness,improvement,steps_to_95pct,N,n_agents,T
V,0.5,2,36,0.42989461305183974,0.7220185476331306,0.7220185476331306,0.2921239345812908,8,15,30,40
V,0.5,2,37,0.47200346896114886,0.7041951223094264,0.7041951223094264,0.23219165334827752,4,15,30,40
V,0.5,2,38,0.48259240328501446,0.6553170174870506,0.6553170174870506,0.17272461420203616,4,15,30,40
V,0.5,2,39,0.5163825210757256,0.7042185810325556,0.7042185810325556,0.18783605995683006,5,15,30,40
V,0.5,2,40,0.5414696755113255,0.6518241776844232,0.6518241776844232,0.11035450217309772,4,15,30,40
V,0.5,5,1,0.5179110045933087,0.6618060249300743,0.6618060249300743,0.1438950203367656,2,15,30,40
V,0.5,5,2,0.5226690748405124,0.6522188560162177,0.6522188560162177,0.12954978117570526,3,15,30,40
V,0.5,5,3,0.5527558933900957,0.7322258971267277,0.7322258971267277,0.17947000373663202,4,15,30,40
V,0.5,5,4,0.5737439750352527,0.7318525625248746,0.7318525625248746,0.15810858748962198,3,15,30,40
V,0.5,5,5,0.41371619406306553,0.7190164489875401,0.7190164489875401,0.3053002549244746,2,15,30,40
V,0.5,5,6,0.567370455587715,0.7912542567294911,0.7912542567294911,0.22388380114177608,4,15,30,40
V,0.5,5,7,0.5756996802164098,0.671750139221947,0.671750139221947,0.09605045900553721,4,15,30,40
V,0.5,5,8,0.5261080080105237,0.6390384257364149,0.6390384257364149,0.11293041772589119,1,15,30,40
V,0.5,5,9,0.5089863265938456,0.6372330013043359,0.6372330013043359,0.12824667471049034,2,15,30,40
V,0.5,5,10,0.47448817323088543,0.6886996877665889,0.6886996877665889,0.21421151453570342,3,15,30,40
V,0.5,5,11,0.5249731379018493,0.6622803404590806,0.6622803404590806,0.13730720255723128,2,15,30,40
V,0.5,5,12,0.69041974870347,0.7368083862418022,0.7368083862418022,0.04638863753833222,2,15,30,40
V,0.5,5,13,0.49936650979872127,0.6435464730623401,0.6435464730623401,0.14417996326361887,2,15,30,40
V,0.5,5,14,0.3920257033312418,0.7457309892970903,0.7457309892970903,0.35370528596584844,6,15,30,40
V,0.5,5,15,0.5582943498776622,0.7418449106712971,0.7418449106712971,0.18355056079363485,2,15,30,40
V,0.5,5,16,0.518688785624992,0.7043968300587452,0.7043968300587452,0.18570804443375322,3,15,30,40
V,0.5,5,17,0.5592624523151195,0.7204567662511318,0.7204567662511318,0.16119431393601225,3,15,30,40
V,0.5,5,18,0.584009927797181,0.6719986046189861,0.6719986046189861,0.08798867682180511,1,15,30,40
V,0.5,5,19,0.4424989608593267,0.742604800010225,0.742604800010225,0.3001058391508983,8,15,30,40
V,0.5,5,20,0.5185054755355487,0.6749194808455653,0.6749194808455653,0.1564140053100166,2,15,30,40
V,0.5,5,21,0.5159304790050938,0.6725177617236752,0.6725177617236752,0.15658728271858136,2,15,30,40
V,0.5,5,22,0.4776543718156503,0.6478511275332015,0.6478511275332015,0.17019675571755122,3,15,30,40
V,0.5,5,23,0.5169102767771067,0.7168305048906213,0.7168305048906213,0.19992022811351462,4,15,30,40
V,0.5,5,24,0.5468714547572958,0.6783195787256833,0.6783195787256833,0.13144812396838745,1,15,30,40
V,0.5,5,25,0.4575458255215489,0.658691208857244,0.658691208857244,0.2011453833356951,4,15,30,40
V,0.5,5,26,0.6756527718394916,0.6803265484747238,0.6803265484747238,0.004673776635232274,1,15,30,40
V,0.5,5,27,0.6607873562365555,0.6902795660902645,0.6902795660902645,0.02949220985370904,2,15,30,40
V,0.5,5,28,0.6432788812541277,0.7643420845440075,0.7643420845440075,0.12106320328987985,1,15,30,40
V,0.5,5,29,0.647299447260847,0.7516916145361324,0.7516916145361324,0.10439216727528544,3,15,30,40
V,0.5,5,30,0.42497676465209444,0.710638522400544,0.710638522400544,0.2856617577484496,4,15,30,40
V,0.5,5,31,0.5254088988198753,0.7283594381650992,0.7283594381650992,0.2029505393452239,3,15,30,40
V,0.5,5,32,0.41967074587008846,0.6777430036650346,0.6777430036650346,0.25807225779494614,3,15,30,40
V,0.5,5,33,0.5129776833286397,0.7220421900600589,0.7220421900600589,0.2090645067314192,6,15,30,40
V,0.5,5,34,0.6242557221954159,0.7218134251551004,0.7218134251551004,0.09755770295968447,2,15,30,40
V,0.5,5,35,0.3572104474416751,0.7315908894049401,0.7315908894049401,0.374380441963265,5,15,30,40
V,0.5,5,36,0.6055362473108648,0.723253291204878,0.723253291204878,0.11771704389401327,2,15,30,40
V,0.5,5,37,0.5082921161642096,0.7411301465117913,0.7411301465117913,0.23283803034758177,5,15,30,40
V,0.5,5,38,0.37509678169643823,0.678483718438049,0.678483718438049,0.30338693674161077,4,15,30,40
V,0.5,5,39,0.5767447049280264,0.7627925534994255,0.7627925534994255,0.1860478485713991,3,15,30,40
V,0.5,5,40,0.44109582402538267,0.7173049509873414,0.7173049509873414,0.2762091269619587,2,15,30,40
V,0.5,10,1,0.6029600786409905,0.6553970134567569,0.6553970134567569,0.05243693481576639,3,15,30,40
V,0.5,10,2,0.48699342148505276,0.653357016454309,0.653357016454309,0.16636359496925623,3,15,30,40
V,0.5,10,3,0.5962783556574393,0.6768596728275189,0.6768596728275189,0.08058131717007966,2,15,30,40
V,0.5,10,4,0.6309039854895276,0.6885516764950931,0.6885516764950931,0.05764769100556544,1,15,30,40
V,0.5,10,5,0.5845385129554245,0.6668996998713432,0.6668996998713432,0.08236118691591876,1,15,30,40
V,0.5,10,6,0.5245079065211851,0.7637541182348445,0.7637541182348445,0.23924621171365945,1,15,30,40
V,0.5,10,7,0.5357551161767247,0.6623079452110912,0.6623079452110912,0.1265528290343665,2,15,30,40
V,0.5,10,8,0.44411042508377635,0.6667052968883682,0.6667052968883682,0.22259487180459187,1,15,30,40
V,0.5,10,9,0.35630742001668847,0.6380105525784762,0.6380105525784762,0.2817031325617877,2,15,30,40
V,0.5,10,10,0.5036491925920338,0.6860891630894643,0.6860891630894643,0.18243997049743055,1,15,30,40
V,0.5,10,11,0.6218189378773221,0.7292789610052838,0.7292789610052838,0.10746002312796166,2,15,30,40
V,0.5,10,12,0.4869917295408817,0.7122037577263051,0.7122037577263051,0.22521202818542335,1,15,30,40
V,0.5,10,13,0.3850127377929948,0.6885118313021542,0.6885118313021542,0.30349909350915943,2,15,30,40
V,0.5,10,14,0.44682963663684655,0.6143233458138476,0.6143233458138476,0.16749370917700107,1,15,30,40
V,0.5,10,15,0.5684318233194703,0.7047874591461821,0.7047874591461821,0.13635563582671184,3,15,30,40
V,0.5,10,16,0.6031186357035794,0.6670023631670394,0.6670023631670394,0.06388372746346005,2,15,30,40
V,0.5,10,17,0.4527463775251807,0.662608139177259,0.662608139177259,0.20986176165207832,3,15,30,40
V,0.5,10,18,0.5317657345514064,0.6382694385774993,0.6382694385774993,0.10650370402609288,1,15,30,40
V,0.5,10,19,0.5744977060441294,0.5744977060441294,0.5744977060441294,0.0,0,15,30,40
V,0.5,10,20,0.5147533855439304,0.6840201463860962,0.6840201463860962,0.16926676084216585,2,15,30,40
V,0.5,10,21,0.40530934660208284,0.6995866364200493,0.6995866364200493,0.2942772898179664,3,15,30,40
V,0.5,10,22,0.43741879221779423,0.6526864956625796,0.6526864956625796,0.2152677034447854,2,15,30,40
V,0.5,10,23,0.5090363254391251,0.7145002934663399,0.7145002934663399,0.20546396802721478,1,15,30,40
V,0.5,10,24,0.4942834951207979,0.6899958808503104,0.6899958808503104,0.1957123857295125,2,15,30,40
V,0.5,10,25,0.47268805706450223,0.6020278141623322,0.6020278141623322,0.12933975709782997,2,15,30,40
V,0.5,10,26,0.5789980570548899,0.7037143639030897,0.7037143639030897,0.12471630684819979,1,15,30,40
V,0.5,10,27,0.5378690683655254,0.6492118190848122,0.6492118190848122,0.11134275071928679,1,15,30,40
V,0.5,10,28,0.5602569088536654,0.6690907978714529,0.6690907978714529,0.10883388901778746,1,15,30,40
V,0.5,10,29,0.5509249179974982,0.6889121974852145,0.6889121974852145,0.13798727948771627,2,15,30,40
V,0.5,10,30,0.505056593033796,0.7044352566915905,0.7044352566915905,0.19937866365779444,2,15,30,40
V,0.5,10,31,0.5603582394245968,0.6354877459109578,0.6354877459109578,0.07512950648636096,1,15,30,40
V,0.5,10,32,0.5234585004927628,0.684744419405371,0.684744419405371,0.16128591891260824,2,15,30,40
V,0.5,10,33,0.4815515345962911,0.7000095022211202,0.7000095022211202,0.21845796762482916,2,15,30,40
V,0.5,10,34,0.5063060341222924,0.6441162787504014,0.6441162787504014,0.1378102446281091,1,15,30,40
V,0.5,10,35,0.44246225805125555,0.7231054555888153,0.7231054555888153,0.2806431975375598,2,15,30,40
V,0.5,10,36,0.6090121543365008,0.644814653147825,0.644814653147825,0.035802498811324246,1,15,30,40
V,0.5,10,37,0.4725504828920721,0.6840755663720107,0.6840755663720107,0.21152508347993865,2,15,30,40
V,0.5,10,38,0.49358843262675184,0.6354210340436431,0.6354210340436431,0.1418326014168913,2,15,30,40
V,0.5,10,39,0.3917982694510836,0.7168460360313039,0.7168460360313039,0.32504776658022033,2,15,30,40
V,0.5,10,40,0.5001348647917456,0.6877538618365727,0.6877538618365727,0.1876189970448271,1,15,30,40
V,0.6,2,1,0.6762501538020486,0.6762501538020486,0.6762501538020486,0.0,0,15,30,40
V,0.6,2,2,0.5323509754870233,0.6900190702048455,0.6900190702048455,0.15766809471782228,3,15,30,40
V,0.6,2,3,0.5081289826872744,0.7455996289428888,0.7455996289428888,0.23747064625561443,7,15,30,40
V,0.6,2,4,0.4658354084084857,0.6923184172878566,0.6923184172878566,0.2264830088793709,3,15,30,40
V,0.6,2,5,0.386345137028415,0.6869061306295566,0.6869061306295566,0.30056099360114163,9,15,30,40
V,0.6,2,6,0.5605976010006813,0.7844624753422667,0.7844624753422667,0.2238648743415853,5,15,30,40
V,0.6,2,7,0.49083007712234766,0.6780285880945353,0.6780285880945353,0.1871985109721876,5,15,30,40
V,0.6,2,8,0.47930313347076176,0.741210917679924,0.741210917679924,0.2619077842091622,10,15,30,40
V,0.6,2,9,0.521573183915032,0.709601465707973,0.709601465707973,0.18802828179294095,3,15,30,40
V,0.6,2,10,0.5176780301839312,0.6536472257642996,0.6536472257642996,0.13596919558036835,4,15,30,40
V,0.6,2,11,0.5885538048572251,0.7570930983664377,0.7570930983664377,0.1685392935092126,2,15,30,40
V,0.6,2,12,0.6121354610474999,0.6479089580285222,0.6479089580285222,0.03577349698102228,2,15,30,40
V,0.6,2,13,0.6438292379972146,0.676834029847214,0.676834029847214,0.03300479184999938,4,15,30,40
V,0.6,2,14,0.3463369935588048,0.7067576756341304,0.7067576756341304,0.36042068207532557,10,15,30,40
V,0.6,2,15,0.5291039734211866,0.685946475160429,0.685946475160429,0.1568425017392423,7,15,30,40
V,0.6,2,16,0.5004689391845378,0.7440373923263535,0.7440373923263535,0.24356845314181563,4,15,30,40
V,0.6,2,17,0.5079439040457128,0.7059334881690432,0.7059334881690432,0.19798958412333045,6,15,30,40
V,0.6,2,18,0.4965514502467431,0.6812501788614961,0.6812501788614961,0.184698728614753,5,15,30,40
V,0.6,2,19,0.5668354331935354,0.7339263244970133,0.7339263244970133,0.16709089130347798,7,15,30,40
V,0.6,2,20,0.40076961913166265,0.6854489670430082,0.6854489670430082,0.2846793479113455,6,15,30,40
V,0.6,2,21,0.4660084721130628,0.6464226653026786,0.6464226653026786,0.18041419318961577,5,15,30,40
V,0.6,2,22,0.48188056550033165,0.7648875044470136,0.7648875044470136,0.28300693894668194,9,15,30,40
V,0.6,2,23,0.5256920542487103,0.770955141736176,0.770955141736176,0.24526308748746561,3,15,30,40
V,0.6,2,24,0.36799031390457687,0.704579550194217,0.704579550194217,0.33658923628964016,7,15,30,40
V,0.6,2,25,0.6450844582902119,0.7381464439431722,0.7381464439431722,0.09306198565296031,2,15,30,40
V,0.6,2,26,0.47584603007813087,0.6973736782719424,0.6973736782719424,0.22152764819381154,5,15,30,40
V,0.6,2,27,0.5065225606322776,0.7160622385775065,0.7160622385775065,0.20953967794522887,5,15,30,40
V,0.6,2,28,0.5739612636498329,0.7503569730007146,0.7503569730007146,0.17639570935088167,5,15,30,40
V,0.6,2,29,0.4869786696350898,0.6877715153076694,0.6877715153076694,0.20079284567257966,6,15,30,40
V,0.6,2,30,0.4027448720523176,0.6714439063544614,0.6714439063544614,0.26869903430214376,3,15,30,40
V,0.6,2,31,0.554553303766345,0.7374272017684509,0.7374272017684509,0.18287389800210585,5,15,30,40
V,0.6,2,32,0.4691813256534357,0.7258392785216599,0.7258392785216599,0.2566579528682242,5,15,30,40
V,0.6,2,33,0.5557074072005622,0.7149578890188001,0.7149578890188001,0.15925048181823787,6,15,30,40
V,0.6,2,34,0.40804589093883276,0.7153719162760451,0.7153719162760451,0.30732602533721237,5,15,30,40
V,0.6,2,35,0.4294976037130329,0.7377031565957025,0.7377031565957025,0.3082055528826696,6,15,30,40
V,0.6,2,36,0.5490400001516329,0.7228070218104989,0.7228070218104989,0.17376702165886604,6,15,30,40
V,0.6,2,37,0.417985584292418,0.6918099527588816,0.6918099527588816,0.2738243684664636,6,15,30,40
V,0.6,2,38,0.31264455173549827,0.7122158715515556,0.7122158715515556,0.39957131981605737,9,15,30,40
V,0.6,2,39,0.5071003334930936,0.725830461397098,0.725830461397098,0.21873012790400437,10,15,30,40
V,0.6,2,40,0.4801010321760551,0.6721358490148712,0.6721358490148712,0.19203481683881612,6,15,30,40
V,0.6,5,1,0.4795081970661045,0.6353430414352116,0.6353430414352116,0.1558348443691071,3,15,30,40
V,0.6,5,2,0.5209729031179106,0.7426570194228685,0.7426570194228685,0.221684116304958,3,15,30,40
V,0.6,5,3,0.5920493743959009,0.7239264487478498,0.7239264487478498,0.13187707435194895,3,15,30,40
V,0.6,5,4,0.5494101583632724,0.7387597698028088,0.7387597698028088,0.18934961143953633,2,15,30,40
V,0.6,5,5,0.39592879505807693,0.621914663796853,0.621914663796853,0.22598586873877607,2,15,30,40
V,0.6,5,6,0.5426181682707166,0.7415505488295081,0.7415505488295081,0.19893238055879148,3,15,30,40
V,0.6,5,7,0.47133895097491596,0.7831541980446722,0.7831541980446722,0.3118152470697563,4,15,30,40
V,0.6,5,8,0.3733231328207778,0.7050433417531851,0.7050433417531851,0.3317202089324073,4,15,30,40
V,0.6,5,9,0.36321236446235766,0.6814480778583597,0.6814480778583597,0.31823571339600204,3,15,30,40
V,0.6,5,10,0.5042645929042171,0.7121884619607054,0.7121884619607054,0.2079238690564883,2,15,30,40
V,0.6,5,11,0.5762314684843204,0.7385282506065728,0.7385282506065728,0.1622967821222524,5,15,30,40
V,0.6,5,12,0.5699255035251096,0.697659957740314,0.697659957740314,0.12773445421520435,2,15,30,40
V,0.6,5,13,0.43350158854174387,0.7428940530737779,0.7428940530737779,0.309392464532034,4,15,30,40
V,0.6,5,14,0.5815783108403941,0.7056467518941697,0.7056467518941697,0.12406844105377557,3,15,30,40
V,0.6,5,15,0.6205555691544157,0.7889263765002634,0.7889263765002634,0.16837080734584775,1,15,30,40
V,0.6,5,16,0.5121341116714975,0.7545160566072053,0.7545160566072053,0.24238194493570786,7,15,30,40
V,0.6,5,17,0.5099439472457697,0.7355936128014873,0.7355936128014873,0.22564966555571753,4,15,30,40
V,0.6,5,18,0.5889434977569455,0.6247685794023171,0.6247685794023171,0.03582508164537157,1,15,30,40
V,0.6,5,19,0.4571983332358686,0.6851128072938552,0.6851128072938552,0.22791447405798654,3,15,30,40
V,0.6,5,20,0.4375516011797538,0.6575173547033387,0.6575173547033387,0.21996575352358494,2,15,30,40
V,0.6,5,21,0.49821027736611845,0.670738149455081,0.670738149455081,0.17252787208896259,1,15,30,40
V,0.6,5,22,0.5195765291155705,0.6812605789113483,0.6812605789113483,0.16168404979577777,2,15,30,40
V,0.6,5,23,0.5528753897274066,0.6890651758974907,0.6890651758974907,0.13618978617008415,3,15,30,40
V,0.6,5,24,0.4869599444256027,0.7514142980680173,0.7514142980680173,0.2644543536424146,4,15,30,40
V,0.6,5,25,0.40622393769029125,0.6885676985703966,0.6885676985703966,0.2823437608801053,4,15,30,40
V,0.6,5,26,0.4943287781363384,0.7499415331091558,0.7499415331091558,0.2556127549728174,3,15,30,40
V,0.6,5,27,0.5001267955621211,0.7558649675549264,0.7558649675549264,0.25573817199280524,5,15,30,40
V,0.6,5,28,0.6668175793009262,0.7960831205331346,0.7960831205331346,0.12926554123220835,2,15,30,40
V,0.6,5,29,0.4500256321778863,0.6734570829151137,0.6734570829151137,0.22343145073722742,3,15,30,40
V,0.6,5,30,0.545564771641318,0.6935317528452155,0.6935317528452155,0.1479669812038975,3,15,30,40
V,0.6,5,31,0.44845479223621587,0.6817889033526272,0.6817889033526272,0.23333411111641134,3,15,30,40
V,0.6,5,32,0.5786909494740171,0.7792781013234282,0.7792781013234282,0.20058715184941112,3,15,30,40
V,0.6,5,33,0.5286089289432738,0.7295582701969408,0.7295582701969408,0.20094934125366692,4,15,30,40
V,0.6,5,34,0.4839780178751583,0.7731650694916704,0.7731650694916704,0.2891870516165121,3,15,30,40
V,0.6,5,35,0.535216896272225,0.6660330039683119,0.6660330039683119,0.13081610769608687,3,15,30,40
V,0.6,5,36,0.46054235945935407,0.7494630141627119,0.7494630141627119,0.2889206547033578,2,15,30,40
V,0.6,5,37,0.4500075312366188,0.6658546671137775,0.6658546671137775,0.2158471358771587,4,15,30,40
V,0.6,5,38,0.4760219392881156,0.7341815760541173,0.7341815760541173,0.2581596367660017,4,15,30,40
V,0.6,5,39,0.5490332818772993,0.6232452547080142,0.6232452547080142,0.0742119728307149,1,15,30,40
V,0.6,5,40,0.48720088744774726,0.6655649134829033,0.6655649134829033,0.178364026035156,2,15,30,40
V,0.6,10,1,0.47695625579089135,0.7044349695518893,0.7044349695518893,0.22747871376099799,2,15,30,40
V,0.6,10,2,0.4591807391648485,0.7054433605445654,0.7054433605445654,0.24626262137971688,2,15,30,40
V,0.6,10,3,0.5401381872243639,0.6669037335640328,0.6669037335640328,0.12676554633966886,2,15,30,40
V,0.6,10,4,0.5249037729061016,0.6431949823044315,0.6431949823044315,0.11829120939832993,2,15,30,40
V,0.6,10,5,0.43269466953198993,0.6465545185913366,0.6465545185913366,0.21385984905934668,2,15,30,40
V,0.6,10,6,0.5901452955215355,0.6593208061753179,0.6593208061753179,0.06917551065378236,1,15,30,40
V,0.6,10,7,0.4913904000647,0.6480293811662646,0.6480293811662646,0.15663898110156466,1,15,30,40
V,0.6,10,8,0.4485833014083832,0.6172397451131765,0.6172397451131765,0.16865644370479327,2,15,30,40
V,0.6,10,9,0.542401366170099,0.6637426223360862,0.6637426223360862,0.12134125616598712,2,15,30,40
V,0.6,10,10,0.47267752462529294,0.6700999119625389,0.6700999119625389,0.19742238733724599,2,15,30,40
V,0.6,10,11,0.44924501708032694,0.717669288172495,0.717669288172495,0.26842427109216804,4,15,30,40
V,0.6,10,12,0.46530685651616205,0.7139208898865986,0.7139208898865986,0.24861403337043658,3,15,30,40
V,0.6,10,13,0.5440641116010994,0.6721182433668315,0.6721182433668315,0.1280541317657321,2,15,30,40
V,0.6,10,14,0.48256561971604306,0.7300371084525155,0.7300371084525155,0.2474714887364724,3,15,30,40
V,0.6,10,15,0.47017364376303317,0.6810397974607673,0.6810397974607673,0.2108661536977341,3,15,30,40
V,0.6,10,16,0.4966910789140019,0.7174164902164545,0.7174164902164545,0.2207254113024526,2,15,30,40
V,0.6,10,17,0.38695579847878186,0.6261648891259165,0.6261648891259165,0.23920909064713464,1,15,30,40
V,0.6,10,18,0.49339844799058397,0.7144877618089983,0.7144877618089983,0.22108931381841435,3,15,30,40
V,0.6,10,19,0.54552582018028,0.7093300475645449,0.7093300475645449,0.16380422738426492,2,15,30,40
V,0.6,10,20,0.650639567941269,0.6738125163091974,0.6738125163091974,0.02317294836792838,1,15,30,40
V,0.6,10,21,0.5266450556047775,0.6657427137497289,0.6657427137497289,0.13909765814495145,1,15,30,40
V,0.6,10,22,0.6186624297689108,0.6954656035940072,0.6954656035940072,0.07680317382509638,2,15,30,40
V,0.6,10,23,0.3990722869549873,0.6454961618953116,0.6454961618953116,0.24642387494032425,3,15,30,40
V,0.6,10,24,0.38815618491889625,0.6066809859534028,0.6066809859534028,0.21852480103450656,2,15,30,40
V,0.6,10,25,0.5987203753793229,0.6810621393824939,0.6810621393824939,0.08234176400317106,2,15,30,40
V,0.6,10,26,0.4386667509124475,0.6691091820315415,0.6691091820315415,0.23044243111909396,2,15,30,40
V,0.6,10,27,0.504609660829601,0.7106438192323492,0.7106438192323492,0.2060341584027482,2,15,30,40
V,0.6,10,28,0.4198715678516185,0.696353025383416,0.696353025383416,0.27648145753179754,2,15,30,40
V,0.6,10,29,0.5428436298809913,0.6873565542901985,0.6873565542901985,0.14451292440920716,1,15,30,40
V,0.6,10,30,0.5222757708008136,0.6761138220454033,0.6761138220454033,0.1538380512445897,2,15,30,40
V,0.6,10,31,0.5081522122321915,0.6811620409060694,0.6811620409060694,0.17300982867387782,3,15,30,40
V,0.6,10,32,0.6091095459804716,0.6681786130772633,0.6681786130772633,0.059069067096791716,2,15,30,40
V,0.6,10,33,0.593327263443883,0.6796205453957977,0.6796205453957977,0.08629328195191477,4,15,30,40
V,0.6,10,34,0.6602912313981869,0.6891343919696318,0.6891343919696318,0.02884316057144487,2,15,30,40
V,0.6,10,35,0.4923634709006114,0.6999266111480588,0.6999266111480588,0.20756314024744738,2,15,30,40
V,0.6,10,36,0.5302141100159232,0.6938682917849514,0.6938682917849514,0.16365418176902813,3,15,30,40
V,0.6,10,37,0.3786008945364717,0.6736882409321473,0.6736882409321473,0.2950873463956756,2,15,30,40
V,0.6,10,38,0.6526442839523077,0.6526442839523077,0.6526442839523077,0.0,0,15,30,40
V,0.6,10,39,0.4629572598336035,0.6601538722972182,0.6601538722972182,0.19719661246361475,2,15,30,40
V,0.6,10,40,0.5178489120347339,0.6400912806774426,0.6400912806774426,0.12224236864270865,1,15,30,40
V,0.7,2,1,0.43645284348391156,0.712091305699841,0.712091305699841,0.27563846221592947,7,15,30,40
V,0.7,2,2,0.6333685886771648,0.6885041221401585,0.6885041221401585,0.05513553346299371,2,15,30,40
V,0.7,2,3,0.601284818253003,0.6890984617459742,0.6890984617459742,0.08781364349297127,2,15,30,40
V,0.7,2,4,0.4245880368836598,0.7561470521747163,0.7561470521747163,0.3315590152910565,7,15,30,40
V,0.7,2,5,0.5151178154751037,0.6831417134292452,0.6831417134292452,0.16802389795414152,6,15,30,40
V,0.7,2,6,0.5185699639279605,0.7127136009473863,0.7127136009473863,0.19414363701942583,4,15,30,40
V,0.7,2,7,0.5546111618450413,0.6812746158713119,0.6812746158713119,0.12666345402627055,4,15,30,40
V,0.7,2,8,0.49811668992913116,0.741210917679924,0.741210917679924,0.2430942277507928,4,15,30,40
V,0.7,2,9,0.46894826825036523,0.730963564193764,0.730963564193764,0.26201529594339873,6,15,30,40
V,0.7,2,10,0.5660971887113225,0.7869034886870048,0.7869034886870048,0.22080629997568224,3,15,30,40
V,0.7,2,11,0.38163200808524184,0.7345564698374677,0.7345564698374677,0.35292446175222586,7,15,30,40
V,0.7,2,12,0.32364837961849857,0.6977143635137921,0.6977143635137921,0.37406598389529355,6,15,30,40
V,0.7,2,13,0.46612164234193804,0.6855277066489865,0.6855277066489865,0.2194060643070485,3,15,30,40
V,0.7,2,14,0.5124489395875814,0.6601249218770052,0.6601249218770052,0.1476759822894238,4,15,30,40
V,0.7,2,15,0.45066553489817873,0.6765991412623955,0.6765991412623955,0.22593360636421678,4,15,30,40
V,0.7,2,16,0.48465796370193803,0.7144034035811625,0.7144034035811625,0.22974543987922447,4,15,30,40
V,0.7,2,17,0.55781954435897,0.6727257203887099,0.6727257203887099,0.11490617602973996,5,15,30,40
V,0.7,2,18,0.5474216792933231,0.6713151653706841,0.6713151653706841,0.12389348607736106,6,15,30,40
V,0.7,2,19,0.6024193852584661,0.7644219731698985,0.7644219731698985,0.1620025879114324,6,15,30,40
V,0.7,2,20,0.34990041613366557,0.6724505569730685,0.6724505569730685,0.322550140839403,5,15,30,40
V,0.7,2,21,0.6474510614420708,0.7381100893563486,0.7381100893563486,0.09065902791427782,5,15,30,40
V,0.7,2,22,0.46696174409252245,0.7237171174969225,0.7237171174969225,0.2567553734044,6,15,30,40
V,0.7,2,23,0.5830434221682808,0.7680571810966691,0.7680571810966691,0.18501375892838834,8,15,30,40
V,0.7,2,24,0.40935653063466276,0.6821689366779135,0.6821689366779135,0.2728124060432507,11,15,30,40
V,0.7,2,25,0.484131494533211,0.7381464439431722,0.7381464439431722,0.25401494940996117,5,15,30,40
V,0.7,2,26,0.6522791969888561,0.734432926609852,0.734432926609852,0.08215372962099599,6,15,30,40
V,0.7,2,27,0.4846133387901036,0.6447647159603154,0.6447647159603154,0.16015137717021177,4,15,30,40
V,0.7,2,28,0.516021562178771,0.7542801836586711,0.7542801836586711,0.23825862147990007,5,15,30,40
V,0.7,2,29,0.41428988677991563,0.6632101097854721,0.6632101097854721,0.2489202230055565,6,15,30,40
V,0.7,2,30,0.5379103993032498,0.7240681087572785,0.7240681087572785,0.18615770945402865,5,15,30,40
V,0.7,2,31,0.503083527981559,0.7194249331867895,0.7194249331867895,0.21634140520523049,5,15,30,40
V,0.7,2,32,0.6016728491614033,0.6993985411396614,0.6993985411396614,0.09772569197825809,4,15,30,40
V,0.7,2,33,0.5230281596574053,0.757506819412122,0.757506819412122,0.2344786597547166,3,15,30,40
V,0.7,2,34,0.6383950803298357,0.710101722292773,0.710101722292773,0.0717066419629373,4,15,30,40
V,0.7,2,35,0.581925883227603,0.7544130815134672,0.7544130815134672,0.17248719828586423,4,15,30,40
V,0.7,2,36,0.363306135933918,0.7228070218104989,0.7228070218104989,0.35950088587658097,7,15,30,40
V,0.7,2,37,0.5089250364067331,0.693778380722449,0.693778380722449,0.18485334431571587,4,15,30,40
V,0.7,2,38,0.47581799265689045,0.7122158715515556,0.7122158715515556,0.23639787889466518,7,15,30,40
V,0.7,2,39,0.39842985124805164,0.7037107333437361,0.7037107333437361,0.3052808820956845,4,15,30,40
V,0.7,2,40,0.526608293507321,0.6508819399323172,0.6508819399323172,0.12427364642499628,6,15,30,40
V,0.7,5,1,0.37277899668417386,0.7153359204426527,0.7153359204426527,0.34255692375847885,5,15,30,40
V,0.7,5,2,0.610941567284211,0.6558107925446414,0.6558107925446414,0.044869225260430357,1,15,30,40
V,0.7,5,3,0.4819410290906275,0.7096051788656687,0.7096051788656687,0.22766414977504112,5,15,30,40
V,0.7,5,4,0.6776576264610727,0.6940107177354725,0.6940107177354725,0.016353091274399767,1,15,30,40
V,0.7,5,5,0.469426370665768,0.7112799480507446,0.7112799480507446,0.2418535773849766,3,15,30,40
V,0.7,5,6,0.468138952967289,0.7208918827741345,0.7208918827741345,0.2527529298068455,4,15,30,40
V,0.7,5,7,0.5325507894988922,0.8015576680946822,0.8015576680946822,0.26900687859579,2,15,30,40
V,0.7,5,8,0.6103413724729608,0.7533725074623827,0.7533725074623827,0.14303113498942188,3,15,30,40
V,0.7,5,9,0.5447368223222357,0.7035264120048182,0.7035264120048182,0.1587895896825825,4,15,30,40
V,0.7,5,10,0.47415871026650425,0.7502244411150525,0.7502244411150525,0.27606573084854824,6,15,30,40
V,0.7,5,11,0.478934143008899,0.6649218689488434,0.6649218689488434,0.1859877259399444,3,15,30,40
V,0.7,5,12,0.4340917478942993,0.8017331575342647,0.8017331575342647,0.3676414096399654,5,15,30,40
V,0.7,5,13,0.3968985498684726,0.7481608671957409,0.7481608671957409,0.3512623173272683,6,15,30,40
V,0.7,5,14,0.5620656522421599,0.7124334727957827,0.7124334727957827,0.15036782055362286,3,15,30,40
V,0.7,5,15,0.5065082226719889,0.6911471518799825,0.6911471518799825,0.18463892920799363,3,15,30,40
