structure,tau,K,seed,initial_fitness,final_fitness,peak_fitness,improvement,steps_to_95pct,N,n_agents,T,fragmentation_cost,sweep,n_agents_setting
V,0.3,5,8,0.4041954895719252,0.6642040302720366,0.6642040302720366,0.26000854070011137,2,15,30,40,0.1,fragmentation_cost,
V,0.3,5,9,0.46459043131898475,0.6776479601769806,0.6776479601769806,0.21305752885799584,3,15,30,40,0.1,fragmentation_cost,
V,0.3,5,10,0.36592294064611636,0.6402647990897523,0.6402647990897523,0.27434185844363596,3,15,30,40,0.1,fragmentation_cost,
V,0.3,5,11,0.4019684484773291,0.6957329087912777,0.6957329087912777,0.2937644603139486,3,15,30,40,0.1,fragmentation_cost,
V,0.3,5,12,0.489172046307713,0.6687936419976117,0.6687936419976117,0.17962159568989872,2,15,30,40,0.1,fragmentation_cost,
V,0.3,5,13,0.5234060143121679,0.64547685074913,0.64547685074913,0.12207083643696204,4,15,30,40,0.1,fragmentation_cost,
V,0.3,5,14,0.508319897485533,0.6654386744291234,0.6654386744291234,0.15711877694359044,2,15,30,40,0.1,fragmentation_cost,
V,0.3,5,15,0.6433954164395115,0.7551145155473079,0.7551145155473079,0.11171909910779643,2,15,30,40,0.1,fragmentation_cost,
V,0.3,5,16,0.48604216237029757,0.6713971841425478,0.6713971841425478,0.18535502177225022,2,15,30,40,0.1,fragmentation_cost,
V,0.3,5,17,0.47136251765148235,0.7355936128014873,0.7355936128014873,0.2642310951500049,3,15,30,40,0.1,fragmentation_cost,
