structure,tau,K,seed,initial_fitness,final_fitness,peak_fitness,improvement,steps_to_95pct,N,n_agents,T,fragmentation_cost,sweep,n_agents_setting
H,0.4,5,16,0.6214617050374877,0.7213799772391911,0.7213799772391911,0.09991827220170346,16,15,30,40,0.2,fragmentation_cost,
H,0.4,5,17,0.49193270886205276,0.7526559475798146,0.7526559475798146,0.2607232387177618,21,15,30,40,0.2,fragmentation_cost,
H,0.4,5,18,0.5257221883781802,0.8030963861512234,0.8030963861512234,0.2773741977730432,9,15,30,40,0.2,fragmentation_cost,
H,0.4,5,19,0.6702700363905248,0.8034423655354307,0.8034423655354307,0.13317232914490584,25,15,30,40,0.2,fragmentation_cost,
H,0.4,5,20,0.6094078123789838,0.7354180744155124,0.7354180744155124,0.12601026203652865,15,15,30,40,0.2,fragmentation_cost,
H,0.4,10,1,0.5126092331687871,0.7609989252576561,0.7609989252576561,0.24838969208886896,27,15,30,40,0.2,fragmentation_cost,
H,0.4,10,2,0.47495429039711146,0.7231019825239919,0.7231019825239919,0.24814769212688048,16,15,30,40,0.2,fragmentation_cost,
H,0.4,10,3,0.6297530750607884,0.7262265474493215,0.7262265474493215,0.0964734723885331,29,15,30,40,0.2,fragmentation_cost,
H,0.4,10,4,0.5595413616861812,0.682357793858261,0.682357793858261,0.12281643217207983,14,15,30,40,0.2,fragmentation_cost,
H,0.4,10,5,0.3823926022872286,0.7156347387678853,0.7156347387678853,0.3332421364806567,17,15,30,40,0.2,fragmentation_cost,
H,0.4,10,6,0.5391426642065542,0.733430512476426,0.733430512476426,0.19428784826987178,17,15,30,40,0.2,fragmentation_cost,
H,0.4,10,7,0.5585977660846554,0.752709365484851,0.752709365484851,0.19411159940019562,23,15,30,40,0.2,fragmentation_cost,
H,0.4,10,8,0.5062634150928482,0.7110595172580695,0.7110595172580695,0.20479610216522126,12,15,30,40,0.2,fragmentation_cost,
H,0.4,10,9,0.47062856954929216,0.7492138779057693,0.7492138779057693,0.27858530835647716,13,15,30,40,0.2,fragmentation_cost,
H,0.4,10,10,0.6420831129119452,0.7086154481884682,0.7086154481884682,0.06653233527652302,16,15,30,40,0.2,fragmentation_cost,
H,0.4,10,11,0.57040165222747,0.7259516595264923,0.7259516595264923,0.15555000729902235,8,15,30,40,0.2,fragmentation_cost,
H,0.4,10,12,0.5379631211274077,0.7982849271936531,0.7982849271936531,0.26032180606624533,17,15,30,40,0.2,fragmentation_cost,
H,0.4,10,13,0.6174696504861505,0.7075719355588342,0.7075719355588342,0.0901022850726837,7,15,30,40,0.2,fragmentation_cost,
H,0.4,10,14,0.6039809605501859,0.7000529734173919,0.7000529734173919,0.09607201286720601,24,15,30,40,0.2,fragmentation_cost,
H,0.4,10,15,0.4772531368886269,0.7761114046583623,0.7761114046583623,0.29885826776973534,15,15,30,40,0.2,fragmentation_cost,
H,0.4,10,16,0.505994422263277,0.7098434125741543,0.7098434125741543,0.20384899031087733,14,15,30,40,0.2,fragmentation_cost,
H,0.4,10,17,0.4724236198498569,0.7241280957382976,0.7241280957382976,0.2517044758884407,14,15,30,40,0.2,fragmentation_cost,
H,0.4,10,18,0.47411263089355704,0.7247929367661218,0.7247929367661218,0.25068030587256473,15,15,30,40,0.2,fragmentation_cost,
H,0.4,10,19,0.5882405655075457,0.7482147563244308,0.7482147563244308,0.15997419081688513,10,15,30,40,0.2,fragmentation_cost,
H,0.4,10,20,0.3935810944632377,0.7200356148962812,0.7200356148962812,0.3264545204330435,14,15,30,40,0.2,fragmentation_cost,
H,0.5,2,1,0.6139563857720794,0.6653966404788989,0.6653966404788989,0.051440254706819455,10,15,30,40,0.2,fragmentation_cost,
H,0.5,2,2,0.5109971564071658,0.7263093646959552,0.7263093646959552,0.2153122082887894,9,15,30,40,0.2,fragmentation_cost,
H,0.5,2,3,0.4692389916482117,0.7455996289428888,0.7455996289428888,0.2763606372946771,8,15,30,40,0.2,fragmentation_cost,
H,0.5,2,4,0.4433624260966504,0.7186175664893945,0.7186175664893945,0.27525514039274407,8,15,30,40,0.2,fragmentation_cost,
H,0.5,2,5,0.42159615564348984,0.7045597267395218,0.7045597267395218,0.282963571096032,16,15,30,40,0.2,fragmentation_cost,
H,0.5,2,6,0.49083598540224416,0.7681802557593049,0.7681802557593049,0.2773442703570608,6,15,30,40,0.2,fragmentation_cost,
H,0.5,2,7,0.5547994820802097,0.6780285880945353,0.6780285880945353,0.12322910601432557,16,15,30,40,0.2,fragmentation_cost,
H,0.5,2,8,0.5163668876521538,0.741210917679924,0.741210917679924,0.2248440300277702,12,15,30,40,0.2,fragmentation_cost,
H,0.5,2,9,0.38114052155676126,0.7316362379298791,0.7316362379298791,0.3504957163731178,14,15,30,40,0.2,fragmentation_cost,
H,0.5,2,10,0.5827883380599499,0.7869034886870048,0.7869034886870048,0.20411515062705488,11,15,30,40,0.2,fragmentation_cost,
H,0.5,2,11,0.45694560910967774,0.7345564698374677,0.7345564698374677,0.27761086072778995,8,15,30,40,0.2,fragmentation_cost,
H,0.5,2,12,0.4849236282096704,0.6878871802264676,0.6878871802264676,0.20296355201679717,18,15,30,40,0.2,fragmentation_cost,
H,0.5,2,13,0.5540597236033418,0.7162884817642629,0.7162884817642629,0.16222875816092108,11,15,30,40,0.2,fragmentation_cost,
H,0.5,2,14,0.4621299888199281,0.7174399270270656,0.7174399270270656,0.2553099382071375,23,15,30,40,0.2,fragmentation_cost,
H,0.5,2,15,0.686822923126634,0.7244902695879004,0.7244902695879004,0.03766734646126646,7,15,30,40,0.2,fragmentation_cost,
H,0.5,2,16,0.4488768590058164,0.7372255405450848,0.7372255405450848,0.2883486815392684,10,15,30,40,0.2,fragmentation_cost,
H,0.5,2,17,0.45943634843147263,0.7024181050022762,0.7024181050022762,0.24298175657080356,8,15,30,40,0.2,fragmentation_cost,
H,0.5,2,18,0.4540060688199563,0.7152852236447792,0.7152852236447792,0.2612791548248229,14,15,30,40,0.2,fragmentation_cost,
H,0.5,2,19,0.5747827887575058,0.7339263244970133,0.7339263244970133,0.15914353573950757,11,15,30,40,0.2,fragmentation_cost,
H,0.5,2,20,0.541769455921512,0.6724505569730685,0.6724505569730685,0.1306811010515565,19,15,30,40,0.2,fragmentation_cost,
H,0.5,5,1,0.5179110045933087,0.7768092704460419,0.7768092704460419,0.2588982658527331,14,15,30,40,0.2,fragmentation_cost,
H,0.5,5,2,0.5226690748405124,0.713815352751958,0.713815352751958,0.19114627791144556,11,15,30,40,0.2,fragmentation_cost,
H,0.5,5,3,0.5527558933900957,0.7497747852457491,0.7497747852457491,0.19701889185565347,10,15,30,40,0.2,fragmentation_cost,
H,0.5,5,4,0.5737439750352527,0.7318525625248746,0.7318525625248746,0.15810858748962198,7,15,30,40,0.2,fragmentation_cost,
H,0.5,5,5,0.41371619406306553,0.7757717286832498,0.7757717286832498,0.3620555346201843,13,15,30,40,0.2,fragmentation_cost,
H,0.5,5,6,0.567370455587715,0.7912542567294911,0.7912542567294911,0.22388380114177608,11,15,30,40,0.2,fragmentation_cost,
H,0.5,5,7,0.5756996802164098,0.7831541980446722,0.7831541980446722,0.2074545178282624,12,15,30,40,0.2,fragmentation_cost,
H,0.5,5,8,0.5261080080105237,0.7089041271037525,0.7089041271037525,0.1827961190932288,15,15,30,40,0.2,fragmentation_cost,
H,0.5,5,9,0.5089863265938456,0.7793458585463651,0.7793458585463651,0.2703595319525195,14,15,30,40,0.2,fragmentation_cost,
H,0.5,5,10,0.47448817323088543,0.6946190455825241,0.6946190455825241,0.22013087235163864,19,15,30,40,0.2,fragmentation_cost,
H,0.5,5,11,0.5249731379018493,0.6957329087912777,0.6957329087912777,0.1707597708894284,16,15,30,40,0.2,fragmentation_cost,
H,0.5,5,12,0.69041974870347,0.7668369070332847,0.7668369070332847,0.07641715832981466,11,15,30,40,0.2,fragmentation_cost,
H,0.5,5,13,0.49936650979872127,0.7428940530737779,0.7428940530737779,0.2435275432750566,21,15,30,40,0.2,fragmentation_cost,
H,0.5,5,14,0.3920257033312418,0.8057805752150661,0.8057805752150661,0.41375487188382426,14,15,30,40,0.2,fragmentation_cost,
H,0.5,5,15,0.5582943498776622,0.7418449106712971,0.7418449106712971,0.18355056079363485,5,15,30,40,0.2,fragmentation_cost,
H,0.5,5,16,0.518688785624992,0.7545160566072053,0.7545160566072053,0.23582727098221334,9,15,30,40,0.2,fragmentation_cost,
H,0.5,5,17,0.5592624523151195,0.7251618057047057,0.7251618057047057,0.16589935338958617,24,15,30,40,0.2,fragmentation_cost,
H,0.5,5,18,0.584009927797181,0.7745718038010946,0.7745718038010946,0.1905618760039136,10,15,30,40,0.2,fragmentation_cost,
H,0.5,5,19,0.4424989608593267,0.7773898506136178,0.7773898506136178,0.33489088975429104,12,15,30,40,0.2,fragmentation_cost,
H,0.5,5,20,0.5185054755355487,0.7596460227194229,0.7596460227194229,0.24114054718387423,19,15,30,40,0.2,fragmentation_cost,
H,0.5,10,1,0.6029600786409905,0.6871130466224584,0.6871130466224584,0.08415296798146787,10,15,30,40,0.2,fragmentation_cost,
H,0.5,10,2,0.48699342148505276,0.7013440046326849,0.7013440046326849,0.2143505831476321,14,15,30,40,0.2,fragmentation_cost,
H,0.5,10,3,0.5962783556574393,0.7405614004042904,0.7405614004042904,0.14428304474685116,12,15,30,40,0.2,fragmentation_cost,
H,0.5,10,4,0.6309039854895276,0.6885516764950931,0.6885516764950931,0.05764769100556544,7,15,30,40,0.2,fragmentation_cost,
H,0.5,10,5,0.5845385129554245,0.6932666815715885,0.6932666815715885,0.10872816861616408,20,15,30,40,0.2,fragmentation_cost,
H,0.5,10,6,0.5245079065211851,0.7637541182348445,0.7637541182348445,0.23924621171365945,5,15,30,40,0.2,fragmentation_cost,
H,0.5,10,7,0.5357551161767247,0.7309984504078939,0.7309984504078939,0.19524333423116924,20,15,30,40,0.2,fragmentation_cost,
H,0.5,10,8,0.44411042508377635,0.7151683440160254,0.7151683440160254,0.271057918932249,9,15,30,40,0.2,fragmentation_cost,
H,0.5,10,9,0.35630742001668847,0.6965712634587558,0.6965712634587558,0.3402638434420673,9,15,30,40,0.2,fragmentation_cost,
H,0.5,10,10,0.5036491925920338,0.7237670705464647,0.7237670705464647,0.22011787795443094,13,15,30,40,0.2,fragmentation_cost,
H,0.5,10,11,0.6218189378773221,0.7643162460081817,0.7643162460081817,0.1424973081308596,12,15,30,40,0.2,fragmentation_cost,
H,0.5,10,12,0.4869917295408817,0.7414559630586326,0.7414559630586326,0.2544642335177509,9,15,30,40,0.2,fragmentation_cost,
H,0.5,10,13,0.3850127377929948,0.7309563708688557,0.7309563708688557,0.3459436330758609,10,15,30,40,0.2,fragmentation_cost,
H,0.5,10,14,0.44682963663684655,0.7392230722836232,0.7392230722836232,0.2923934356467766,10,15,30,40,0.2,fragmentation_cost,
H,0.5,10,15,0.5684318233194703,0.7047874591461821,0.7047874591461821,0.13635563582671184,10,15,30,40,0.2,fragmentation_cost,
H,0.5,10,16,0.6031186357035794,0.6823641254656838,0.6823641254656838,0.07924548976210444,14,15,30,40,0.2,fragmentation_cost,
H,0.5,10,17,0.4527463775251807,0.742517723995564,0.742517723995564,0.28977134647038333,17,15,30,40,0.2,fragmentation_cost,
H,0.5,10,18,0.5317657345514064,0.7091171399050695,0.7091171399050695,0.17735140535366312,10,15,30,40,0.2,fragmentation_cost,
H,0.5,10,19,0.5744977060441294,0.7157278999030633,0.7157278999030633,0.14123019385893387,18,15,30,40,0.2,fragmentation_cost,
H,0.5,10,20,0.5147533855439304,0.749581199045659,0.749581199045659,0.23482781350172865,10,15,30,40,0.2,fragmentation_cost,
H,0.7,2,1,0.43645284348391156,0.7162844001632692,0.7162844001632692,0.27983155667935766,12,15,30,40,0.2,fragmentation_cost,
H,0.7,2,2,0.6333685886771648,0.6941497691269063,0.6941497691269063,0.060781180449741457,6,15,30,40,0.2,fragmentation_cost,
H,0.7,2,3,0.601284818253003,0.6890984617459742,0.6890984617459742,0.08781364349297127,5,15,30,40,0.2,fragmentation_cost,
H,0.7,2,4,0.4245880368836598,0.7561470521747163,0.7561470521747163,0.3315590152910565,8,15,30,40,0.2,fragmentation_cost,
H,0.7,2,5,0.5151178154751037,0.6871130771423343,0.6871130771423343,0.17199526166723056,14,15,30,40,0.2,fragmentation_cost,
H,0.7,2,6,0.5185699639279605,0.7940393794639249,0.7940393794639249,0.2754694155359644,13,15,30,40,0.2,fragmentation_cost,
H,0.7,2,7,0.5546111618450413,0.6812746158713119,0.6812746158713119,0.12666345402627055,6,15,30,40,0.2,fragmentation_cost,
H,0.7,2,8,0.49811668992913116,0.741210917679924,0.741210917679924,0.2430942277507928,5,15,30,40,0.2,fragmentation_cost,
H,0.7,2,9,0.46894826825036523,0.7316362379298791,0.7316362379298791,0.26268796967951386,8,15,30,40,0.2,fragmentation_cost,
H,0.7,2,10,0.5660971887113225,0.7869034886870048,0.7869034886870048,0.22080629997568224,5,15,30,40,0.2,fragmentation_cost,
H,0.7,2,11,0.38163200808524184,0.7345564698374677,0.7345564698374677,0.35292446175222586,9,15,30,40,0.2,fragmentation_cost,
H,0.7,2,12,0.32364837961849857,0.6977143635137921,0.6977143635137921,0.37406598389529355,9,15,30,40,0.2,fragmentation_cost,
H,0.7,2,13,0.46612164234193804,0.6855277066489865,0.6855277066489865,0.2194060643070485,6,15,30,40,0.2,fragmentation_cost,
H,0.7,2,14,0.5124489395875814,0.7067576756341304,0.7067576756341304,0.19430873604654897,14,15,30,40,0.2,fragmentation_cost,
H,0.7,2,15,0.45066553489817873,0.7002091571894119,0.7002091571894119,0.24954362229123317,8,15,30,40,0.2,fragmentation_cost,
H,0.7,2,16,0.48465796370193803,0.7144034035811625,0.7144034035811625,0.22974543987922447,6,15,30,40,0.2,fragmentation_cost,
H,0.7,2,17,0.55781954435897,0.7059334881690432,0.7059334881690432,0.14811394381007326,11,15,30,40,0.2,fragmentation_cost,
H,0.7,2,18,0.5474216792933231,0.6713151653706841,0.6713151653706841,0.12389348607736106,7,15,30,40,0.2,fragmentation_cost,
H,0.7,2,19,0.6024193852584661,0.7644219731698985,0.7644219731698985,0.1620025879114324,7,15,30,40,0.2,fragmentation_cost,
H,0.7,2,20,0.34990041613366557,0.6890683751856339,0.6890683751856339,0.33916795905196834,7,15,30,40,0.2,fragmentation_cost,
H,0.7,5,1,0.37277899668417386,0.7210746795673856,0.7210746795673856,0.3482956828832117,9,15,30,40,0.2,fragmentation_cost,
H,0.7,5,2,0.610941567284211,0.7298830666918456,0.7298830666918456,0.11894149940763454,15,15,30,40,0.2,fragmentation_cost,
H,0.7,5,3,0.4819410290906275,0.7497747852457491,0.7497747852457491,0.2678337561551216,9,15,30,40,0.2,fragmentation_cost,
H,0.7,5,4,0.6776576264610727,0.7040387448088615,0.7040387448088615,0.02638111834778878,10,15,30,40,0.2,fragmentation_cost,
H,0.7,5,5,0.469426370665768,0.7112799480507446,0.7112799480507446,0.2418535773849766,4,15,30,40,0.2,fragmentation_cost,
H,0.7,5,6,0.468138952967289,0.7876224746849373,0.7876224746849373,0.31948352171764827,12,15,30,40,0.2,fragmentation_cost,
H,0.7,5,7,0.5325507894988922,0.8015576680946822,0.8015576680946822,0.26900687859579,3,15,30,40,0.2,fragmentation_cost,
H,0.7,5,8,0.6103413724729608,0.7533725074623827,0.7533725074623827,0.14303113498942188,4,15,30,40,0.2,fragmentation_cost,
H,0.7,5,9,0.5447368223222357,0.738667698976807,0.738667698976807,0.1939308766545712,11,15,30,40,0.2,fragmentation_cost,
H,0.7,5,10,0.47415871026650425,0.73882794076321,0.73882794076321,0.26466923049670577,11,15,30,40,0.2,fragmentation_cost,
H,0.7,5,11,0.478934143008899,0.7437816138932648,0.7437816138932648,0.2648474708843658,11,15,30,40,0.2,fragmentation_cost,
H,0.7,5,12,0.4340917478942993,0.8017331575342647,0.8017331575342647,0.3676414096399654,6,15,30,40,0.2,fragmentation_cost,
H,0.7,5,13,0.3968985498684726,0.7481608671957409,0.7481608671957409,0.3512623173272683,13,15,30,40,0.2,fragmentation_cost,
H,0.7,5,14,0.5620656522421599,0.7845342039153097,0.7845342039153097,0.22246855167314983,12,15,30,40,0.2,fragmentation_cost,
H,0.7,5,15,0.5065082226719889,0.6989957635349929,0.6989957635349929,0.19248754086300401,10,15,30,40,0.2,fragmentation_cost,
H,0.7,5,16,0.37779743166454377,0.7545160566072053,0.7545160566072053,0.37671862494266156,11,15,30,40,0.2,fragmentation_cost,
H,0.7,5,17,0.4793900114314914,0.7204567662511318,0.7204567662511318,0.24106675481964035,7,15,30,40,0.2,fragmentation_cost,
H,0.7,5,18,0.6263977857268778,0.7662938848234037,0.7662938848234037,0.1398960990965259,11,15,30,40,0.2,fragmentation_cost,
H,0.7,5,19,0.4902530791932961,0.7563910480652681,0.7563910480652681,0.26613796887197205,7,15,30,40,0.2,fragmentation_cost,
H,0.7,5,20,0.49596978890668547,0.7551919537836972,0.7551919537836972,0.2592221648770117,6,15,30,40,0.2,fragmentation_cost,
H,0.7,10,1,0.3548731433080438,0.7163743493190605,0.7163743493190605,0.3615012060110167,11,15,30,40,0.2,fragmentation_cost,
H,0.7,10,2,0.5017451974764378,0.7261639083385659,0.7261639083385659,0.22441871086212817,5,15,30,40,0.2,fragmentation_cost,
H,0.7,10,3,0.530750157754651,0.6675608108068046,0.6675608108068046,0.13681065305215367,6,15,30,40,0.2,fragmentation_cost,
H,0.7,10,4,0.32926364791796886,0.7286212044917407,0.7286212044917407,0.39935755657377187,8,15,30,40,0.2,fragmentation_cost,
H,0.7,10,5,0.5143052101702014,0.7595857593794638,0.7595857593794638,0.24528054920926246,10,15,30,40,0.2,fragmentation_cost,
H,0.7,10,6,0.49885013241302784,0.6673335608611004,0.6673335608611004,0.16848342844807257,7,15,30,40,0.2,fragmentation_cost,
H,0.7,10,7,0.4137906365215643,0.7632661548470066,0.7632661548470066,0.34947551832544227,8,15,30,40,0.2,fragmentation_cost,
H,0.7,10,8,0.5071926462370039,0.6977262570640022,0.6977262570640022,0.19053361082699827,12,15,30,40,0.2,fragmentation_cost,
H,0.7,10,9,0.4826280796050417,0.7137895841964228,0.7137895841964228,0.23116150459138107,9,15,30,40,0.2,fragmentation_cost,
H,0.7,10,10,0.40058609144143514,0.6990297216850545,0.6990297216850545,0.29844363024361936,5,15,30,40,0.2,fragmentation_cost,
H,0.7,10,11,0.5806647148508696,0.717669288172495,0.717669288172495,0.1370045733216254,7,15,30,40,0.2,fragmentation_cost,
H,0.7,10,12,0.5437536451401285,0.7282194090661538,0.7282194090661538,0.18446576392602532,6,15,30,40,0.2,fragmentation_cost,
H,0.7,10,13,0.44924698759126447,0.7010687084774706,0.7010687084774706,0.25182172088620614,6,15,30,40,0.2,fragmentation_cost,
H,0.7,10,14,0.4982663074340745,0.7819343692835777,0.7819343692835777,0.2836680618495032,3,15,30,40,0.2,fragmentation_cost,
H,0.7,10,15,0.4069436117304361,0.6803896928179376,0.6803896928179376,0.2734460810875015,7,15,30,40,0.2,fragmentation_cost,
H,0.7,10,16,0.5022979449924304,0.6925748098129365,0.6925748098129365,0.1902768648205061,5,15,30,40,0.2,fragmentation_cost,
H,0.7,10,17,0.6206432507797414,0.6862923615150721,0.6862923615150721,0.06564911073533075,6,15,30,40,0.2,fragmentation_cost,
H,0.7,10,18,0.46283098704094944,0.7371624876192919,0.7371624876192919,0.2743315005783425,13,15,30,40,0.2,fragmentation_cost,
H,0.7,10,19,0.33736265066339044,0.7283821342128937,0.7283821342128937,0.3910194835495032,9,15,30,40,0.2,fragmentation_cost,
H,0.7,10,20,0.5265486022967201,0.7199920598001376,0.7199920598001376,0.19344345750341752,11,15,30,40,0.2,fragmentation_cost,
H,0.9,2,1,0.49395130502539225,0.7123169019484782,0.7123169019484782,0.21836559692308594,7,15,30,40,0.2,fragmentation_cost,
H,0.9,2,2,0.45128213411119744,0.6980559379361673,0.6980559379361673,0.24677380382496983,4,15,30,40,0.2,fragmentation_cost,
H,0.9,2,3,0.49851417473725146,0.7455996289428888,0.7455996289428888,0.24708545420563732,6,15,30,40,0.2,fragmentation_cost,
H,0.9,2,4,0.43315005019908975,0.7561470521747163,0.7561470521747163,0.3229970019756266,4,15,30,40,0.2,fragmentation_cost,
H,0.9,2,5,0.4713885374644859,0.7235417717164689,0.7235417717164689,0.25215323425198305,4,15,30,40,0.2,fragmentation_cost,
H,0.9,2,6,0.5296620829464674,0.7928499162360946,0.7928499162360946,0.26318783328962714,10,15,30,40,0.2,fragmentation_cost,
H,0.9,2,7,0.5106807835571383,0.6708766877125696,0.6708766877125696,0.16019590415543128,3,15,30,40,0.2,fragmentation_cost,
H,0.9,2,8,0.47514941198706456,0.741210917679924,0.741210917679924,0.2660615056928594,7,15,30,40,0.2,fragmentation_cost,
H,0.9,2,9,0.5756697062811015,0.7253888779082053,0.7253888779082053,0.1497191716271038,5,15,30,40,0.2,fragmentation_cost,
H,0.9,2,10,0.6662455213856513,0.7869034886870048,0.7869034886870048,0.12065796730135347,4,15,30,40,0.2,fragmentation_cost,
H,0.9,2,11,0.4926187375241834,0.7570930983664377,0.7570930983664377,0.2644743608422543,6,15,30,40,0.2,fragmentation_cost,
H,0.9,2,12,0.5912895916866068,0.6878871802264676,0.6878871802264676,0.09659758853986078,9,15,30,40,0.2,fragmentation_cost,
H,0.9,2,13,0.5893739876123699,0.7601104353440722,0.7601104353440722,0.17073644773170227,4,15,30,40,0.2,fragmentation_cost,
H,0.9,2,14,0.5188517273194457,0.7174399270270656,0.7174399270270656,0.19858819970761987,5,15,30,40,0.2,fragmentation_cost,
H,0.9,2,15,0.3765375533506052,0.685946475160429,0.685946475160429,0.30940892180982377,6,15,30,40,0.2,fragmentation_cost,
H,0.9,2,16,0.5341382651726654,0.7440373923263535,0.7440373923263535,0.20989912715368808,5,15,30,40,0.2,fragmentation_cost,
H,0.9,2,17,0.4648072589588031,0.7059334881690432,0.7059334881690432,0.24112622921024013,5,15,30,40,0.2,fragmentation_cost,
H,0.9,2,18,0.45303509239403045,0.7152852236447792,0.7152852236447792,0.26225013125074875,5,15,30,40,0.2,fragmentation_cost,
H,0.9,2,19,0.3312226152634076,0.7644219731698985,0.7644219731698985,0.43319935790649083,8,15,30,40,0.2,fragmentation_cost,
H,0.9,2,20,0.5123644092325643,0.6890683751856339,0.6890683751856339,0.17670396595306959,5,15,30,40,0.2,fragmentation_cost,
H,0.9,5,1,0.43738453524118176,0.7067652025398738,0.7067652025398738,0.2693806672986921,8,15,30,40,0.2,fragmentation_cost,
H,0.9,5,2,0.48329374561363764,0.723509803250431,0.723509803250431,0.24021605763679338,7,15,30,40,0.2,fragmentation_cost,
H,0.9,5,3,0.5438548414550286,0.7643113726659856,0.7643113726659856,0.22045653121095699,6,15,30,40,0.2,fragmentation_cost,
H,0.9,5,4,0.595473400074718,0.7378555187516199,0.7378555187516199,0.14238211867690187,6,15,30,40,0.2,fragmentation_cost,
H,0.9,5,5,0.44204265407103194,0.7267273472281232,0.7267273472281232,0.2846846931570912,7,15,30,40,0.2,fragmentation_cost,
H,0.9,5,6,0.613495693606195,0.7086993183639891,0.7086993183639891,0.09520362475779409,1,15,30,40,0.2,fragmentation_cost,
H,0.9,5,7,0.4854372045065868,0.7483954463250015,0.7483954463250015,0.26295824181841476,5,15,30,40,0.2,fragmentation_cost,
H,0.9,5,8,0.5063577035162475,0.7069525557515671,0.7069525557515671,0.2005948522353196,4,15,30,40,0.2,fragmentation_cost,
H,0.9,5,9,0.5409880614905316,0.7313226936409463,0.7313226936409463,0.19033463215041468,8,15,30,40,0.2,fragmentation_cost,
H,0.9,5,10,0.44458639904304115,0.7502244411150525,0.7502244411150525,0.30563804207201134,6,15,30,40,0.2,fragmentation_cost,
H,0.9,5,11,0.45387991743255074,0.6864038237311664,0.6864038237311664,0.23252390629861563,7,15,30,40,0.2,fragmentation_cost,
H,0.9,5,12,0.5678228762907849,0.777345321702043,0.777345321702043,0.20952244541125808,6,15,30,40,0.2,fragmentation_cost,
H,0.9,5,13,0.4747005925639039,0.6820988695997456,0.6820988695997456,0.20739827703584174,4,15,30,40,0.2,fragmentation_cost,
H,0.9,5,14,0.4416765135813214,0.7373859626199596,0.7373859626199596,0.2957094490386382,5,15,30,40,0.2,fragmentation_cost,
H,0.9,5,15,0.33599007595325375,0.7500873043263693,0.7500873043263693,0.4140972283731155,13,15,30,40,0.2,fragmentation_cost,
H,0.9,5,16,0.5007209283987225,0.7188184990847583,0.7188184990847583,0.21809757068603575,3,15,30,40,0.2,fragmentation_cost,
H,0.9,5,17,0.49672499439958406,0.7468906416455563,0.7468906416455563,0.25016564724597223,4,15,30,40,0.2,fragmentation_cost,
H,0.9,5,18,0.5305003035170247,0.6925697251178513,0.6925697251178513,0.1620694216008266,4,15,30,40,0.2,fragmentation_cost,
H,0.9,5,19,0.5799956636633071,0.6851128072938552,0.6851128072938552,0.10511714363054803,2,15,30,40,0.2,fragmentation_cost,
H,0.9,5,20,0.6245013099942012,0.7176396164721704,0.7176396164721704,0.09313830647796928,4,15,30,40,0.2,fragmentation_cost,
H,0.9,10,1,0.5361635531609024,0.6852159729477753,0.6852159729477753,0.1490524197868729,7,15,30,40,0.2,fragmentation_cost,
H,0.9,10,2,0.46961466310217703,0.6581178220961562,0.6581178220961562,0.18850315899397918,3,15,30,40,0.2,fragmentation_cost,
H,0.9,10,3,0.42770168066252745,0.7168844965255611,0.7168844965255611,0.2891828158630336,6,15,30,40,0.2,fragmentation_cost,
H,0.9,10,4,0.45651555497973173,0.7312994006585053,0.7312994006585053,0.27478384567877356,9,15,30,40,0.2,fragmentation_cost,
H,0.9,10,5,0.4916959668769455,0.7164336206971917,0.7164336206971917,0.22473765382024624,9,15,30,40,0.2,fragmentation_cost,
H,0.9,10,6,0.40889649587111165,0.7510596381359884,0.7510596381359884,0.34216314226487676,6,15,30,40,0.2,fragmentation_cost,
H,0.9,10,7,0.463174732345759,0.7046251665077047,0.7046251665077047,0.24145043416194567,4,15,30,40,0.2,fragmentation_cost,
H,0.9,10,8,0.4803225611049294,0.6877283374708405,0.6877283374708405,0.20740577636591112,4,15,30,40,0.2,fragmentation_cost,
H,0.9,10,9,0.4462853572886004,0.7494813845121605,0.7494813845121605,0.3031960272235601,7,15,30,40,0.2,fragmentation_cost,
H,0.9,10,10,0.6125089725933603,0.7182534238040108,0.7182534238040108,0.10574445121065046,8,15,30,40,0.2,fragmentation_cost,
H,0.9,10,11,0.36452470244896634,0.7130769253561372,0.7130769253561372,0.34855222290717086,3,15,30,40,0.2,fragmentation_cost,
H,0.9,10,12,0.5016818256430767,0.7280828482187588,0.7280828482187588,0.22640102257568206,10,15,30,40,0.2,fragmentation_cost,
H,0.9,10,13,0.4908203412589438,0.6710865038545708,0.6710865038545708,0.180266162595627,5,15,30,40,0.2,fragmentation_cost,
H,0.9,10,14,0.6122515133425863,0.7495587369552953,0.7495587369552953,0.13730722361270897,8,15,30,40,0.2,fragmentation_cost,
H,0.9,10,15,0.3451756464890041,0.7363380177695552,0.7363380177695552,0.3911623712805511,5,15,30,40,0.2,fragmentation_cost,
H,0.9,10,16,0.5453902074979007,0.7244284499081243,0.7244284499081243,0.1790382424102236,6,15,30,40,0.2,fragmentation_cost,
H,0.9,10,17,0.5839403736196318,0.7015618978398924,0.7015618978398924,0.11762152422026062,5,15,30,40,0.2,fragmentation_cost,
H,0.9,10,18,0.614537667795523,0.7227934755030846,0.7227934755030846,0.1082558077075616,3,15,30,40,0.2,fragmentation_cost,
H,0.9,10,19,0.5057083900455367,0.7045200355219268,0.7045200355219268,0.19881164547639008,8,15,30,40,0.2,fragmentation_cost,
H,0.9,10,20,0.5149691182811745,0.6923531865278982,0.6923531865278982,0.1773840682467237,6,15,30,40,0.2,fragmentation_cost,
