structure,tau,K,seed,initial_fitness,final_fitness,peak_fitness,improvement,N,n_agents,T,shock_every,reshuffle_frac
V,0.4,10,18,0.49429049126026187,0.6967899708085352,0.75601502120302,0.20249947954827335,15,30,40,10,0.25
V,0.4,10,19,0.47968810513429877,0.5780762745136433,0.650664155005437,0.09838816937934453,15,30,40,10,0.25
V,0.4,10,20,0.5960100187746282,0.7190561251485349,0.78332294044092,0.12304610637390667,15,30,40,10,0.25
V,0.5,2,1,0.5782319538927457,0.6544650658075323,0.7456019075860222,0.07623311191478654,15,30,40,10,0.25
V,0.5,2,2,0.5432702911778668,0.605963161864114,0.7263093646959552,0.06269287068624718,15,30,40,10,0.25
V,0.5,2,3,0.5708387042022777,0.7080553418167546,0.7423333439255578,0.1372166376144769,15,30,40,10,0.25
V,0.5,2,4,0.6057280909155605,0.72092636465522,0.7322435326386941,0.11519827373965952,15,30,40,10,0.25
V,0.5,2,5,0.4935172502860969,0.7061746171464784,0.7250243049291851,0.21265736686038156,15,30,40,10,0.25
V,0.5,2,6,0.5966338573467298,0.6266669682811499,0.810239358281267,0.03003311093442007,15,30,40,10,0.25
V,0.5,2,7,0.5228035792258089,0.743354346528969,0.7657324607933866,0.22055076730316014,15,30,40,10,0.25
V,0.5,2,8,0.5004102235670723,0.710372392156426,0.710372392156426,0.20996216858935368,15,30,40,10,0.25
V,0.5,2,9,0.6033188787429078,0.6365681504539399,0.7371337076664499,0.03324927171103209,15,30,40,10,0.25
V,0.5,2,10,0.6483411621499131,0.6049683338392234,0.7465984127052017,-0.04337282831068967,15,30,40,10,0.25
V,0.5,2,11,0.5209684614772583,0.6960034289520435,0.7344482610771129,0.1750349674747852,15,30,40,10,0.25
V,0.5,2,12,0.5177271548736033,0.7992933836802797,0.7992933836802797,0.28156622880667637,15,30,40,10,0.25
V,0.5,2,13,0.5494046618420486,0.7712667670058838,0.7712667670058838,0.2218621051638352,15,30,40,10,0.25
V,0.5,2,14,0.5158323648206552,0.6231195217086826,0.7286059770932777,0.10728715688802737,15,30,40,10,0.25
V,0.5,2,15,0.42590669718094637,0.611044029568903,0.772031265932089,0.18513733238795665,15,30,40,10,0.25
V,0.5,2,16,0.6648571753752672,0.6706861093161617,0.7914870679508161,0.005828933940894454,15,30,40,10,0.25
V,0.5,2,17,0.4914278024411885,0.6434461804085579,0.7167249080000349,0.15201837796736944,15,30,40,10,0.25
V,0.5,2,18,0.46402735917647026,0.5505125221877493,0.7321040264413653,0.08648516301127901,15,30,40,10,0.25
V,0.5,2,19,0.45980537783199366,0.7560893130184123,0.7665170722760646,0.29628393518641866,15,30,40,10,0.25
V,0.5,2,20,0.6678582848071009,0.7128420708931029,0.725566138267317,0.044983786086002064,15,30,40,10,0.25
V,0.5,5,1,0.5502068817874163,0.743093958372681,0.7768092704460419,0.19288707658526472,15,30,40,10,0.25
V,0.5,5,2,0.5116727530146599,0.66978130145157,0.7787097986481758,0.15810854843691013,15,30,40,10,0.25
V,0.5,5,3,0.4361072703225093,0.7131438311572715,0.7648261394748758,0.27703656083476225,15,30,40,10,0.25
V,0.5,5,4,0.48216439465506494,0.6383846434740705,0.7448702534560833,0.1562202488190056,15,30,40,10,0.25
V,0.5,5,5,0.46133112663406106,0.697928476251365,0.8066416603322752,0.23659734961730394,15,30,40,10,0.25
V,0.5,5,6,0.4447137942385939,0.7112193745048281,0.7455891048958659,0.26650558026623417,15,30,40,10,0.25
V,0.5,5,7,0.5076797551597143,0.5933499176666783,0.6880907537301382,0.08567016250696402,15,30,40,10,0.25
V,0.5,5,8,0.5273674218208453,0.7313802501590024,0.7804229497478169,0.20401282833815715,15,30,40,10,0.25
V,0.5,5,9,0.5111176395964212,0.804920990496967,0.804920990496967,0.29380335090054577,15,30,40,10,0.25
V,0.5,5,10,0.492429565415753,0.6485900253950916,0.7065588380525417,0.15616045997933858,15,30,40,10,0.25
V,0.5,5,11,0.48514866586437044,0.6185314977670517,0.6976971920675131,0.1333828319026813,15,30,40,10,0.25
V,0.5,5,12,0.4856949432891148,0.7658645011966879,0.7804789655622463,0.28016955790757314,15,30,40,10,0.25
V,0.5,5,13,0.49842782639347954,0.6846695453517377,0.6846695453517377,0.1862417189582582,15,30,40,10,0.25
V,0.5,5,14,0.4382903143090774,0.6668937006940345,0.7171005825526816,0.22860338638495714,15,30,40,10,0.25
V,0.5,5,15,0.5608429411314577,0.6107482221570497,0.8200627680321855,0.049905281025591997,15,30,40,10,0.25
V,0.5,5,16,0.5162004409277674,0.6444156127399209,0.7153332278400636,0.12821517181215347,15,30,40,10,0.25
V,0.5,5,17,0.4163411294988732,0.702205457925503,0.7081292221062664,0.28586432842662984,15,30,40,10,0.25
V,0.5,5,18,0.5665448994879315,0.7634373910692714,0.7844277316611039,0.19689249158133992,15,30,40,10,0.25
V,0.5,5,19,0.552997203448226,0.700329072126643,0.8034423655354307,0.14733186867841697,15,30,40,10,0.25
V,0.5,5,20,0.423503329661995,0.6857373225459972,0.7638741948489606,0.2622339928840022,15,30,40,10,0.25
V,0.5,10,1,0.5144178708361193,0.616376538926425,0.6999783366650448,0.10195866809030563,15,30,40,10,0.25
V,0.5,10,2,0.5288439670739424,0.6692143274276964,0.685222306551563,0.14037036035375394,15,30,40,10,0.25
V,0.5,10,3,0.4027549571796609,0.6989392610167359,0.7409017030993202,0.29618430383707495,15,30,40,10,0.25
V,0.5,10,4,0.5202621919706577,0.6356557342507967,0.7138260777531709,0.11539354228013898,15,30,40,10,0.25
V,0.5,10,5,0.5509252673475932,0.6148479359176134,0.7793876820451197,0.06392266857002027,15,30,40,10,0.25
V,0.5,10,6,0.6125982922643117,0.7467789169686141,0.7467789169686141,0.13418062470430236,15,30,40,10,0.25
V,0.5,10,7,0.5652782351629249,0.6523045512130992,0.7182210810165354,0.0870263160501743,15,30,40,10,0.25
V,0.5,10,8,0.4580477066809093,0.6630196607362385,0.7024011664926794,0.20497195405532925,15,30,40,10,0.25
V,0.5,10,9,0.4859016696420196,0.684571081631932,0.7487004692811935,0.19866941198991245,15,30,40,10,0.25
V,0.5,10,10,0.5037771748552945,0.6996745331190597,0.7098768852899056,0.1958973582637652,15,30,40,10,0.25
V,0.5,10,11,0.3951705292243022,0.7388759764230753,0.7388759764230753,0.34370544719877316,15,30,40,10,0.25
V,0.5,10,12,0.45686455339012194,0.7403844340618764,0.7403844340618764,0.28351988067175443,15,30,40,10,0.25
V,0.5,10,13,0.522744619843101,0.6754003404798392,0.6828557542310694,0.15265572063673816,15,30,40,10,0.25
V,0.5,10,14,0.35273948981739167,0.6961333727733287,0.7310292514336306,0.343393882955937,15,30,40,10,0.25
V,0.5,10,15,0.5268162683113732,0.6556531506946056,0.7400654691702157,0.12883688238323243,15,30,40,10,0.25
V,0.5,10,16,0.5334635955752172,0.6780343807089799,0.7087790534696269,0.14457078513376276,15,30,40,10,0.25
V,0.5,10,17,0.5255693490618831,0.7699166533193762,0.7869774709376982,0.24434730425749307,15,30,40,10,0.25
V,0.5,10,18,0.5892818096638314,0.6588515976268245,0.7340119942682756,0.06956978796299318,15,30,40,10,0.25
V,0.5,10,19,0.5184884965594264,0.7395324542004729,0.7395324542004729,0.22104395764104645,15,30,40,10,0.25
V,0.5,10,20,0.44011851371210564,0.6694084972435803,0.7015994276886519,0.22928998353147467,15,30,40,10,0.25
V,0.6,2,1,0.46635228971942067,0.6828025804172382,0.7179375985845307,0.21645029069781752,15,30,40,10,0.25
V,0.6,2,2,0.6350138740259451,0.7217523250461586,0.8183824792552105,0.08673845102021349,15,30,40,10,0.25
V,0.6,2,3,0.4411368709894462,0.7361632805853995,0.7367916595024847,0.2950264095959533,15,30,40,10,0.25
V,0.6,2,4,0.5370196263130249,0.6846314562543063,0.7561470521747163,0.14761182994128141,15,30,40,10,0.25
V,0.6,2,5,0.509763669677982,0.7089204362180724,0.732745170092579,0.1991567665400904,15,30,40,10,0.25
V,0.6,2,6,0.4709468419965072,0.7550440118331293,0.7695866251950931,0.2840971698366221,15,30,40,10,0.25
V,0.6,2,7,0.5075195001597511,0.695613541336836,0.7315148155678906,0.18809404117708484,15,30,40,10,0.25
V,0.6,2,8,0.5053600460983211,0.6410499818132936,0.741210917679924,0.13568993571497256,15,30,40,10,0.25
V,0.6,2,9,0.5732264364833152,0.6793449156568593,0.721572992794128,0.10611847917354411,15,30,40,10,0.25
V,0.6,2,10,0.41061513108347536,0.6647218041233228,0.7450538912574827,0.25410667303984746,15,30,40,10,0.25
V,0.6,2,11,0.41962824305725543,0.7053491339749982,0.7345564698374677,0.2857208909177428,15,30,40,10,0.25
V,0.6,2,12,0.5603047598191384,0.76916727941484,0.76916727941484,0.20886251959570157,15,30,40,10,0.25
V,0.6,2,13,0.5128516787600098,0.671690678623369,0.7149879102799814,0.15883899986335914,15,30,40,10,0.25
V,0.6,2,14,0.4152337909594442,0.7477980798524159,0.772969728411368,0.3325642888929717,15,30,40,10,0.25
V,0.6,2,15,0.5236686180632711,0.6363950710170531,0.7323169501407955,0.11272645295378192,15,30,40,10,0.25
V,0.6,2,16,0.491943576506432,0.7253860016103612,0.741423242427755,0.23344242510392915,15,30,40,10,0.25
V,0.6,2,17,0.3591658986347487,0.6241472316050326,0.6840332769538673,0.2649813329702839,15,30,40,10,0.25
V,0.6,2,18,0.4501549254583287,0.7145641776182746,0.7145641776182746,0.26440925215994593,15,30,40,10,0.25
V,0.6,2,19,0.4862608579948973,0.6636717407177833,0.7939729385369887,0.17741088272288602,15,30,40,10,0.25
V,0.6,2,20,0.43051658376142743,0.7409072076082058,0.753431228487063,0.3103906238467784,15,30,40,10,0.25
V,0.6,5,1,0.36970148889937626,0.6877149726058814,0.7451353025453845,0.3180134837065052,15,30,40,10,0.25
V,0.6,5,2,0.470578471631522,0.6875840877507472,0.7761379498545331,0.2170056161192252,15,30,40,10,0.25
V,0.6,5,3,0.48286687188774646,0.7150128730105576,0.721096584243779,0.23214600112281114,15,30,40,10,0.25
V,0.6,5,4,0.4957041739700518,0.6453913612115423,0.7471263282682545,0.1496871872414905,15,30,40,10,0.25
V,0.6,5,5,0.5043057993007375,0.7980456187649653,0.8164444656348527,0.2937398194642278,15,30,40,10,0.25
V,0.6,5,6,0.457146626289042,0.6363598389091197,0.6999390588424602,0.17921321262007772,15,30,40,10,0.25
V,0.6,5,7,0.5017822970688474,0.703627177788286,0.7688977566952571,0.20184488071943862,15,30,40,10,0.25
V,0.6,5,8,0.3975796574185446,0.6473072775456025,0.7332307089761662,0.24972762012705785,15,30,40,10,0.25
V,0.6,5,9,0.5079646239943689,0.6070563457836863,0.7144212880322158,0.09909172178931736,15,30,40,10,0.25
V,0.6,5,10,0.5767852348906647,0.6942118495157162,0.7887039320092537,0.11742661462505155,15,30,40,10,0.25
V,0.6,5,11,0.4571924717161476,0.7369026898352693,0.7751212429340796,0.2797102181191217,15,30,40,10,0.25
V,0.6,5,12,0.5295904694444652,0.6639988932995772,0.7072939779156734,0.13440842385511198,15,30,40,10,0.25
V,0.6,5,13,0.5204026952732226,0.6521182190486438,0.7325052369659054,0.13171552377542117,15,30,40,10,0.25
V,0.6,5,14,0.4161042246640137,0.6597378962826668,0.7669995993362401,0.24363367161865307,15,30,40,10,0.25
V,0.6,5,15,0.48029815656499336,0.6564912711474834,0.7665350297969721,0.17619311458249004,15,30,40,10,0.25
V,0.6,5,16,0.5214166379438079,0.7166229107876219,0.7516186076740066,0.19520627284381398,15,30,40,10,0.25
V,0.6,5,17,0.541537115920899,0.6899402136049739,0.7526559475798146,0.1484030976840749,15,30,40,10,0.25
V,0.6,5,18,0.5001947502696305,0.6107896709849291,0.7745718038010946,0.11059492071529864,15,30,40,10,0.25
V,0.6,5,19,0.5719577419771856,0.706546011680396,0.8034423655354307,0.13458826970321036,15,30,40,10,0.25
V,0.6,5,20,0.4829369093548241,0.6370929285470831,0.694077769217339,0.15415601919225902,15,30,40,10,0.25
V,0.6,10,1,0.5044813823475344,0.7145600898603088,0.7145600898603088,0.21007870751277447,15,30,40,10,0.25
V,0.6,10,2,0.4663084572799478,0.6022771742005637,0.6382215801805174,0.1359687169206159,15,30,40,10,0.25
V,0.6,10,3,0.531006309756569,0.6972648827858998,0.6972648827858998,0.16625857302933078,15,30,40,10,0.25
V,0.6,10,4,0.5458254003022833,0.6562235980996854,0.7034129288032201,0.11039819779740212,15,30,40,10,0.25
V,0.6,10,5,0.5829807047404489,0.6686479087932741,0.724133346419536,0.08566720405282513,15,30,40,10,0.25
V,0.6,10,6,0.42382655282443754,0.6739358786917635,0.7181561106554079,0.250109325867326,15,30,40,10,0.25
V,0.6,10,7,0.4666508293292241,0.6811395184109349,0.7154337017343994,0.21448868908171081,15,30,40,10,0.25
V,0.6,10,8,0.6250962011816317,0.7286366445009688,0.7286366445009688,0.1035404433193371,15,30,40,10,0.25
V,0.6,10,9,0.40109856812346917,0.6786012896175202,0.7118595328813043,0.27750272149405103,15,30,40,10,0.25
V,0.6,10,10,0.5029944036852573,0.5997086385973714,0.695517989109094,0.09671423491211417,15,30,40,10,0.25
V,0.6,10,11,0.4705906696369016,0.7287123800062835,0.7287123800062835,0.25812171036938186,15,30,40,10,0.25
V,0.6,10,12,0.540023919343097,0.6426928745901287,0.7386124198855616,0.10266895524703168,15,30,40,10,0.25
V,0.6,10,13,0.588456695130641,0.6767065284415034,0.6767065284415034,0.08824983331086234,15,30,40,10,0.25
V,0.6,10,14,0.44471911902397054,0.7033317392789388,0.7033317392789388,0.25861262025496823,15,30,40,10,0.25
V,0.6,10,15,0.44185724833413204,0.6771711673232762,0.6891193813333876,0.23531391898914417,15,30,40,10,0.25
V,0.6,10,16,0.4125469626050794,0.630124356610926,0.7136089691525804,0.21757739400584664,15,30,40,10,0.25
V,0.6,10,17,0.5973903795455846,0.6168831456313256,0.6960922243660527,0.01949276608574102,15,30,40,10,0.25
V,0.6,10,18,0.6146580858719056,0.667486349491245,0.7343889965449342,0.052828263619339344,15,30,40,10,0.25
V,0.6,10,19,0.5190219569367454,0.6717252065588656,0.7521765317954016,0.15270324962212023,15,30,40,10,0.25
V,0.6,10,20,0.6355907378477245,0.7347543848359168,0.7347543848359168,0.09916364698819236,15,30,40,10,0.25
V,0.7,2,1,0.6322234712535073,0.6507966263286237,0.7462029504433791,0.018573155075116365,15,30,40,10,0.25
V,0.7,2,2,0.41238285942264513,0.6940082148730407,0.7901879949421814,0.2816253554503955,15,30,40,10,0.25
V,0.7,2,3,0.3389346050070235,0.6559580928660914,0.7424747412305741,0.3170234878590679,15,30,40,10,0.25
V,0.7,2,4,0.48845597208734276,0.7684373679928418,0.7684373679928418,0.27998139590549903,15,30,40,10,0.25
V,0.7,2,5,0.460427650899648,0.7731164174030564,0.7731164174030564,0.3126887665034084,15,30,40,10,0.25
V,0.7,2,6,0.6006699640833764,0.6939895557489877,0.7298378422584958,0.09331959166561132,15,30,40,10,0.25
V,0.7,2,7,0.5065413765784654,0.7094002988187929,0.7691124655865383,0.20285892224032742,15,30,40,10,0.25
V,0.7,2,8,0.4497718969261148,0.6581437978997308,0.7678271256771517,0.20837190097361596,15,30,40,10,0.25
V,0.7,2,9,0.5435766848140997,0.6655689045083991,0.72471620417209,0.12199221969429941,15,30,40,10,0.25
V,0.7,2,10,0.6006703622604717,0.6741917104944997,0.7869034886870048,0.073521348234028,15,30,40,10,0.25
V,0.7,2,11,0.3764223288339937,0.6737112665421505,0.7609043237093573,0.29728893770815684,15,30,40,10,0.25
V,0.7,2,12,0.530705135512119,0.6831050167232302,0.7524888888347495,0.15239988121111125,15,30,40,10,0.25
V,0.7,2,13,0.39512971403059555,0.6945640198404991,0.7402293542930714,0.29943430580990354,15,30,40,10,0.25
V,0.7,2,14,0.4862263755919853,0.6477602242526633,0.7698228922684082,0.16153384866067805,15,30,40,10,0.25
V,0.7,2,15,0.5407496448841634,0.6145422879845941,0.7349653912328545,0.07379264310043065,15,30,40,10,0.25
V,0.7,2,16,0.5730462242184742,0.7830073140888161,0.7830073140888161,0.2099610898703419,15,30,40,10,0.25
V,0.7,2,17,0.43592806867342415,0.6895490685378056,0.7059334881690432,0.25362099986438147,15,30,40,10,0.25
V,0.7,2,18,0.3612478515990563,0.7020409579004856,0.7318728419045389,0.3407931063014293,15,30,40,10,0.25
V,0.7,2,19,0.5968992785709875,0.7326749807097503,0.7371223287995115,0.1357757021387629,15,30,40,10,0.25
V,0.7,2,20,0.40838481772377905,0.7521394195670351,0.7521394195670351,0.34375460184325607,15,30,40,10,0.25
V,0.7,5,1,0.49310835233349437,0.7789562016549376,0.7789562016549376,0.28584784932144325,15,30,40,10,0.25
V,0.7,5,2,0.44936879661831597,0.7214287448835126,0.7773155419757877,0.27205994826519664,15,30,40,10,0.25
V,0.7,5,3,0.4261706171910961,0.6411304632856817,0.6938821558562296,0.21495984609458557,15,30,40,10,0.25
V,0.7,5,4,0.5916526432653442,0.6719677987457111,0.76620353557146,0.08031515548036694,15,30,40,10,0.25
V,0.7,5,5,0.3836394123236175,0.7228830528208561,0.7296523162061711,0.3392436404972386,15,30,40,10,0.25
V,0.7,5,6,0.3436424962938593,0.6818602510468504,0.7365197527170937,0.33821775475299115,15,30,40,10,0.25
V,0.7,5,7,0.4101283224550901,0.7180454654579574,0.8015576680946822,0.3079171430028673,15,30,40,10,0.25
V,0.7,5,8,0.5183261161746592,0.6552869463387803,0.7146966877222715,0.13696083016412108,15,30,40,10,0.25
V,0.7,5,9,0.48914689998391747,0.6600574303599789,0.7422460382261098,0.1709105303760614,15,30,40,10,0.25
V,0.7,5,10,0.5274324849521986,0.5927658047782565,0.7294211651947295,0.06533331982605783,15,30,40,10,0.25
V,0.7,5,11,0.43922588116944467,0.6795723164174182,0.7558764680610778,0.24034643524797356,15,30,40,10,0.25
V,0.7,5,12,0.3466784828926277,0.6833816870783532,0.7636110898948643,0.3367032041857255,15,30,40,10,0.25
V,0.7,5,13,0.5164202958493789,0.691742434174113,0.7592030370640988,0.1753221383247341,15,30,40,10,0.25
V,0.7,5,14,0.5036914485649167,0.7210345778591126,0.828310796705435,0.21734312929419597,15,30,40,10,0.25
V,0.7,5,15,0.3214691605105787,0.6562231562750539,0.7378377150155925,0.3347539957644752,15,30,40,10,0.25
V,0.7,5,16,0.4384345613113318,0.7233576197025627,0.7390775635623682,0.28492305839123094,15,30,40,10,0.25
V,0.7,5,17,0.4242669837879822,0.6477268216017268,0.7470191999730733,0.22345983781374457,15,30,40,10,0.25
V,0.7,5,18,0.40491843418557777,0.5492144710179417,0.7613573807197471,0.14429603683236397,15,30,40,10,0.25
V,0.7,5,19,0.4157127719123765,0.7303970990488093,0.7618285456464466,0.31468432713643285,15,30,40,10,0.25
V,0.7,5,20,0.6139417034725666,0.6165694146389133,0.7197310335074811,0.0026277111663467467,15,30,40,10,0.25
V,0.7,10,1,0.5683047560220753,0.5894993894935762,0.7545284853123787,0.021194633471500857,15,30,40,10,0.25
V,0.7,10,2,0.3549227501927373,0.6318051830756559,0.6995282155513343,0.27688243288291864,15,30,40,10,0.25
V,0.7,10,3,0.6156337429674162,0.6466934707591814,0.6823999399522498,0.031059727791765135,15,30,40,10,0.25
V,0.7,10,4,0.5309330909324057,0.6604577626037293,0.7556339941516866,0.12952467167132364,15,30,40,10,0.25
V,0.7,10,5,0.4360091849576924,0.6699572700930595,0.6699572700930595,0.23394808513536708,15,30,40,10,0.25
V,0.7,10,6,0.4854068927413006,0.7028317376791365,0.7028317376791365,0.21742484493783593,15,30,40,10,0.25
V,0.7,10,7,0.5809218131043508,0.6576284078814914,0.7507835011267573,0.07670659477714059,15,30,40,10,0.25
V,0.7,10,8,0.46789281160891855,0.6423870840353,0.7733871009725103,0.17449427242638144,15,30,40,10,0.25
V,0.7,10,9,0.44330484106104545,0.6241348747259737,0.6839320716585265,0.18083003366492828,15,30,40,10,0.25
V,0.7,10,10,0.4908826271865967,0.5792358880871737,0.7175492300736462,0.08835326090057705,15,30,40,10,0.25
V,0.7,10,11,0.51489214819526,0.6600924547402367,0.6934330580966145,0.14520030654497673,15,30,40,10,0.25
V,0.7,10,12,0.5612821250687945,0.7467244414362937,0.7467244414362937,0.1854423163674992,15,30,40,10,0.25
V,0.7,10,13,0.5223717344214781,0.724765619970771,0.724765619970771,0.20239388554929294,15,30,40,10,0.25
V,0.7,10,14,0.4292778516566231,0.6004853221243677,0.7153371981146603,0.1712074704677446,15,30,40,10,0.25
V,0.7,10,15,0.37233490249253554,0.6726909529226257,0.7933916465233832,0.30035605043009017,15,30,40,10,0.25
V,0.7,10,16,0.5750906847443426,0.6525945883568905,0.7174483093824907,0.077503903612548,15,30,40,10,0.25
V,0.7,10,17,0.5432247587541922,0.6823781572354773,0.7669371418982697,0.13915339848128516,15,30,40,10,0.25
V,0.7,10,18,0.6950933584719022,0.7080544988517655,0.7503565846773219,0.01296114037986329,15,30,40,10,0.25
V,0.7,10,19,0.3771764564334178,0.6236436055409627,0.675536995690248,0.24646714910754486,15,30,40,10,0.25
V,0.7,10,20,0.6019851874219906,0.6761764829436656,0.7339533379991444,0.07419129552167503,15,30,40,10,0.25
V,0.8,2,1,0.4513866304074633,0.6372390208852025,0.7123169019484782,0.18585239047773916,15,30,40,10,0.25
V,0.8,2,2,0.4835911755653893,0.7185014779131137,0.748409135460597,0.23491030234772442,15,30,40,10,0.25
V,0.8,2,3,0.5662360392920036,0.6561155778223289,0.7268486135888762,0.08987953853032526,15,30,40,10,0.25
V,0.8,2,4,0.5006008711661913,0.7119116776058284,0.752598619791641,0.21131080643963707,15,30,40,10,0.25
V,0.8,2,5,0.5546696933092643,0.7017186754297744,0.7746347457267272,0.1470489821205101,15,30,40,10,0.25
V,0.8,2,6,0.42226755684223605,0.6728450135727858,0.7844624753422667,0.25057745673054976,15,30,40,10,0.25
V,0.8,2,7,0.5269783055549611,0.6144332064852817,0.8007840041013884,0.0874549009303206,15,30,40,10,0.25
V,0.8,2,8,0.44552608099084134,0.6832173209004969,0.741210917679924,0.23769123990965557,15,30,40,10,0.25
V,0.8,2,9,0.5286819042374151,0.6613987028124652,0.7170095163002717,0.13271679857505003,15,30,40,10,0.25
V,0.8,2,10,0.4455251667182001,0.5790022332214907,0.7450538912574827,0.1334770665032906,15,30,40,10,0.25
V,0.8,2,11,0.4988138441447896,0.680713905226701,0.7345564698374677,0.18190006108191148,15,30,40,10,0.25
V,0.8,2,12,0.5011651028252376,0.7257448709391296,0.7522303412300466,0.22457976811389202,15,30,40,10,0.25
V,0.8,2,13,0.4786632477753817,0.7455681555525472,0.7718435266922657,0.26690490777716547,15,30,40,10,0.25
V,0.8,2,14,0.5051167877706212,0.6541262900163628,0.7607752417620911,0.1490095022457416,15,30,40,10,0.25
V,0.8,2,15,0.5204140320520954,0.6775007818619866,0.7166747620511141,0.15708674980989124,15,30,40,10,0.25
V,0.8,2,16,0.5091956905667805,0.624335110330846,0.7328893388325385,0.1151394197640655,15,30,40,10,0.25
V,0.8,2,17,0.3907059451842037,0.6442979851890711,0.6945149506050095,0.2535920400048674,15,30,40,10,0.25
V,0.8,2,18,0.4274907668846056,0.7344742099047729,0.7950740253658767,0.3069834430201673,15,30,40,10,0.25
V,0.8,2,19,0.4176152711888607,0.7326746321674047,0.8072207496674575,0.315059360978544,15,30,40,10,0.25
V,0.8,2,20,0.5190929512399654,0.6669596439754054,0.6677571749923956,0.14786669273544006,15,30,40,10,0.25
V,0.8,5,1,0.5313652113772968,0.6570035584716739,0.7256991533447869,0.12563834709437716,15,30,40,10,0.25
V,0.8,5,2,0.5308320651664614,0.7427313168740509,0.7997770441999645,0.2118992517075895,15,30,40,10,0.25
V,0.8,5,3,0.425464188477415,0.6906797639822345,0.7761803207873376,0.2652155755048195,15,30,40,10,0.25
V,0.8,5,4,0.3970611089451145,0.6650558426455913,0.7038167218052264,0.2679947337004768,15,30,40,10,0.25
V,0.8,5,5,0.41605306419940485,0.67712882679973,0.721111923750679,0.2610757626003251,15,30,40,10,0.25
V,0.8,5,6,0.49846910740319583,0.6740043538995409,0.7689664757359738,0.1755352464963451,15,30,40,10,0.25
V,0.8,5,7,0.4800883268814708,0.7299130284203482,0.8263153029667101,0.24982470153887743,15,30,40,10,0.25
V,0.8,5,8,0.4964272302251353,0.6555875965541467,0.7252101373493604,0.15916036632901137,15,30,40,10,0.25
V,0.8,5,9,0.5604809025380424,0.708573124891416,0.7300795783073226,0.1480922223533736,15,30,40,10,0.25
V,0.8,5,10,0.47771790299129957,0.7168779317798901,0.7490043290716849,0.23916002878859055,15,30,40,10,0.25
V,0.8,5,11,0.49832417660119643,0.702836116186652,0.7244402450138906,0.20451193958545555,15,30,40,10,0.25
V,0.8,5,12,0.4518530708326267,0.666053569394381,0.7498066646664685,0.21420049856175427,15,30,40,10,0.25
V,0.8,5,13,0.6319393516362123,0.7607792908921215,0.7866898892399191,0.1288399392559092,15,30,40,10,0.25
V,0.8,5,14,0.4905461475804142,0.6558510120861286,0.7669995993362401,0.1653048645057144,15,30,40,10,0.25
V,0.8,5,15,0.40562665545724896,0.7095251964931059,0.7255647729063476,0.3038985410358569,15,30,40,10,0.25
V,0.8,5,16,0.37023233038324804,0.6992167563842373,0.7602210704754115,0.32898442600098926,15,30,40,10,0.25
V,0.8,5,17,0.493582368055549,0.6661165092938439,0.7696997069556084,0.1725341412382949,15,30,40,10,0.25
V,0.8,5,18,0.4236872716301906,0.7096620611376686,0.7895522039386801,0.285974789507478,15,30,40,10,0.25
V,0.8,5,19,0.5542678451632722,0.6998897765013284,0.7668031065957737,0.14562193133805623,15,30,40,10,0.25
V,0.8,5,20,0.5220079496916619,0.7182798031931416,0.7182798031931416,0.1962718535014797,15,30,40,10,0.25
V,0.8,10,1,0.3981866605508488,0.6640236358612558,0.6989737470757252,0.265836975310407,15,30,40,10,0.25
V,0.8,10,2,0.5493912303381643,0.6780363330904142,0.7025545049906583,0.12864510275224994,15,30,40,10,0.25
V,0.8,10,3,0.4068369860895304,0.7001093772575024,0.7001093772575024,0.29327239116797205,15,30,40,10,0.25
V,0.8,10,4,0.4613541114301167,0.6496120229002436,0.6717593248584969,0.18825791147012688,15,30,40,10,0.25
V,0.8,10,5,0.5205849591237091,0.6607084143065349,0.7145892581029183,0.14012345518282587,15,30,40,10,0.25
V,0.8,10,6,0.5404883669210391,0.678036154711217,0.6841332748397153,0.13754778779017796,15,30,40,10,0.25
V,0.8,10,7,0.3910312428680154,0.6784070086636649,0.7798046833547406,0.2873757657956495,15,30,40,10,0.25
V,0.8,10,8,0.694674604869529,0.680325820165296,0.7072435969555099,-0.014348784704233064,15,30,40,10,0.25
V,0.8,10,9,0.40742624460398286,0.72938879529651,0.72938879529651,0.32196255069252716,15,30,40,10,0.25
V,0.8,10,10,0.4285735288310255,0.5848116901794963,0.6729223442109007,0.1562381613484708,15,30,40,10,0.25
V,0.8,10,11,0.5367078458643435,0.6895353737153875,0.716659456597402,0.15282752785104403,15,30,40,10,0.25
V,0.8,10,12,0.41861231502283786,0.6531054631964939,0.7182651460223899,0.23449314817365602,15,30,40,10,0.25
V,0.8,10,13,0.5402725144157804,0.6331832794700453,0.7286339115532813,0.09291076505426488,15,30,40,10,0.25
V,0.8,10,14,0.5386499806930704,0.6444805656673919,0.7256824556704209,0.10583058497432152,15,30,40,10,0.25
V,0.8,10,15,0.41551278767299543,0.6512315789416508,0.733607009868543,0.23571879126865541,15,30,40,10,0.25
V,0.8,10,16,0.4016830566507806,0.6415042737137695,0.732067068569538,0.23982121706298892,15,30,40,10,0.25
V,0.8,10,17,0.47230799174579186,0.6778990214611461,0.6974480353182079,0.20559102971535426,15,30,40,10,0.25
V,0.8,10,18,0.5495951215717052,0.5815732567749241,0.7224278384058014,0.031978135203218905,15,30,40,10,0.25
