structure,tau,K,seed,initial_fitness,final_fitness,peak_fitness,improvement,N,n_agents,T,shock_every,reshuffle_frac
V,0.1,10,15,0.49822454402021366,0.7373288966172853,0.7553654647981752,0.23910435259707163,15,30,40,10,0.25
V,0.1,10,16,0.4446519091218801,0.6071911434766012,0.714964573400755,0.16253923435472112,15,30,40,10,0.25
V,0.1,10,17,0.5518167408057175,0.7222880826617138,0.7371434102414595,0.17047134185599633,15,30,40,10,0.25
V,0.1,10,18,0.4168166096281201,0.7576097645411634,0.8014981398460617,0.34079315491304324,15,30,40,10,0.25
V,0.1,10,19,0.5487977351731118,0.6577042280132638,0.7520788137191494,0.10890649284015197,15,30,40,10,0.25
V,0.1,10,20,0.4874974516471852,0.6002363242882116,0.7255584153855938,0.11273887264102639,15,30,40,10,0.25
V,0.2,2,1,0.4232718108813071,0.7926372995634554,0.7926372995634554,0.3693654886821483,15,30,40,10,0.25
V,0.2,2,2,0.5810336020045147,0.7630023231929498,0.7708374348440482,0.1819687211884351,15,30,40,10,0.25
V,0.2,2,3,0.5863110629151055,0.6897375939972519,0.7365440196692857,0.10342653108214639,15,30,40,10,0.25
V,0.2,2,4,0.527834003949556,0.6479619403020647,0.7563920146970996,0.12012793635250862,15,30,40,10,0.25
V,0.2,2,5,0.46538945361272516,0.5602460168526305,0.6998368010152698,0.09485656323990538,15,30,40,10,0.25
V,0.2,2,6,0.6720484231447816,0.7574457762171366,0.8025306832149383,0.08539735307235496,15,30,40,10,0.25
