structure,tau,K,seed,shock_every,initial_fitness,final_fitness
V,0.8,5,4,100,0.5951033748860352,0.7141612418561978
V,0.8,5,5,100,0.31257972919398586,0.7155665420161114
V,0.8,5,6,100,0.5325559821516948,0.6765353618288806
V,0.8,5,7,100,0.32490641402408293,0.6971308500603649
V,0.8,5,8,100,0.5710506936472766,0.7061696244110747
V,0.8,5,9,100,0.5628249361118628,0.7056586462559713
V,0.8,5,10,100,0.47837291486238925,0.6686217436260405
V,0.8,5,11,100,0.5751572748824803,0.6821321436384118
V,0.8,5,12,100,0.3598909769173612,0.777345321702043
V,0.8,5,13,100,0.6614756555293453,0.7093097042958189
V,0.8,5,14,100,0.44502269920220167,0.6910927500332871
V,0.8,5,15,100,0.5735734209445237,0.7500873043263693
V,0.8,5,16,100,0.5774321905814194,0.6743510306070866
V,0.8,5,17,100,0.4849422100989941,0.7039835118007862
V,0.8,5,18,100,0.5700849063942939,0.7662938848234037
V,0.8,5,19,100,0.4878417698345769,0.7863540618413184
V,0.8,5,20,100,0.443259039727191,0.6970190177448372
V,0.8,5,21,100,0.49512147602509293,0.6820783011126028
V,0.8,5,22,100,0.3474779348872362,0.6448819382766335
V,0.8,5,23,100,0.5303964580797531,0.6296879837818704
V,0.8,5,24,100,0.5966794680048954,0.726787005557291
V,0.8,5,25,100,0.4305973936485673,0.7427216512228959
V,0.8,5,26,100,0.5422985972443917,0.7447465628952403
V,0.8,5,27,100,0.509279712416632,0.6338049876644084
V,0.8,5,28,100,0.415524608034089,0.7321129766103301
V,0.8,5,29,100,0.3924872861193805,0.689305333046175
V,0.8,5,30,100,0.5840272344691629,0.7680202830790555
V,0.8,10,1,100,0.5587800711113077,0.7369959255403883
V,0.8,10,2,100,0.39131750924519465,0.7209861568198288
V,0.8,10,3,100,0.4896762734791833,0.6756609225835392
V,0.8,10,4,100,0.5450213126420672,0.7083224501398174
V,0.8,10,5,100,0.43437185888302726,0.7089498465697965
V,0.8,10,6,100,0.5618525781588037,0.6640382317404235
V,0.8,10,7,100,0.5823729749985345,0.71261235040349
