structure,tau,K,seed,shock_every,initial_fitness,final_fitness
V,0.8,10,26,10,0.42314594208017453,0.6414582158311128
V,0.8,10,27,10,0.4255175905376342,0.6909648394093566
V,0.8,10,28,10,0.5089021268897712,0.6643960385774668
V,0.8,10,29,10,0.4936110838698232,0.6656160752673405
V,0.8,10,30,10,0.4510815931512282,0.6626736080044651
V,0.2,2,1,5,0.48453364177783903,0.7097764879213248
V,0.2,2,2,5,0.3923095149119995,0.6969716454034327
V,0.2,2,3,5,0.5582893368980099,0.7044550023174239
V,0.2,2,4,5,0.45010282520117084,0.6419534449039308
V,0.2,2,5,5,0.5185423337764994,0.6025615811278359
V,0.2,2,6,5,0.6458291730970303,0.7298391174382545
V,0.2,2,7,5,0.47701047912276595,0.7518993921572206
V,0.2,2,8,5,0.4864190707915957,0.6577367972233445
V,0.2,2,9,5,0.49777874585506593,0.6754792146660308
V,0.2,2,10,5,0.4967421446736964,0.6997649565468292
V,0.2,2,11,5,0.4615505528067355,0.7070223415360961
V,0.2,2,12,5,0.5477599430111852,0.7422506239483793
V,0.2,2,13,5,0.5791316876985976,0.693099997126436
V,0.2,2,14,5,0.5179742256145743,0.7657091771157236
V,0.2,2,15,5,0.5360647157218371,0.6804068898928396
V,0.2,2,16,5,0.4963680224260673,0.6878585485584316
V,0.2,2,17,5,0.5640584080483878,0.6258924377925095
V,0.2,2,18,5,0.42786649482664885,0.7174928225935527
V,0.2,2,19,5,0.4668651723468235,0.6432574919806958
V,0.2,2,20,5,0.40793209776337414,0.6874276383006792
V,0.2,2,21,5,0.44332786768851556,0.7505745576575834
V,0.2,2,22,5,0.4214523993038713,0.7069153988809084
V,0.2,2,23,5,0.5990819515241973,0.6804227307841023
V,0.2,2,24,5,0.46937007185656826,0.6582146764614547
V,0.2,2,25,5,0.562189140952741,0.7188753733700917
V,0.2,2,26,5,0.5062826534857833,0.6169169021988544
V,0.2,2,27,5,0.5974628720955794,0.6303189413033361
V,0.2,2,28,5,0.47099857093329106,0.7024040038740579
V,0.2,2,29,5,0.542750265555135,0.7790005881657003
V,0.2,2,30,5,0.47525922350542893,0.6207223302379284
V,0.2,5,1,5,0.5511777515559964,0.7087406515948048
V,0.2,5,2,5,0.5064664780644949,0.6582018456433366
V,0.2,5,3,5,0.447571800047444,0.6078054442750986
V,0.2,5,4,5,0.4699423965987783,0.7613306288108511
V,0.2,5,5,5,0.4845915649154862,0.6667970559209968
V,0.2,5,6,5,0.4146307941528342,0.6744449406162675
V,0.2,5,7,5,0.530189269547554,0.7025652565272223
V,0.2,5,8,5,0.5094997262292399,0.6534317803838031
V,0.2,5,9,5,0.4614578600602935,0.6857107615823873
V,0.2,5,10,5,0.4961729415497706,0.7409650640808237
V,0.2,5,11,5,0.4991412054665332,0.6701273505389425
V,0.2,5,12,5,0.5430639890371559,0.6814432080336394
V,0.2,5,13,5,0.41409535791095686,0.6699407935905721
V,0.2,5,14,5,0.3187143382464554,0.7967960415285789
V,0.2,5,15,5,0.4257441993839938,0.5706460445427575
V,0.2,5,16,5,0.516020225325846,0.6488778808237289
V,0.2,5,17,5,0.44816811679271656,0.7389587224716839
V,0.2,5,18,5,0.40139480986084597,0.6670917797958513
V,0.2,5,19,5,0.5562157195881448,0.727113993761108
V,0.2,5,20,5,0.43997033451524964,0.7210236108125231
V,0.2,5,21,5,0.5700913753620364,0.6775499147868381
V,0.2,5,22,5,0.5166103843694384,0.6863291565637296
V,0.2,5,23,5,0.6199357519217682,0.6374984875169584
V,0.2,5,24,5,0.4325640769406277,0.6818703179572005
V,0.2,5,25,5,0.4570543489025971,0.6524447088261325
V,0.2,5,26,5,0.4682034301266011,0.6992891275524102
V,0.2,5,27,5,0.5856269324359658,0.7456499991857989
V,0.2,5,28,5,0.4283030283703177,0.680431031875497
V,0.2,5,29,5,0.5629274759004376,0.665487364995099
V,0.2,5,30,5,0.4746789002135362,0.6279412600656215
V,0.2,10,1,5,0.5561723776602214,0.6914114530713568
V,0.2,10,2,5,0.564160712441533,0.6276666432331652
V,0.2,10,3,5,0.5501905866752969,0.6908168376147373
V,0.2,10,4,5,0.6650209090923961,0.6486107550274762
V,0.2,10,5,5,0.47195570410661947,0.5956609584450316
V,0.2,10,6,5,0.4700875231231123,0.5961468809587532
V,0.2,10,7,5,0.4409607747252704,0.6587196398600109
V,0.2,10,8,5,0.4189085795766577,0.7043433820948704
V,0.2,10,9,5,0.6362432955789388,0.6585729697757949
V,0.2,10,10,5,0.5223531912755257,0.6350217647630629
V,0.2,10,11,5,0.517479227359209,0.715911346585354
V,0.2,10,12,5,0.5146156461901408,0.6283031919264995
V,0.2,10,13,5,0.5542677760830059,0.6410275296951239
V,0.2,10,14,5,0.4810056098389773,0.6185524492132881
V,0.2,10,15,5,0.5098738481060993,0.5935130168115315
V,0.2,10,16,5,0.4952872692392868,0.7414074797924793
V,0.2,10,17,5,0.4663080052817048,0.7097226753431378
V,0.2,10,18,5,0.4966649228436203,0.6843997762213131
V,0.2,10,19,5,0.5060865498003937,0.6962534499660639
V,0.2,10,20,5,0.47574918401139005,0.6742131458667493
V,0.2,10,21,5,0.5956178451994073,0.5972760452562466
V,0.2,10,22,5,0.4846387886137077,0.7984780488432719
V,0.2,10,23,5,0.45829178757427985,0.6958098127967531
V,0.2,10,24,5,0.5369680505015495,0.695759155923713
V,0.2,10,25,5,0.5045788600197826,0.6925052636934332
V,0.2,10,26,5,0.5153835718161137,0.7326437279724174
V,0.2,10,27,5,0.5458945048895988,0.6930630217960317
V,0.2,10,28,5,0.4040734045166382,0.7280323936000156
V,0.2,10,29,5,0.6360304705815721,0.6852001550033897
V,0.2,10,30,5,0.5621337133061282,0.6475509072813509
V,0.5,2,1,5,0.5292673827580039,0.6691434133947752
V,0.5,2,2,5,0.4454377297031621,0.7402384685681476
V,0.5,2,3,5,0.6227232474473239,0.7725711637954178
V,0.5,2,4,5,0.46222761387528144,0.6182141636286349
V,0.5,2,5,5,0.5269766518010216,0.637303873333197
V,0.5,2,6,5,0.508835344460661,0.7606280357313704
V,0.5,2,7,5,0.4448797854094469,0.6003051671067521
V,0.5,2,8,5,0.4704776672706892,0.7224761554998024
V,0.5,2,9,5,0.45066166968420873,0.6901750457068232
V,0.5,2,10,5,0.5174546475786792,0.6938064739157354
V,0.5,2,11,5,0.4913494906220642,0.7645009948948535
V,0.5,2,12,5,0.484353006789939,0.6268096388670074
V,0.5,2,13,5,0.6543433941281447,0.7539554493855076
V,0.5,2,14,5,0.5942618632185448,0.6647271923422463
V,0.5,2,15,5,0.5128085395683234,0.667124853668764
V,0.5,2,16,5,0.45168657843759624,0.6390842694323705
V,0.5,2,17,5,0.5250696272544055,0.733588736709684
V,0.5,2,18,5,0.44627985175173296,0.7462945868433378
V,0.5,2,19,5,0.5275612888684312,0.760727924599632
V,0.5,2,20,5,0.35805454545285864,0.6674333981545602
V,0.5,2,21,5,0.48370169935519874,0.6195984334756098
V,0.5,2,22,5,0.5871103559531718,0.6291438280829741
V,0.5,2,23,5,0.4959970493564886,0.7057900080478182
V,0.5,2,24,5,0.6092500467776677,0.6563328535373883
V,0.5,2,25,5,0.5664713758763403,0.7067545035451507
V,0.5,2,26,5,0.6387991940806169,0.6428941614951437
V,0.5,2,27,5,0.5077159122003704,0.6568980309528175
V,0.5,2,28,5,0.6375415050981688,0.6253872987696758
V,0.5,2,29,5,0.45940143563681995,0.6296555531404785
V,0.5,2,30,5,0.46463784623873977,0.7067694352654944
V,0.5,5,1,5,0.4387326560041372,0.6403855720745217
V,0.5,5,2,5,0.4227847462588284,0.6426405162671144
V,0.5,5,3,5,0.5242047868759062,0.7225021767311245
V,0.5,5,4,5,0.4869925867470783,0.6372255639457403
V,0.5,5,5,5,0.6265320201270618,0.7408745936300174
V,0.5,5,6,5,0.3946823616914699,0.7094998894459397
V,0.5,5,7,5,0.5347535054047764,0.738140349766976
V,0.5,5,8,5,0.43037349043288137,0.7645874335921887
V,0.5,5,9,5,0.6143245835028833,0.7649856946015823
V,0.5,5,10,5,0.6343862518802974,0.6406451620917973
V,0.5,5,11,5,0.4509818394866793,0.6020619113941487
V,0.5,5,12,5,0.5769175499736796,0.6759103036529507
V,0.5,5,13,5,0.4229841666374477,0.665378714322434
V,0.5,5,14,5,0.42369448951461397,0.7625788801778977
V,0.5,5,15,5,0.39779422699938133,0.6436900981257041
V,0.5,5,16,5,0.48766441340972916,0.6684563473301097
V,0.5,5,17,5,0.47990528351414274,0.713622020819623
V,0.5,5,18,5,0.5350081145827306,0.6425664878827456
V,0.5,5,19,5,0.5166201631029619,0.6459805036753414
V,0.5,5,20,5,0.5512737044485851,0.7563615358198751
V,0.5,5,21,5,0.5884307744539109,0.6577258312040847
V,0.5,5,22,5,0.4326336024303751,0.6680411216046401
V,0.5,5,23,5,0.48418674871282336,0.6721341762836552
V,0.5,5,24,5,0.5115814873788842,0.7573970348816962
V,0.5,5,25,5,0.47964745542983983,0.7537184873288181
V,0.5,5,26,5,0.5572827722665785,0.716177700623669
V,0.5,5,27,5,0.5483911803847459,0.6459355478183861
V,0.5,5,28,5,0.49244204228473193,0.6265605491587466
V,0.5,5,29,5,0.48100346040430864,0.7480931364235724
V,0.5,5,30,5,0.5317796862345108,0.7759354768476928
V,0.5,10,1,5,0.41520613925689775,0.6692414497146966
V,0.5,10,2,5,0.6498547557705275,0.6494690851200638
V,0.5,10,3,5,0.49070129498503384,0.6337586235664892
V,0.5,10,4,5,0.5733376313385566,0.6681174194659015
V,0.5,10,5,5,0.474425897015226,0.6286899852256459
V,0.5,10,6,5,0.4696182098580641,0.6327403463677265
V,0.5,10,7,5,0.4836535234245651,0.682595243372242
V,0.5,10,8,5,0.618684410155635,0.6249892094850977
V,0.5,10,9,5,0.5442870156124958,0.6339557673477868
V,0.5,10,10,5,0.5344608405058022,0.6013376569909143
V,0.5,10,11,5,0.4830411148868423,0.6809271576192052
V,0.5,10,12,5,0.38116028193001583,0.6932589328082773
V,0.5,10,13,5,0.6162369433291308,0.5572779533253558
V,0.5,10,14,5,0.5420855215123264,0.7393342782794512
V,0.5,10,15,5,0.5914784109549582,0.648753319130548
V,0.5,10,16,5,0.5123078534734719,0.6474167025579207
V,0.5,10,17,5,0.5011115221657152,0.6396125133542846
V,0.5,10,18,5,0.5920300690755254,0.7357152454667357
V,0.5,10,19,5,0.5103922920074297,0.6436121250592345
V,0.5,10,20,5,0.5462514771327426,0.6528503045234239
V,0.5,10,21,5,0.38891979257402115,0.7185740007785598
V,0.5,10,22,5,0.4831153980452586,0.6098057693049207
V,0.5,10,23,5,0.5938738840789692,0.6904987103584243
V,0.5,10,24,5,0.5795695823763484,0.6144856480985054
V,0.5,10,25,5,0.5179252120107628,0.7262722972370487
V,0.5,10,26,5,0.4956552581320919,0.5906011184033991
V,0.5,10,27,5,0.4176828135747202,0.7507455879608617
V,0.5,10,28,5,0.5162898680443454,0.6550828599572959
V,0.5,10,29,5,0.4525583938711307,0.7350089756709968
V,0.5,10,30,5,0.5531465983836199,0.6423110268465126
V,0.8,2,1,5,0.49712983862089366,0.6344370786567158
V,0.8,2,2,5,0.5071799817486192,0.6344652328713526
V,0.8,2,3,5,0.6353258144503616,0.747009562779038
V,0.8,2,4,5,0.6012107027257421,0.6867383295573504
V,0.8,2,5,5,0.390309269011909,0.6821242570893956
V,0.8,2,6,5,0.5050019305079417,0.648958524496388
V,0.8,2,7,5,0.4075774194130914,0.7687915639493913
V,0.8,2,8,5,0.3858389233474106,0.6951717360176976
V,0.8,2,9,5,0.43000680914544687,0.7181931773939565
V,0.8,2,10,5,0.5468110232216383,0.6835064339573836
V,0.8,2,11,5,0.47148660182678603,0.628785639017021
V,0.8,2,12,5,0.5366663876758563,0.647585115359648
V,0.8,2,13,5,0.5847227982529172,0.7495839072112337
V,0.8,2,14,5,0.4342766297633915,0.7047295057947899
V,0.8,2,15,5,0.5099029949845695,0.6464676229396726
V,0.8,2,16,5,0.48113896904423586,0.6990632028726409
V,0.8,2,17,5,0.4680029895866903,0.7098736905013994
V,0.8,2,18,5,0.3755437639985353,0.7004593631669138
V,0.8,2,19,5,0.4397166137988506,0.613310145640762
V,0.8,2,20,5,0.4636094652980388,0.6509369607237735
V,0.8,2,21,5,0.5208839908509162,0.7584576562533412
V,0.8,2,22,5,0.5610143218239964,0.6740502292333111
V,0.8,2,23,5,0.50738359974221,0.6963622847328796
V,0.8,2,24,5,0.49050704203893647,0.7476648324051648
V,0.8,2,25,5,0.46787605542994837,0.6712867594926553
V,0.8,2,26,5,0.5240696541800769,0.6757838906552931
V,0.8,2,27,5,0.6565419326532367,0.7352567985730855
V,0.8,2,28,5,0.5457569884257905,0.7018419201113278
V,0.8,2,29,5,0.5281373539184026,0.6713186745461234
V,0.8,2,30,5,0.45968456231738297,0.6814781516175704
V,0.8,5,1,5,0.40915233653175415,0.6160814558798585
V,0.8,5,2,5,0.47362353770275345,0.708645991727569
V,0.8,5,3,5,0.46445773129089807,0.6817803559236617
V,0.8,5,4,5,0.5447524893189651,0.6162817614722562
V,0.8,5,5,5,0.472266790147372,0.6920128470772693
V,0.8,5,6,5,0.32669801765360656,0.6506608792790687
V,0.8,5,7,5,0.5759944117651743,0.7187489617878385
V,0.8,5,8,5,0.5618938506599831,0.686413214481821
V,0.8,5,9,5,0.36222049493637365,0.6532671956270898
V,0.8,5,10,5,0.3960751339888889,0.7139850501736296
V,0.8,5,11,5,0.4279138015990576,0.6351905304981285
V,0.8,5,12,5,0.5171450029737436,0.6464053049110728
V,0.8,5,13,5,0.3762479305795054,0.7385731340448264
V,0.8,5,14,5,0.5437065044839997,0.6679296403763081
V,0.8,5,15,5,0.5244675091832739,0.7040042991753303
V,0.8,5,16,5,0.5557876763587637,0.6649251267237385
V,0.8,5,17,5,0.49108203829069275,0.6628645795585925
V,0.8,5,18,5,0.40908212962808305,0.6406602040137631
V,0.8,5,19,5,0.6041650372508972,0.6825436172027233
V,0.8,5,20,5,0.5665691889511763,0.6959260984307327
V,0.8,5,21,5,0.4478781403888359,0.6458117495088973
V,0.8,5,22,5,0.4005872519791318,0.6688430586638198
V,0.8,5,23,5,0.4865976636496197,0.6930553370064055
V,0.8,5,24,5,0.48167108517455026,0.6752496140415228
V,0.8,5,25,5,0.48960499210258107,0.6613078066391468
V,0.8,5,26,5,0.450042742336287,0.6596964166627657
V,0.8,5,27,5,0.5251701975363527,0.62199092293376
V,0.8,5,28,5,0.5617729430441175,0.7278858588982511
V,0.8,5,29,5,0.4549565285699773,0.6368797058917611
V,0.8,5,30,5,0.5250848893193847,0.7468285843266392
V,0.8,10,1,5,0.6867060862193956,0.7231515009978197
V,0.8,10,2,5,0.517662413574221,0.6322822916380887
V,0.8,10,3,5,0.45283386848306934,0.6880965999656784
V,0.8,10,4,5,0.4875934904772693,0.6473625369452162
V,0.8,10,5,5,0.46890558524058806,0.6687634175808342
V,0.8,10,6,5,0.49196885413150865,0.6991435837476618
V,0.8,10,7,5,0.36154949289096583,0.5320434527877861
V,0.8,10,8,5,0.575938866944702,0.6832650316096042
V,0.8,10,9,5,0.5347244397352202,0.6349252273743803
V,0.8,10,10,5,0.642497666577712,0.6955467266738592
V,0.8,10,11,5,0.5411432671745736,0.6221032261025911
V,0.8,10,12,5,0.6110001492165252,0.6792803257303405
V,0.8,10,13,5,0.5401608287940055,0.6857890595725239
V,0.8,10,14,5,0.5287052065342168,0.6148301616032141
V,0.8,10,15,5,0.5252709629685649,0.6361561919345804
V,0.8,10,16,5,0.43179311306461254,0.6720533267772848
V,0.8,10,17,5,0.5828213866333485,0.5996392302771177
V,0.8,10,18,5,0.482771623122105,0.6247387180934708
V,0.8,10,19,5,0.593998987217784,0.6533572662626895
V,0.8,10,20,5,0.4961638510893278,0.6441933118904112
V,0.8,10,21,5,0.579610229307809,0.5916265195228118
V,0.8,10,22,5,0.4438764046032095,0.7167956715541234
V,0.8,10,23,5,0.5379915654475407,0.7275252728401689
V,0.8,10,24,5,0.5848506306337505,0.6699478830936033
V,0.8,10,25,5,0.593355740278695,0.6709085254473518
V,0.8,10,26,5,0.5655222691003436,0.6157254342626203
V,0.8,10,27,5,0.5571361149150675,0.681294049167682
V,0.8,10,28,5,0.44125551211764874,0.5268273571334416
V,0.8,10,29,5,0.5159375510012885,0.6848009972118905
V,0.8,10,30,5,0.3817115981832785,0.6597207975867133
V,0.2,2,1,3,0.6267539013268355,0.725794463125485
V,0.2,2,2,3,0.592760172558181,0.7258844228673031
V,0.2,2,3,3,0.47781941995954824,0.6693933857784324
V,0.2,2,4,3,0.536824678811369,0.6996902202176367
V,0.2,2,5,3,0.6266216220233966,0.8269087381539834
V,0.2,2,6,3,0.6080839396185529,0.716254140119664
V,0.2,2,7,3,0.6188868249477392,0.7435134624062422
V,0.2,2,8,3,0.570175567975207,0.6644556560522188
V,0.2,2,9,3,0.4254441991030295,0.7528893531790809
V,0.2,2,10,3,0.5075935693346926,0.7208628293059461
V,0.2,2,11,3,0.5109716694441732,0.719596586076355
V,0.2,2,12,3,0.5420818675645152,0.7544431861180695
V,0.2,2,13,3,0.4615841040761738,0.6339669365320885
V,0.2,2,14,3,0.35269493591634676,0.679016407376971
V,0.2,2,15,3,0.425646209665357,0.7119036632098692
V,0.2,2,16,3,0.5062354875617643,0.6790164809889845
V,0.2,2,17,3,0.49297632331785785,0.6260482258980836
V,0.2,2,18,3,0.3470586288441672,0.5862069271577423
V,0.2,2,19,3,0.5054601802194499,0.7471273940659421
V,0.2,2,20,3,0.3816417044352169,0.7435835222319096
V,0.2,2,21,3,0.4388182069954498,0.6568108648955434
V,0.2,2,22,3,0.5402586525777079,0.7289068518956273
V,0.2,2,23,3,0.39516258813870153,0.7390033525834503
V,0.2,2,24,3,0.3832893488036598,0.708276127938373
V,0.2,2,25,3,0.4381597805035196,0.6478321333000465
V,0.2,2,26,3,0.58263580973851,0.7187781283945924
V,0.2,2,27,3,0.48406979637940234,0.6863258123145817
V,0.2,2,28,3,0.7009399298927471,0.7065905903769676
V,0.2,2,29,3,0.5180955220300553,0.8071015187265963
V,0.2,2,30,3,0.5878659661132791,0.6363430738183136
V,0.2,5,1,3,0.4734198252759325,0.7501626293612526
V,0.2,5,2,3,0.44529978033328954,0.7051978375831283
V,0.2,5,3,3,0.4165178558885859,0.6766435515789098
V,0.2,5,4,3,0.5354447655199515,0.7674108621905622
V,0.2,5,5,3,0.5523676822525567,0.6792939090812851
V,0.2,5,6,3,0.5080480855311512,0.703799937143876
V,0.2,5,7,3,0.483475376657932,0.7175023257532825
V,0.2,5,8,3,0.4523532846817811,0.7029089482760777
V,0.2,5,9,3,0.47026801085029585,0.6412775357988091
V,0.2,5,10,3,0.45349980978543303,0.7480818580494522
V,0.2,5,11,3,0.4705613052100066,0.6724859493628143
V,0.2,5,12,3,0.4731077256642938,0.7120622942591098
V,0.2,5,13,3,0.5104159622461617,0.6488075996670106
V,0.2,5,14,3,0.489879031235534,0.6943947553021512
V,0.2,5,15,3,0.5849726158427762,0.7820495146253622
V,0.2,5,16,3,0.5115710814292219,0.6622768087180788
V,0.2,5,17,3,0.584382541659148,0.7103265855002991
V,0.2,5,18,3,0.45215648408684933,0.6553476081326229
V,0.2,5,19,3,0.4150937132145083,0.693205151218714
V,0.2,5,20,3,0.4021321047698759,0.7171550907362099
V,0.2,5,21,3,0.4929841531079067,0.7784060955618665
V,0.2,5,22,3,0.4197848243475702,0.654574974723456
V,0.2,5,23,3,0.4167929684805893,0.6835747840992619
V,0.2,5,24,3,0.4896835963864859,0.7320779678412882
V,0.2,5,25,3,0.4823367466811241,0.5940134625253427
V,0.2,5,26,3,0.5406319811337251,0.6899851447336427
V,0.2,5,27,3,0.48798721132170997,0.7115707102216674
V,0.2,5,28,3,0.5660267271038594,0.7077149941882266
V,0.2,5,29,3,0.49724412015847164,0.7014081228669995
V,0.2,5,30,3,0.5217586271079198,0.6411218687363437
V,0.2,10,1,3,0.6536926861712811,0.6241885444135734
V,0.2,10,2,3,0.5762100516651568,0.6710332892706575
V,0.2,10,3,3,0.5051469541689203,0.6262928541632479
V,0.2,10,4,3,0.4939975368962258,0.6828834400912964
V,0.2,10,5,3,0.4885409804175242,0.6716810783542867
V,0.2,10,6,3,0.4791492010891179,0.611424599582937
V,0.2,10,7,3,0.5062764259450412,0.6387382890310932
V,0.2,10,8,3,0.6380199511919115,0.7113302590506955
V,0.2,10,9,3,0.38686469273687546,0.7255440513085957
V,0.2,10,10,3,0.561009916910667,0.6757979363703991
V,0.2,10,11,3,0.5496715265453002,0.6810068226948313
V,0.2,10,12,3,0.4162481266974085,0.6599258066151966
V,0.2,10,13,3,0.3667945201171328,0.6552795158529541
V,0.2,10,14,3,0.5753541007240226,0.6863030641816448
V,0.2,10,15,3,0.5004666860915967,0.6819053106074539
V,0.2,10,16,3,0.43852079566129765,0.6848050661600368
V,0.2,10,17,3,0.5200437542678759,0.6997839331146936
V,0.2,10,18,3,0.44521530025832334,0.649884219807981
V,0.2,10,19,3,0.5257238108926867,0.7228002670234929
V,0.2,10,20,3,0.43687154914084236,0.6573074034645072
V,0.2,10,21,3,0.5196766092444443,0.7796851443119236
V,0.2,10,22,3,0.45558614562884137,0.7113934600370975
V,0.2,10,23,3,0.5582736788404727,0.6589358032655954
V,0.2,10,24,3,0.49845030256297707,0.6013173184984701
V,0.2,10,25,3,0.42225153132695925,0.6107930347671618
V,0.2,10,26,3,0.47543591416120123,0.6040825831407372
V,0.2,10,27,3,0.43029915160796706,0.6963434587552799
V,0.2,10,28,3,0.44534037731653425,0.6269583468592833
V,0.2,10,29,3,0.40713666141589205,0.6727517600598087
V,0.2,10,30,3,0.44368127332967494,0.6468307537692097
V,0.5,2,1,3,0.5488119845343571,0.7010968820625171
V,0.5,2,2,3,0.5254324720419341,0.6257872124008889
V,0.5,2,3,3,0.43001741548329014,0.634267322962691
V,0.5,2,4,3,0.546642196159721,0.8212011167639499
V,0.5,2,5,3,0.5043964842239809,0.7113202190816101
V,0.5,2,6,3,0.539050741300475,0.7266469377909253
V,0.5,2,7,3,0.3938295132125599,0.6586634256301401
V,0.5,2,8,3,0.48354638534704747,0.6782987322453783
V,0.5,2,9,3,0.49875042739089603,0.6397121136287162
V,0.5,2,10,3,0.6237397202172626,0.7051996266765787
V,0.5,2,11,3,0.44013619836166484,0.7355960986361316
V,0.5,2,12,3,0.4726309573302631,0.7193010894967987
V,0.5,2,13,3,0.6163363890192152,0.6971973071654279
V,0.5,2,14,3,0.45747336718299014,0.7408903369335579
V,0.5,2,15,3,0.5430529548890006,0.6526567806877475
V,0.5,2,16,3,0.4888414398457297,0.7325525504948948
V,0.5,2,17,3,0.527368552522136,0.7462492009375282
V,0.5,2,18,3,0.5449071000522163,0.6367687423965482
V,0.5,2,19,3,0.5149740347803005,0.6788566998121107
V,0.5,2,20,3,0.49608752132381906,0.6550156197314024
V,0.5,2,21,3,0.5510127179244708,0.7860375517454412
V,0.5,2,22,3,0.5349586223641237,0.7637377225473354
V,0.5,2,23,3,0.5522985337821404,0.6701055099528638
V,0.5,2,24,3,0.3983770052229693,0.7855242268328066
V,0.5,2,25,3,0.39255068891779676,0.748260890024429
V,0.5,2,26,3,0.4631293348727942,0.6517084688244381
V,0.5,2,27,3,0.4985994808378566,0.637946765592596
V,0.5,2,28,3,0.6130223757101981,0.6544280457349063
V,0.5,2,29,3,0.45848694552648595,0.7730375677973564
V,0.5,2,30,3,0.5202639663698911,0.7143632579323318
V,0.5,5,1,3,0.4433127852102597,0.6769851508228161
V,0.5,5,2,3,0.5101831366362202,0.739640791351445
V,0.5,5,3,3,0.4680607543035477,0.6818480254065575
V,0.5,5,4,3,0.40542016479722,0.7092340569660369
V,0.5,5,5,3,0.504587827922299,0.6557778290302393
V,0.5,5,6,3,0.48465279321450155,0.6887467915567922
V,0.5,5,7,3,0.5062182575908402,0.6406791357815094
V,0.5,5,8,3,0.44976917273088246,0.6637384661352129
V,0.5,5,9,3,0.5158934596730227,0.7094732584885459
V,0.5,5,10,3,0.5693503571742153,0.716749291434978
V,0.5,5,11,3,0.43616894669040496,0.7145821183001685
V,0.5,5,12,3,0.5314404238102352,0.6667901565320354
V,0.5,5,13,3,0.4226235834409554,0.6489137156331419
V,0.5,5,14,3,0.5294981438565085,0.6267390417012674
V,0.5,5,15,3,0.5214860555861953,0.6438445020498355
V,0.5,5,16,3,0.5934423926808566,0.6850928795567056
V,0.5,5,17,3,0.4764617635440384,0.5956123195450747
V,0.5,5,18,3,0.7363503835465377,0.6395696720132431
V,0.5,5,19,3,0.5188465371176271,0.6747279854470792
V,0.5,5,20,3,0.6593973297506897,0.6446232883234769
V,0.5,5,21,3,0.40614004882480054,0.6947569187642249
V,0.5,5,22,3,0.4796398809874628,0.6964028214540549
V,0.5,5,23,3,0.5362433728485908,0.7333092779085324
V,0.5,5,24,3,0.48694002905594863,0.6678860400082891
V,0.5,5,25,3,0.4985146097074914,0.7292262560796344
V,0.5,5,26,3,0.5070294695295152,0.7176343731054572
V,0.5,5,27,3,0.45344154260136116,0.6964476688400477
V,0.5,5,28,3,0.48460400174862694,0.6798638529314236
V,0.5,5,29,3,0.3825294675866827,0.6037257929981875
V,0.5,5,30,3,0.4891570819889922,0.7411012925747004
V,0.5,10,1,3,0.47294563083003777,0.6132304568508542
V,0.5,10,2,3,0.4714835942747751,0.6881206678493907
V,0.5,10,3,3,0.5054008766049222,0.6701417253515484
V,0.5,10,4,3,0.4683666797627433,0.6405360936778948
V,0.5,10,5,3,0.3691466395698099,0.6671169989609987
V,0.5,10,6,3,0.42228760814166305,0.6765449712622044
V,0.5,10,7,3,0.599624030225369,0.6811761910686723
V,0.5,10,8,3,0.3741090880689529,0.6634463488913701
V,0.5,10,9,3,0.5804903937280094,0.671644497533452
V,0.5,10,10,3,0.4775963149688619,0.5990685991199033
V,0.5,10,11,3,0.3044987229436582,0.6752067615630838
V,0.5,10,12,3,0.4275604293073148,0.7535485561077608
V,0.5,10,13,3,0.5556894402512284,0.6279890592346227
V,0.5,10,14,3,0.5764843813019159,0.7090742270092292
V,0.5,10,15,3,0.4695216350674252,0.610695114035937
V,0.5,10,16,3,0.3395159486337202,0.654604994394229
V,0.5,10,17,3,0.5995232519929066,0.7049836729268232
V,0.5,10,18,3,0.48260048258808114,0.7098016648740788
V,0.5,10,19,3,0.4325578586581866,0.6397480566717599
V,0.5,10,20,3,0.4411554536773015,0.7785333852725489
V,0.5,10,21,3,0.4439620956304246,0.6947893069839612
V,0.5,10,22,3,0.4616163297361854,0.6460984441427633
V,0.5,10,23,3,0.4819173949797603,0.6469185589663855
V,0.5,10,24,3,0.5899026367070697,0.6774953361438251
V,0.5,10,25,3,0.4656255555015639,0.704247248857837
V,0.5,10,26,3,0.5518260239439841,0.661709057371485
V,0.5,10,27,3,0.4974089604246883,0.6321535233684266
V,0.5,10,28,3,0.5547391104526087,0.7457301499507474
V,0.5,10,29,3,0.33663866844069773,0.6927682631169284
V,0.5,10,30,3,0.5709955937764785,0.7018212699389734
V,0.8,2,1,3,0.5633510806649863,0.7022045403370368
V,0.8,2,2,3,0.39041518851897444,0.6744020676128101
V,0.8,2,3,3,0.5065799278737293,0.7147827426343268
V,0.8,2,4,3,0.5364369803727762,0.7382275767880551
V,0.8,2,5,3,0.5285980196044674,0.7287398647161967
V,0.8,2,6,3,0.545559198656488,0.7297129556360801
V,0.8,2,7,3,0.4698838002644505,0.7126612469570831
V,0.8,2,8,3,0.5104105911281124,0.6779354548165346
V,0.8,2,9,3,0.5457320440106035,0.7009200349133943
V,0.8,2,10,3,0.4269626671976837,0.6279368608932285
V,0.8,2,11,3,0.4441735337764936,0.7274908336920067
V,0.8,2,12,3,0.5651198005097936,0.6702820147039373
V,0.8,2,13,3,0.47435720948858856,0.7633451287766075
