structure,tau,K,seed,shock_every,reshuffle_frac,initial_fitness,final_fitness,improvement,N,n_agents,T
V,0.8,5,21,10,0.25,0.529416689512981,0.6750658135469947,0.14564912403401364,15,30,40
V,0.8,5,22,10,0.25,0.48287921330542644,0.7163785398368064,0.23349932653138,15,30,40
V,0.8,5,23,10,0.25,0.49938794714176626,0.6692498843691884,0.16986193722742216,15,30,40
V,0.8,5,24,10,0.25,0.5947053615622163,0.6881315219726926,0.09342616041047624,15,30,40
V,0.8,5,25,10,0.25,0.5440118729103335,0.6750661731085691,0.1310543001982356,15,30,40
V,0.8,5,26,10,0.25,0.4868710175869229,0.7467773422135152,0.2599063246265923,15,30,40
V,0.8,5,27,10,0.25,0.5688261538113993,0.6457043341460565,0.07687818033465721,15,30,40
V,0.8,5,28,10,0.25,0.5153753263417475,0.7006047272702137,0.18522940092846618,15,30,40
V,0.8,5,29,10,0.25,0.5909047130877202,0.7626790834340496,0.17177437034632936,15,30,40
V,0.8,5,30,10,0.25,0.6253562213873216,0.7520724286105654,0.12671620722324384,15,30,40
V,0.8,10,1,10,0.25,0.5909930557519593,0.6522017367503267,0.061208680998367404,15,30,40
V,0.8,10,2,10,0.25,0.4478644259495118,0.6698292748274584,0.22196484887794654,15,30,40
V,0.8,10,3,10,0.25,0.529112829850135,0.6937704983200439,0.16465766846990892,15,30,40
V,0.8,10,4,10,0.25,0.5491235809768223,0.7242859600130276,0.17516237903620524,15,30,40
V,0.8,10,5,10,0.25,0.5695774081651559,0.622365255337873,0.05278784717271712,15,30,40
V,0.8,10,6,10,0.25,0.548279915237112,0.7018956372202235,0.15361572198311157,15,30,40
V,0.8,10,7,10,0.25,0.5731415768693415,0.6408485709046794,0.06770699403533786,15,30,40
V,0.8,10,8,10,0.25,0.4168872033890913,0.6181407629184813,0.20125355952939,15,30,40
V,0.8,10,9,10,0.25,0.509417109862581,0.6369739499889273,0.12755684012634627,15,30,40
V,0.8,10,10,10,0.25,0.45738517756554115,0.650477991482637,0.19309281391709582,15,30,40
V,0.8,10,11,10,0.25,0.5080114537677688,0.643616374012527,0.13560492024475823,15,30,40
V,0.8,10,12,10,0.25,0.4399020889050829,0.7166313947416102,0.2767293058365273,15,30,40
V,0.8,10,13,10,0.25,0.48336194499231333,0.7129893169252582,0.2296273719329449,15,30,40
V,0.8,10,14,10,0.25,0.5354311712666194,0.7122237956441715,0.17679262437755205,15,30,40
V,0.8,10,15,10,0.25,0.5071853601225912,0.6921770154704776,0.18499165534788642,15,30,40
V,0.8,10,16,10,0.25,0.6085298769844871,0.6913451472084439,0.08281527022395674,15,30,40
V,0.8,10,17,10,0.25,0.5843979367476997,0.6310622520002356,0.04666431525253589,15,30,40
V,0.8,10,18,10,0.25,0.39944141351369944,0.6514325343650879,0.2519911208513884,15,30,40
V,0.8,10,19,10,0.25,0.44764283067264965,0.688321168924387,0.24067833825173734,15,30,40
V,0.8,10,20,10,0.25,0.4585854726069666,0.7004346458447566,0.24184917323778998,15,30,40
V,0.8,10,21,10,0.25,0.584796003887527,0.6294175220336289,0.044621518146101935,15,30,40
V,0.8,10,22,10,0.25,0.5287710396346444,0.6879928167086778,0.1592217770740334,15,30,40
V,0.8,10,23,10,0.25,0.4554499417592662,0.6004138217734972,0.14496388001423105,15,30,40
V,0.8,10,24,10,0.25,0.5120613467156132,0.6294970940259282,0.11743574731031503,15,30,40
V,0.8,10,25,10,0.25,0.4654325245493464,0.6518117066575861,0.18637918210823973,15,30,40
V,0.8,10,26,10,0.25,0.4885047941952967,0.6507346484447041,0.1622298542494074,15,30,40
V,0.8,10,27,10,0.25,0.542864433116737,0.6204890510565079,0.07762461793977082,15,30,40
V,0.8,10,28,10,0.25,0.3356366404376482,0.6340101795359075,0.29837353909825937,15,30,40
V,0.8,10,29,10,0.25,0.6013137703602186,0.7433348477395872,0.14202107737936864,15,30,40
V,0.8,10,30,10,0.25,0.44495306203232876,0.6178824984442719,0.17292943641194314,15,30,40
V,0.2,2,1,5,0.25,0.5238380777485232,0.6829844630454619,0.1591463852969387,15,30,40
V,0.2,2,2,5,0.25,0.45618123992012016,0.6414087454541869,0.18522750553406675,15,30,40
V,0.2,2,3,5,0.25,0.32743005201746034,0.6405840778435046,0.31315402582604424,15,30,40
V,0.2,2,4,5,0.25,0.4496077235636748,0.6602130938410465,0.21060537027737175,15,30,40
V,0.2,2,5,5,0.25,0.4724594533383206,0.7374035954078876,0.26494414206956696,15,30,40
V,0.2,2,6,5,0.25,0.4903449487571555,0.681560359649327,0.19121541089217153,15,30,40
V,0.2,2,7,5,0.25,0.6352545146467443,0.683853919142184,0.048599404495439646,15,30,40
V,0.2,2,8,5,0.25,0.34790614223201405,0.780705629424954,0.43279948719294,15,30,40
V,0.2,2,9,5,0.25,0.4803841210165442,0.625373580112757,0.1449894590962128,15,30,40
V,0.2,2,10,5,0.25,0.4709188240829199,0.6259180737832128,0.15499924970029294,15,30,40
V,0.2,2,11,5,0.25,0.43498351687639875,0.6910083496786495,0.2560248328022508,15,30,40
V,0.2,2,12,5,0.25,0.4643014212746458,0.647801308214651,0.18349988694000519,15,30,40
V,0.2,2,13,5,0.25,0.5209311818522403,0.7059226095395054,0.18499142768726506,15,30,40
V,0.2,2,14,5,0.25,0.36379689711957613,0.6771915965127466,0.3133946993931705,15,30,40
V,0.2,2,15,5,0.25,0.5006222631189504,0.6686265304181077,0.1680042672991573,15,30,40
V,0.2,2,16,5,0.25,0.5070616583045527,0.6748523643951797,0.16779070609062696,15,30,40
V,0.2,2,17,5,0.25,0.482169671696786,0.7326106691964408,0.2504409974996548,15,30,40
V,0.2,2,18,5,0.25,0.3828286073115137,0.713249461477625,0.33042085416611133,15,30,40
V,0.2,2,19,5,0.25,0.4089096392955975,0.6721473214270562,0.26323768213145876,15,30,40
V,0.2,2,20,5,0.25,0.3806952565243795,0.7142887175712751,0.3335934610468956,15,30,40
V,0.2,2,21,5,0.25,0.4829975747321583,0.6683075533332083,0.18530997860105003,15,30,40
V,0.2,2,22,5,0.25,0.42905094529189647,0.701878271217608,0.2728273259257116,15,30,40
V,0.2,2,23,5,0.25,0.36737746030837964,0.7699098193118873,0.40253235900350764,15,30,40
V,0.2,2,24,5,0.25,0.4463901408204754,0.7081180533399237,0.2617279125194483,15,30,40
V,0.2,2,25,5,0.25,0.4250706611943811,0.6760544196191612,0.25098375842478016,15,30,40
V,0.2,2,26,5,0.25,0.5507342930261949,0.7565083507941117,0.2057740577679168,15,30,40
V,0.2,2,27,5,0.25,0.44714980800216697,0.6522227822399228,0.20507297423775583,15,30,40
V,0.2,2,28,5,0.25,0.641744754422538,0.7304193937468743,0.08867463932433628,15,30,40
V,0.2,2,29,5,0.25,0.36610592648138224,0.8029058904055975,0.4367999639242152,15,30,40
V,0.2,2,30,5,0.25,0.42829450527142304,0.70575502655789,0.277460521286467,15,30,40
V,0.2,5,1,5,0.25,0.5604462490703562,0.7371491609673512,0.17670291189699494,15,30,40
V,0.2,5,2,5,0.25,0.5276769478371444,0.6490714288820267,0.12139448104488237,15,30,40
V,0.2,5,3,5,0.25,0.5900943443162584,0.7290572434567291,0.13896289914047066,15,30,40
V,0.2,5,4,5,0.25,0.5033895249230079,0.6387579997892465,0.1353684748662386,15,30,40
V,0.2,5,5,5,0.25,0.484601955502796,0.6460481413169157,0.16144618581411968,15,30,40
V,0.2,5,6,5,0.25,0.5456290209016925,0.6989792626739478,0.1533502417722553,15,30,40
V,0.2,5,7,5,0.25,0.3069623989385237,0.6493359470603971,0.34237354812187343,15,30,40
V,0.2,5,8,5,0.25,0.519035172458666,0.7016251899958479,0.18259001753718185,15,30,40
V,0.2,5,9,5,0.25,0.5607449552388215,0.6666740882125782,0.10592913297375672,15,30,40
V,0.2,5,10,5,0.25,0.5871518306386074,0.6321947421294111,0.04504291149080364,15,30,40
V,0.2,5,11,5,0.25,0.5253677911304951,0.7745075759151975,0.24913978478470233,15,30,40
V,0.2,5,12,5,0.25,0.4621787661901892,0.7249898924507758,0.2628111262605866,15,30,40
V,0.2,5,13,5,0.25,0.5695982664389432,0.7042218168114452,0.13462355037250207,15,30,40
V,0.2,5,14,5,0.25,0.40189237945086675,0.6461935173085466,0.24430113785767982,15,30,40
V,0.2,5,15,5,0.25,0.44320212020235855,0.6848415117054041,0.24163939150304553,15,30,40
V,0.2,5,16,5,0.25,0.5180110559489648,0.7057787221958431,0.18776766624687835,15,30,40
V,0.2,5,17,5,0.25,0.6582124951922496,0.6861502242325107,0.02793772904026115,15,30,40
V,0.2,5,18,5,0.25,0.5764865523798511,0.7103268190207855,0.1338402666409344,15,30,40
V,0.2,5,19,5,0.25,0.5638433454646444,0.728060096818449,0.16421675135380454,15,30,40
V,0.2,5,20,5,0.25,0.5287124612988172,0.7428305807704927,0.21411811947167547,15,30,40
V,0.2,5,21,5,0.25,0.46531737224803804,0.6574444472815238,0.1921270750334858,15,30,40
V,0.2,5,22,5,0.25,0.4690474166417968,0.6969278802658178,0.22788046362402098,15,30,40
V,0.2,5,23,5,0.25,0.5194844228724755,0.6796298971356295,0.16014547426315395,15,30,40
V,0.2,5,24,5,0.25,0.6106566770306036,0.6765803798047217,0.06592370277411819,15,30,40
V,0.2,5,25,5,0.25,0.5571037922612551,0.6552653109829425,0.09816151872168744,15,30,40
V,0.2,5,26,5,0.25,0.5052830814925708,0.7068481630057304,0.20156508151315955,15,30,40
V,0.2,5,27,5,0.25,0.639418067296327,0.6040471452392572,-0.03537092205706982,15,30,40
V,0.2,5,28,5,0.25,0.4957280659188655,0.6308630694108986,0.13513500349203317,15,30,40
V,0.2,5,29,5,0.25,0.41965105574948447,0.6918051205021638,0.27215406475267934,15,30,40
V,0.2,5,30,5,0.25,0.4997840718821098,0.7184124881212461,0.21862841623913631,15,30,40
V,0.2,10,1,5,0.25,0.40225345675298335,0.7303062485140305,0.3280527917610471,15,30,40
V,0.2,10,2,5,0.25,0.5044077311006857,0.6617736159324576,0.15736588483177194,15,30,40
V,0.2,10,3,5,0.25,0.41294019616244104,0.7037696251245441,0.29082942896210306,15,30,40
V,0.2,10,4,5,0.25,0.44002276303010235,0.7476559235245418,0.30763316049443945,15,30,40
V,0.2,10,5,5,0.25,0.5264635757150492,0.668953708629377,0.14249013291432777,15,30,40
V,0.2,10,6,5,0.25,0.5967572580429964,0.669093385543778,0.07233612750078156,15,30,40
V,0.2,10,7,5,0.25,0.4196241735975512,0.6210106568945426,0.20138648329699138,15,30,40
V,0.2,10,8,5,0.25,0.6375552141040466,0.6910948895082311,0.05353967540418447,15,30,40
V,0.2,10,9,5,0.25,0.4969925122127344,0.7851794282833351,0.2881869160706007,15,30,40
V,0.2,10,10,5,0.25,0.5159845745551043,0.7354640006992618,0.2194794261441575,15,30,40
V,0.2,10,11,5,0.25,0.44725580525266345,0.6462251235352543,0.19896931828259085,15,30,40
V,0.2,10,12,5,0.25,0.4380675796369678,0.7293212404556184,0.2912536608186506,15,30,40
V,0.2,10,13,5,0.25,0.5822884197339742,0.7300260745320132,0.14773765479803902,15,30,40
V,0.2,10,14,5,0.25,0.6013659911885202,0.7317037411944489,0.13033775000592873,15,30,40
V,0.2,10,15,5,0.25,0.4936888330520652,0.6445957120399891,0.15090687898792393,15,30,40
V,0.2,10,16,5,0.25,0.4345465141506582,0.6512103550481053,0.2166638408974471,15,30,40
V,0.2,10,17,5,0.25,0.35672141119521544,0.7191585805375068,0.36243716934229137,15,30,40
V,0.2,10,18,5,0.25,0.5364241372343856,0.6289280251159929,0.09250388788160724,15,30,40
V,0.2,10,19,5,0.25,0.42489412477153093,0.6322234742155092,0.20732934944397824,15,30,40
V,0.2,10,20,5,0.25,0.5665116210040846,0.667983804273585,0.10147218326950036,15,30,40
V,0.2,10,21,5,0.25,0.41749525960608797,0.6712804965988735,0.2537852369927855,15,30,40
V,0.2,10,22,5,0.25,0.49283964527932156,0.6078402671608785,0.11500062188155691,15,30,40
V,0.2,10,23,5,0.25,0.4943912854862242,0.6455630106073461,0.15117172512112192,15,30,40
V,0.2,10,24,5,0.25,0.5576942364487051,0.6633384358595773,0.10564419941087222,15,30,40
V,0.2,10,25,5,0.25,0.4605975934600247,0.6451193032216461,0.1845217097616214,15,30,40
V,0.2,10,26,5,0.25,0.45864648766376825,0.6779690875903204,0.21932259992655212,15,30,40
V,0.2,10,27,5,0.25,0.5427856267292712,0.6321756897133421,0.08939006298407093,15,30,40
V,0.2,10,28,5,0.25,0.5321181825987862,0.6161636778828917,0.08404549528410554,15,30,40
V,0.2,10,29,5,0.25,0.5481955862325515,0.6376657371565191,0.0894701509239676,15,30,40
V,0.2,10,30,5,0.25,0.37902030628292743,0.6176239721182591,0.2386036658353317,15,30,40
V,0.5,2,1,5,0.25,0.6188647648889155,0.6817781916336705,0.06291342674475497,15,30,40
V,0.5,2,2,5,0.25,0.5132610126476539,0.6518938085414269,0.13863279589377298,15,30,40
V,0.5,2,3,5,0.25,0.5007862079885942,0.717343095483002,0.21655688749440782,15,30,40
V,0.5,2,4,5,0.25,0.5399093835507983,0.667846068365165,0.1279366848143667,15,30,40
V,0.5,2,5,5,0.25,0.5300181060552414,0.7576500561151059,0.22763195005986459,15,30,40
V,0.5,2,6,5,0.25,0.5836167218511269,0.7479866922791749,0.16436997042804802,15,30,40
V,0.5,2,7,5,0.25,0.44222555436283867,0.7078467211890184,0.2656211668261797,15,30,40
V,0.5,2,8,5,0.25,0.554874685068718,0.621712157113372,0.06683747204465407,15,30,40
V,0.5,2,9,5,0.25,0.5573678713214351,0.7047159713603857,0.1473481000389506,15,30,40
V,0.5,2,10,5,0.25,0.44991818867225203,0.5966031213031233,0.1466849326308713,15,30,40
V,0.5,2,11,5,0.25,0.2457443221739253,0.6765105322141888,0.4307662100402635,15,30,40
V,0.5,2,12,5,0.25,0.46933082166261175,0.6262744137216081,0.15694359205899633,15,30,40
V,0.5,2,13,5,0.25,0.4868308256149719,0.6199420127591707,0.13311118714419884,15,30,40
V,0.5,2,14,5,0.25,0.4408033454544335,0.6204119548165736,0.17960860936214013,15,30,40
V,0.5,2,15,5,0.25,0.5720814495724601,0.6599168704826831,0.087835420910223,15,30,40
V,0.5,2,16,5,0.25,0.5137642250709348,0.6792808157044371,0.16551659063350233,15,30,40
V,0.5,2,17,5,0.25,0.5407647207343953,0.5664020283379093,0.025637307603514015,15,30,40
V,0.5,2,18,5,0.25,0.5410149839210965,0.651670082023278,0.11065509810218155,15,30,40
V,0.5,2,19,5,0.25,0.5176601615682334,0.7357295906807432,0.21806942911250982,15,30,40
V,0.5,2,20,5,0.25,0.47289316083768507,0.707421939336688,0.2345287784990029,15,30,40
V,0.5,2,21,5,0.25,0.5476534754320315,0.692298368912612,0.14464489348058052,15,30,40
V,0.5,2,22,5,0.25,0.4405949986102371,0.8036293448699932,0.36303434625975606,15,30,40
V,0.5,2,23,5,0.25,0.6902431588606444,0.6775783129134982,-0.01266484594714612,15,30,40
V,0.5,2,24,5,0.25,0.5070749568468379,0.6170381024094718,0.10996314556263387,15,30,40
V,0.5,2,25,5,0.25,0.44860425991490555,0.6440444635307604,0.19544020361585485,15,30,40
V,0.5,2,26,5,0.25,0.46655299696468766,0.7387121145262625,0.27215911756157485,15,30,40
V,0.5,2,27,5,0.25,0.4757973327945626,0.6936856867869612,0.2178883539923986,15,30,40
V,0.5,2,28,5,0.25,0.6258305089591742,0.7063570338180277,0.08052652485885348,15,30,40
V,0.5,2,29,5,0.25,0.42051605719161755,0.7586064212003972,0.3380903640087797,15,30,40
V,0.5,2,30,5,0.25,0.5750313879166981,0.7065911159255498,0.13155972800885174,15,30,40
V,0.5,5,1,5,0.25,0.5193010920342196,0.7039898765507769,0.18468878451655735,15,30,40
V,0.5,5,2,5,0.25,0.334103361006003,0.6958640608048084,0.36176069979880543,15,30,40
V,0.5,5,3,5,0.25,0.5180885925206941,0.717495890446552,0.19940729792585798,15,30,40
V,0.5,5,4,5,0.25,0.4410563640594252,0.7338465853748073,0.29279022131538207,15,30,40
V,0.5,5,5,5,0.25,0.4586208450838223,0.708652045413507,0.25003120032968473,15,30,40
V,0.5,5,6,5,0.25,0.4671981915387858,0.6880822510913368,0.22088405955255103,15,30,40
V,0.5,5,7,5,0.25,0.4905281347777896,0.5617467689644337,0.07121863418664404,15,30,40
V,0.5,5,8,5,0.25,0.4377417744982995,0.7831718690622527,0.3454300945639532,15,30,40
V,0.5,5,9,5,0.25,0.5059262211659424,0.681047796345874,0.17512157517993154,15,30,40
V,0.5,5,10,5,0.25,0.4973356615925876,0.7127593059857801,0.2154236443931925,15,30,40
V,0.5,5,11,5,0.25,0.5349622207714845,0.7691287195061443,0.23416649873465978,15,30,40
V,0.5,5,12,5,0.25,0.5386317510935016,0.6130192940429681,0.07438754294946648,15,30,40
V,0.5,5,13,5,0.25,0.4389313585531251,0.6479634285382441,0.20903206998511897,15,30,40
V,0.5,5,14,5,0.25,0.5798835229242734,0.7062974299840422,0.12641390705976885,15,30,40
V,0.5,5,15,5,0.25,0.45536741313241097,0.6614257220675032,0.2060583089350922,15,30,40
V,0.5,5,16,5,0.25,0.5134071040075197,0.727133138764683,0.21372603475716334,15,30,40
V,0.5,5,17,5,0.25,0.5400915791391065,0.6491975428972391,0.10910596375813253,15,30,40
V,0.5,5,18,5,0.25,0.4638372769970544,0.6646692082864682,0.20083193128941385,15,30,40
V,0.5,5,19,5,0.25,0.5076866796977302,0.7296876488128036,0.2220009691150734,15,30,40
V,0.5,5,20,5,0.25,0.5207725143712073,0.6519377324504436,0.1311652180792363,15,30,40
V,0.5,5,21,5,0.25,0.4567213163011328,0.6739469512439791,0.2172256349428463,15,30,40
V,0.5,5,22,5,0.25,0.5924411372686975,0.7036961878625186,0.11125505059382113,15,30,40
V,0.5,5,23,5,0.25,0.5616527499914283,0.7769028366950864,0.21525008670365808,15,30,40
V,0.5,5,24,5,0.25,0.4219274315898131,0.6485552245756107,0.22662779298579755,15,30,40
V,0.5,5,25,5,0.25,0.38320061554142537,0.7021791452687015,0.31897852972727614,15,30,40
V,0.5,5,26,5,0.25,0.6238298739375882,0.635095614615518,0.011265740677929847,15,30,40
V,0.5,5,27,5,0.25,0.5077946341280087,0.6461783769862633,0.1383837428582546,15,30,40
V,0.5,5,28,5,0.25,0.5929998702390785,0.6147940828982866,0.021794212659208112,15,30,40
V,0.5,5,29,5,0.25,0.458873338545289,0.7489427084681299,0.29006936992284094,15,30,40
V,0.5,5,30,5,0.25,0.5965702460535723,0.6510681793309016,0.054497933277329214,15,30,40
V,0.5,10,1,5,0.25,0.6157761858907731,0.6634751409684624,0.04769895507768929,15,30,40
V,0.5,10,2,5,0.25,0.4460264839866395,0.6946175680601667,0.2485910840735272,15,30,40
V,0.5,10,3,5,0.25,0.4421061534496508,0.6938331972345526,0.2517270437849018,15,30,40
V,0.5,10,4,5,0.25,0.5502791068550186,0.6392792768765548,0.08900017002153626,15,30,40
V,0.5,10,5,5,0.25,0.5335870661860233,0.5814897514110136,0.047902685224990305,15,30,40
V,0.5,10,6,5,0.25,0.47444878421528786,0.7718429684483437,0.2973941842330558,15,30,40
V,0.5,10,7,5,0.25,0.46604512849239216,0.6924139817925518,0.2263688533001596,15,30,40
V,0.5,10,8,5,0.25,0.5087231812676297,0.6748536015247494,0.16613042025711966,15,30,40
V,0.5,10,9,5,0.25,0.4328676886563149,0.7111400080564327,0.2782723194001178,15,30,40
V,0.5,10,10,5,0.25,0.5494639238424086,0.6145448891420707,0.06508096529966212,15,30,40
V,0.5,10,11,5,0.25,0.521347533062428,0.5893203304159994,0.06797279735357142,15,30,40
V,0.5,10,12,5,0.25,0.5024683458764064,0.6333253706414711,0.13085702476506467,15,30,40
V,0.5,10,13,5,0.25,0.5045043135639707,0.647968669730453,0.14346435616648223,15,30,40
V,0.5,10,14,5,0.25,0.2867783987091501,0.696965372754033,0.4101869740448829,15,30,40
V,0.5,10,15,5,0.25,0.5007851168714277,0.6133036212214785,0.11251850435005084,15,30,40
V,0.5,10,16,5,0.25,0.47059087752590234,0.6061430332509965,0.13555215572509416,15,30,40
V,0.5,10,17,5,0.25,0.5421657904280498,0.6476190764716576,0.10545328604360782,15,30,40
V,0.5,10,18,5,0.25,0.5853035022943396,0.6922531905200767,0.10694968822573714,15,30,40
V,0.5,10,19,5,0.25,0.5305233166494062,0.7359459286964324,0.20542261204702617,15,30,40
V,0.5,10,20,5,0.25,0.4671120927114765,0.7091495349859783,0.2420374422745018,15,30,40
V,0.5,10,21,5,0.25,0.49551139170018754,0.6713430795688268,0.17583168786863923,15,30,40
V,0.5,10,22,5,0.25,0.562218397197101,0.6538243671616459,0.09160596996454495,15,30,40
V,0.5,10,23,5,0.25,0.47008432223984065,0.6046790279165557,0.13459470567671505,15,30,40
V,0.5,10,24,5,0.25,0.5185648079204002,0.6769688195187893,0.15840401159838913,15,30,40
V,0.5,10,25,5,0.25,0.5286415224840735,0.6682968203214588,0.13965529783738528,15,30,40
V,0.5,10,26,5,0.25,0.3786182653085618,0.6391056263250365,0.26048736101647474,15,30,40
V,0.5,10,27,5,0.25,0.3174825030207051,0.7422104345631796,0.4247279315424745,15,30,40
V,0.5,10,28,5,0.25,0.5196001346615644,0.7326128978453907,0.21301276318382634,15,30,40
V,0.5,10,29,5,0.25,0.39964582790428427,0.6740113216226489,0.2743654937183646,15,30,40
V,0.5,10,30,5,0.25,0.5172515753720709,0.6660749878918932,0.14882341251982234,15,30,40
V,0.8,2,1,5,0.25,0.4813493552286045,0.7025640641416182,0.2212147089130137,15,30,40
V,0.8,2,2,5,0.25,0.4452048238124924,0.7161807419652113,0.27097591815271893,15,30,40
V,0.8,2,3,5,0.25,0.6579107965153734,0.708040554117708,0.050129757602334624,15,30,40
V,0.8,2,4,5,0.25,0.4697547021091759,0.6769072791689166,0.20715257705974066,15,30,40
V,0.8,2,5,5,0.25,0.4487538201271471,0.6883655078901666,0.2396116877630195,15,30,40
V,0.8,2,6,5,0.25,0.4845972689807752,0.6284624082507604,0.14386513926998518,15,30,40
V,0.8,2,7,5,0.25,0.44784207523594116,0.6297978193105642,0.18195574407462306,15,30,40
V,0.8,2,8,5,0.25,0.4820731727986941,0.7316791514910074,0.24960597869231327,15,30,40
V,0.8,2,9,5,0.25,0.576330395668362,0.7312399036818783,0.15490950801351633,15,30,40
V,0.8,2,10,5,0.25,0.43863427947616707,0.7320338301147873,0.2933995506386202,15,30,40
V,0.8,2,11,5,0.25,0.4010409781782461,0.6431171446708064,0.2420761664925603,15,30,40
V,0.8,2,12,5,0.25,0.5499379070554369,0.6852208775738474,0.13528297051841054,15,30,40
V,0.8,2,13,5,0.25,0.5504096738229123,0.7227608758921465,0.17235120206923427,15,30,40
V,0.8,2,14,5,0.25,0.35869489938540383,0.7030114930493562,0.34431659366395234,15,30,40
V,0.8,2,15,5,0.25,0.48704693659025095,0.6338911895013551,0.1468442529111042,15,30,40
V,0.8,2,16,5,0.25,0.506484311323949,0.6958136485526072,0.1893293372286582,15,30,40
V,0.8,2,17,5,0.25,0.5164255958872964,0.6264086658567414,0.10998306996944496,15,30,40
V,0.8,2,18,5,0.25,0.442792301067675,0.7292273385349827,0.2864350374673077,15,30,40
V,0.8,2,19,5,0.25,0.5076947492947755,0.7706168049090903,0.2629220556143148,15,30,40
V,0.8,2,20,5,0.25,0.5919271907648901,0.7421790958057948,0.1502519050409047,15,30,40
V,0.8,2,21,5,0.25,0.5297742809042203,0.6576529588185512,0.12787867791433094,15,30,40
V,0.8,2,22,5,0.25,0.43358923935297883,0.7346639218648505,0.3010746825118717,15,30,40
V,0.8,2,23,5,0.25,0.40292434523474124,0.6240477941782141,0.22112344894347286,15,30,40
V,0.8,2,24,5,0.25,0.530079954974481,0.6696227873367858,0.1395428323623048,15,30,40
V,0.8,2,25,5,0.25,0.39448088293621664,0.6034744973821081,0.20899361444589148,15,30,40
V,0.8,2,26,5,0.25,0.5810583303652943,0.7579949132982882,0.17693658293299386,15,30,40
V,0.8,2,27,5,0.25,0.44268207160123274,0.6959780561170373,0.2532959845158046,15,30,40
V,0.8,2,28,5,0.25,0.6799873672139525,0.6906281939493694,0.010640826735416886,15,30,40
V,0.8,2,29,5,0.25,0.4406945052974084,0.6552447567131234,0.21455025141571504,15,30,40
V,0.8,2,30,5,0.25,0.5374993053797296,0.5762352093355312,0.03873590395580162,15,30,40
V,0.8,5,1,5,0.25,0.6134283167055702,0.6771779530285683,0.06374963632299813,15,30,40
V,0.8,5,2,5,0.25,0.46383102350054045,0.6701264287112728,0.20629540521073236,15,30,40
V,0.8,5,3,5,0.25,0.4998780182008314,0.6833377365469829,0.18345971834615155,15,30,40
V,0.8,5,4,5,0.25,0.4572550867457767,0.6748826996175136,0.21762761287173688,15,30,40
V,0.8,5,5,5,0.25,0.35844330808828323,0.7254395461705871,0.3669962380823039,15,30,40
V,0.8,5,6,5,0.25,0.548219792251311,0.6951855857237086,0.14696579347239758,15,30,40
V,0.8,5,7,5,0.25,0.405646822863055,0.6821370079506974,0.27649018508764245,15,30,40
V,0.8,5,8,5,0.25,0.46123616852702004,0.7132564936378419,0.2520203251108219,15,30,40
V,0.8,5,9,5,0.25,0.44570534318276483,0.7075946460879551,0.26188930290519025,15,30,40
V,0.8,5,10,5,0.25,0.5526425418477434,0.7308957827827229,0.17825324093497952,15,30,40
V,0.8,5,11,5,0.25,0.5612385169540475,0.7281488302599334,0.1669103133058859,15,30,40
V,0.8,5,12,5,0.25,0.5394470779069571,0.64973452930587,0.11028745139891283,15,30,40
V,0.8,5,13,5,0.25,0.3957620148105649,0.6465704602009745,0.25080844539040964,15,30,40
V,0.8,5,14,5,0.25,0.5036609034857782,0.7172574665389515,0.21359656305317332,15,30,40
V,0.8,5,15,5,0.25,0.5782133581933968,0.6983640128613423,0.1201506546679455,15,30,40
V,0.8,5,16,5,0.25,0.5613076049549328,0.6865042407239187,0.12519663576898588,15,30,40
V,0.8,5,17,5,0.25,0.45287295474287137,0.711505913737033,0.2586329589941616,15,30,40
V,0.8,5,18,5,0.25,0.6089898856287017,0.7043259825462118,0.0953360969175101,15,30,40
V,0.8,5,19,5,0.25,0.5226146269055938,0.6753529627744523,0.15273833586885854,15,30,40
V,0.8,5,20,5,0.25,0.5204660169093533,0.6476892194194613,0.127223202510108,15,30,40
V,0.8,5,21,5,0.25,0.5789060811613503,0.6042725615107541,0.025366480349403808,15,30,40
V,0.8,5,22,5,0.25,0.5712662229631827,0.6562341652074208,0.08496794224423809,15,30,40
V,0.8,5,23,5,0.25,0.5536296422397077,0.5753093365172489,0.02167969427754124,15,30,40
V,0.8,5,24,5,0.25,0.48813779408026076,0.7153282362515494,0.22719044217128864,15,30,40
V,0.8,5,25,5,0.25,0.4636222432810935,0.7097953744019088,0.24617313112081524,15,30,40
V,0.8,5,26,5,0.25,0.4755918023247174,0.7448631630798855,0.2692713607551681,15,30,40
V,0.8,5,27,5,0.25,0.635771730673058,0.6655157326337305,0.029744001960672506,15,30,40
V,0.8,5,28,5,0.25,0.46250662486240235,0.6608352273169439,0.19832860245454154,15,30,40
V,0.8,5,29,5,0.25,0.43631426072742324,0.7714907953881797,0.3351765346607564,15,30,40
V,0.8,5,30,5,0.25,0.5090604495304526,0.7717566670835888,0.2626962175531362,15,30,40
V,0.8,10,1,5,0.25,0.5989723093891877,0.6488973450746092,0.049925035685421504,15,30,40
V,0.8,10,2,5,0.25,0.4419252380525247,0.629307650205137,0.1873824121526123,15,30,40
V,0.8,10,3,5,0.25,0.45564464384663333,0.6921513643158188,0.23650672046918547,15,30,40
V,0.8,10,4,5,0.25,0.640672715964224,0.6249408810014552,-0.015731834962768865,15,30,40
V,0.8,10,5,5,0.25,0.3595129906984018,0.7045305280633893,0.3450175373649875,15,30,40
