structure,tau,K,seed,initial_fitness,final_fitness,peak_fitness,improvement,steps_to_95pct,n_improvements,n_stalls,N,n_agents,T
V,0.8,5,40,0.5871750772241892,0.7336174854287153,0.7336174854287153,0.14644240820452614,5,5,35,15,30,40
V,0.8,10,1,0.4356503892878554,0.7609989252576561,0.7609989252576561,0.32534853596980073,4,4,36,15,30,40
V,0.8,10,2,0.5160208037699142,0.6854462623385216,0.6854462623385216,0.16942545856860736,3,3,37,15,30,40
V,0.8,10,3,0.6165714414965517,0.7737341483153026,0.7737341483153026,0.15716270681875089,2,2,38,15,30,40
V,0.8,10,4,0.5276016372993761,0.6708836689117728,0.6708836689117728,0.1432820316123966,3,3,37,15,30,40
V,0.8,10,5,0.5413469226588167,0.7457208202312376,0.7457208202312376,0.20437389757242097,4,4,36,15,30,40
V,0.8,10,6,0.4290999018445524,0.6821245553502023,0.6821245553502023,0.25302465350564995,2,2,38,15,30,40
V,0.8,10,7,0.5083559964462209,0.6706846634464149,0.6706846634464149,0.162328667000194,2,2,38,15,30,40
V,0.8,10,8,0.5079306376219217,0.6406532830939714,0.6406532830939714,0.1327226454720497,2,2,38,15,30,40
V,0.8,10,9,0.5253418572333067,0.7329849220620576,0.7329849220620576,0.20764306482875083,3,3,37,15,30,40
V,0.8,10,10,0.5107586566234199,0.707058509979319,0.707058509979319,0.19629985335589906,2,2,38,15,30,40
V,0.8,10,11,0.5327998905728731,0.7358661565906647,0.7358661565906647,0.20306626601779154,2,2,38,15,30,40
V,0.8,10,12,0.6017251331158742,0.6913768797307529,0.6913768797307529,0.08965174661487874,1,1,39,15,30,40
V,0.8,10,13,0.4866598086073362,0.6968156170988998,0.6968156170988998,0.21015580849156362,4,4,36,15,30,40
V,0.8,10,14,0.4524774217813458,0.7220268583731725,0.7220268583731725,0.2695494365918267,5,5,35,15,30,40
V,0.8,10,15,0.5459529585252983,0.7239524546958197,0.7239524546958197,0.17799949617052135,2,2,38,15,30,40
V,0.8,10,16,0.5084671770123914,0.6878856518960033,0.6878856518960033,0.17941847488361184,2,2,38,15,30,40
V,0.8,10,17,0.5493627600721037,0.6162130545593147,0.6162130545593147,0.06685029448721103,2,2,38,15,30,40
V,0.8,10,18,0.5123141263968428,0.6489060263833208,0.6489060263833208,0.13659189998647803,2,2,38,15,30,40
V,0.8,10,19,0.4362518130312053,0.6694725794804448,0.6694725794804448,0.2332207664492395,1,2,38,15,30,40
V,0.8,10,20,0.4374399793911716,0.6620368906677743,0.6620368906677743,0.2245969112766027,3,3,37,15,30,40
V,0.8,10,21,0.47705213937463387,0.6978472817440944,0.6978472817440944,0.22079514236946052,2,2,38,15,30,40
V,0.8,10,22,0.5569163629270134,0.732517316423793,0.732517316423793,0.17560095349677962,3,3,37,15,30,40
V,0.8,10,23,0.5883382048336397,0.6586260795430351,0.6586260795430351,0.07028787470939535,3,3,37,15,30,40
V,0.8,10,24,0.5230907190395885,0.6554363193351284,0.6554363193351284,0.13234560029553988,1,1,39,15,30,40
V,0.8,10,25,0.53563415722866,0.7122610608503026,0.7122610608503026,0.17662690362164257,1,1,39,15,30,40
V,0.8,10,26,0.5356175411645651,0.6620741254811485,0.6620741254811485,0.12645658431658346,4,4,36,15,30,40
V,0.8,10,27,0.4302580071136193,0.680178121268868,0.680178121268868,0.24992011415524873,2,2,38,15,30,40
V,0.8,10,28,0.5121707262749723,0.6606620387600122,0.6606620387600122,0.14849131248503988,1,1,39,15,30,40
V,0.8,10,29,0.5228504163393557,0.7193663855583737,0.7193663855583737,0.19651596921901804,1,1,39,15,30,40
V,0.8,10,30,0.5029206215239227,0.632413565495234,0.632413565495234,0.12949294397131128,2,2,38,15,30,40
V,0.8,10,31,0.43900834271658673,0.6418945894990817,0.6418945894990817,0.202886246782495,3,3,37,15,30,40
V,0.8,10,32,0.44685485612258086,0.7184660037690721,0.7184660037690721,0.27161114764649125,3,3,37,15,30,40
V,0.8,10,33,0.6686131459635847,0.682524055704742,0.682524055704742,0.013910909741157274,1,1,39,15,30,40
V,0.8,10,34,0.3920216941589962,0.6193538968258864,0.6193538968258864,0.2273322026668902,2,2,38,15,30,40
V,0.8,10,35,0.4638747106179247,0.692401649297592,0.692401649297592,0.22852693867966728,4,4,36,15,30,40
V,0.8,10,36,0.5747152952162232,0.6755248866659916,0.6755248866659916,0.10080959144976842,1,1,39,15,30,40
V,0.8,10,37,0.6523543124938685,0.7486788036700841,0.7486788036700841,0.09632449117621555,1,1,39,15,30,40
V,0.8,10,38,0.5778971506289952,0.6749183738388268,0.6749183738388268,0.09702122320983164,3,3,37,15,30,40
V,0.8,10,39,0.4701425200245517,0.7756085998929524,0.7756085998929524,0.3054660798684007,2,2,38,15,30,40
V,0.8,10,40,0.4380711554110612,0.7321060029840468,0.7321060029840468,0.29403484757298565,2,2,38,15,30,40
V,0.9,2,1,0.40866936119906305,0.7162844001632692,0.7162844001632692,0.30761503896420617,5,6,34,15,30,40
V,0.9,2,2,0.45221068464617675,0.6764865530725598,0.6764865530725598,0.22427586842638303,7,7,33,15,30,40
V,0.9,2,3,0.563104056311699,0.696860685947378,0.696860685947378,0.13375662963567903,4,4,36,15,30,40
V,0.9,2,4,0.5820552138851606,0.7561470521747163,0.7561470521747163,0.17409183828955577,5,5,35,15,30,40
V,0.9,2,5,0.4561427541862954,0.7250243049291851,0.7250243049291851,0.2688815507428897,5,5,35,15,30,40
V,0.9,2,6,0.5650311485575951,0.6734631319443641,0.6734631319443641,0.10843198338676907,2,2,38,15,30,40
V,0.9,2,7,0.4620253351651145,0.7164438616429505,0.7164438616429505,0.25441852647783597,7,8,32,15,30,40
V,0.9,2,8,0.4377696020899924,0.741210917679924,0.741210917679924,0.3034413155899316,10,10,30,15,30,40
V,0.9,2,9,0.48431129709612813,0.7253888779082053,0.7253888779082053,0.24107758081207714,5,6,34,15,30,40
V,0.9,2,10,0.48026560738378116,0.7465984127052017,0.7465984127052017,0.2663328053214205,6,7,33,15,30,40
V,0.9,2,11,0.4466305007489175,0.7570930983664377,0.7570930983664377,0.31046259761752015,6,6,34,15,30,40
V,0.9,2,12,0.40572169391103574,0.6559593513925556,0.6559593513925556,0.2502376574815198,5,6,34,15,30,40
V,0.9,2,13,0.4098429610621241,0.7027531884241882,0.7027531884241882,0.2929102273620641,4,6,34,15,30,40
V,0.9,2,14,0.49563794639755016,0.6734095163845466,0.6734095163845466,0.17777156998699645,3,5,35,15,30,40
V,0.9,2,15,0.460321863883588,0.6919558670189274,0.6919558670189274,0.23163400313533944,7,7,33,15,30,40
V,0.9,2,16,0.47864640619573307,0.7283237969947095,0.7283237969947095,0.24967739079897644,6,7,33,15,30,40
V,0.9,2,17,0.4638385568090789,0.7059334881690432,0.7059334881690432,0.24209493135996435,6,6,34,15,30,40
V,0.9,2,18,0.398191486630872,0.6812501788614961,0.6812501788614961,0.2830586922306241,7,8,32,15,30,40
V,0.9,2,19,0.41543331313078496,0.7644219731698985,0.7644219731698985,0.3489886600391135,7,7,33,15,30,40
V,0.9,2,20,0.46084417534930755,0.633766573966136,0.633766573966136,0.17292239861682845,6,6,34,15,30,40
V,0.9,2,21,0.5336394476511818,0.7431436482850486,0.7431436482850486,0.20950420063386688,3,3,37,15,30,40
V,0.9,2,22,0.5022909864606758,0.6978805453292363,0.6978805453292363,0.19558955886856044,6,7,33,15,30,40
V,0.9,2,23,0.595519017507339,0.770955141736176,0.770955141736176,0.17543612422883692,4,6,34,15,30,40
V,0.9,2,24,0.5348356896607878,0.6821689366779135,0.6821689366779135,0.1473332470171257,5,6,34,15,30,40
V,0.9,2,25,0.44903896408955835,0.6462046257023438,0.6462046257023438,0.19716566161278548,3,4,36,15,30,40
V,0.9,2,26,0.5343761834744959,0.7128228596947737,0.7128228596947737,0.17844667622027777,4,4,36,15,30,40
V,0.9,2,27,0.5724919970444111,0.7098941777443148,0.7098941777443148,0.13740218069990373,3,3,37,15,30,40
V,0.9,2,28,0.6115741650615818,0.8124146753609086,0.8124146753609086,0.2008405102993268,6,6,34,15,30,40
V,0.9,2,29,0.4604652785457962,0.7095908403894498,0.7095908403894498,0.24912556184365353,4,5,35,15,30,40
V,0.9,2,30,0.6494425010144997,0.7240681087572785,0.7240681087572785,0.07462560774277871,1,1,39,15,30,40
V,0.9,2,31,0.6035578275748041,0.7281616815579448,0.7281616815579448,0.12460385398314067,3,3,37,15,30,40
V,0.9,2,32,0.39201016911900766,0.6879037914691674,0.6879037914691674,0.2958936223501597,3,4,36,15,30,40
V,0.9,2,33,0.45621285112811183,0.7149578890188001,0.7149578890188001,0.25874503789068826,8,9,31,15,30,40
V,0.9,2,34,0.4579128271508573,0.710101722292773,0.710101722292773,0.2521888951419157,5,6,34,15,30,40
V,0.9,2,35,0.3562423699142419,0.7544130815134672,0.7544130815134672,0.3981707115992253,8,8,32,15,30,40
V,0.9,2,36,0.4768687253079532,0.7228070218104989,0.7228070218104989,0.24593829650254573,7,8,32,15,30,40
V,0.9,2,37,0.4795745335948873,0.7007013737865618,0.7007013737865618,0.22112684019167456,5,5,35,15,30,40
V,0.9,2,38,0.4018393274947254,0.6814592147811143,0.6814592147811143,0.27961988728638887,5,6,34,15,30,40
V,0.9,2,39,0.4358116895992988,0.725830461397098,0.725830461397098,0.29001877179779917,4,4,36,15,30,40
V,0.9,2,40,0.462849240039148,0.633292606040886,0.633292606040886,0.17044336600173798,5,6,34,15,30,40
V,0.9,5,1,0.46147950521385767,0.7042139382965125,0.7042139382965125,0.2427344330826548,5,5,35,15,30,40
V,0.9,5,2,0.45021987408980324,0.7172592366000686,0.7172592366000686,0.2670393625102654,3,3,37,15,30,40
V,0.9,5,3,0.41142731961018847,0.7222879707227138,0.7222879707227138,0.3108606511125253,4,5,35,15,30,40
V,0.9,5,4,0.5184331770708811,0.7064160531932182,0.7064160531932182,0.1879828761223371,4,6,34,15,30,40
V,0.9,5,5,0.43770741335530994,0.7112799480507446,0.7112799480507446,0.27357253469543463,4,4,36,15,30,40
V,0.9,5,6,0.5192804734522417,0.7178605575677024,0.7178605575677024,0.1985800841154607,3,4,36,15,30,40
V,0.9,5,7,0.3797020222275505,0.705363583255695,0.705363583255695,0.32566156102814453,4,4,36,15,30,40
V,0.9,5,8,0.6196064568962404,0.7307418571682198,0.7307418571682198,0.11113540027197943,2,2,38,15,30,40
V,0.9,5,9,0.5833554008653806,0.663858453553355,0.663858453553355,0.08050305268797442,3,3,37,15,30,40
V,0.9,5,10,0.5431178909244527,0.7502244411150525,0.7502244411150525,0.20710655019059976,3,3,37,15,30,40
V,0.9,5,11,0.358074218022819,0.733383691328114,0.733383691328114,0.37530947330529496,8,9,31,15,30,40
V,0.9,5,12,0.5900012303279988,0.7017075874671956,0.7017075874671956,0.11170635713919685,2,2,38,15,30,40
V,0.9,5,13,0.3889749319327503,0.6223222858513676,0.6223222858513676,0.23334735391861733,3,3,37,15,30,40
V,0.9,5,14,0.5008080622870205,0.6996330891433705,0.6996330891433705,0.19882502685635006,3,3,37,15,30,40
V,0.9,5,15,0.5746449574462087,0.7713266527689332,0.7713266527689332,0.1966816953227245,2,2,38,15,30,40
V,0.9,5,16,0.5954700212968438,0.6773633010253322,0.6773633010253322,0.08189327972848837,2,2,38,15,30,40
V,0.9,5,17,0.5773354306558571,0.6958090054047609,0.6958090054047609,0.11847357474890374,2,2,38,15,30,40
V,0.9,5,18,0.5060275634730718,0.6492173226213684,0.6492173226213684,0.14318975914829668,2,2,38,15,30,40
V,0.9,5,19,0.5200276265881971,0.7516116756525556,0.7516116756525556,0.23158404906435848,5,6,34,15,30,40
