cik,symbol,sector,sub_industry,date,year,accession,primary_doc,path,doc_wordcount,n_exec_officers,flat,tau_raw,K_rd,rd_reported,rev_reported,keywords_total
0000066740,MMM,Industrials,Industrial Conglomerates,2026-02-03,2026,0000066740-26-000014,mmm-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000066740\000006674026000014\mmm-20251231.htm,75683,0,,10.438275438341503,,,24948.0,79
0000066740,MMM,Industrials,Industrial Conglomerates,2025-02-05,2025,0000066740-25-000006,mmm-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000066740\000006674025000006\mmm-20241231.htm,84197,0,,9.620295259926126,,,24575.0,81
0000066740,MMM,Industrials,Industrial Conglomerates,2024-02-07,2024,0000066740-24-000016,mmm-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000066740\000006674024000016\mmm-20231231.htm,81239,0,,9.847487044399857,,,32681.0,80
0000066740,MMM,Industrials,Industrial Conglomerates,2023-02-08,2023,0000066740-23-000014,mmm-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000066740\000006674023000014\mmm-20221231.htm,85592,1,0.5,10.28133470417796,,,34229.0,88
0000066740,MMM,Industrials,Industrial Conglomerates,2022-02-09,2022,0000066740-22-000010,mmm-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000066740\000006674022000010\mmm-20211231.htm,85367,1,0.5,10.542715569248069,,,35355.0,90
0000066740,MMM,Industrials,Industrial Conglomerates,2021-02-04,2021,0001558370-21-000737,mmm-20201231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000066740\000155837021000737\mmm-20201231x10k.htm,90371,0,,11.176151641566431,,,32184.0,101
0000091142,AOS,Industrials,Building Products,2026-02-10,2026,0000091142-26-000008,aos-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000091142\000009114226000008\aos-20251231.htm,35365,0,,11.87614873462463,,,3830.2,42
0000091142,AOS,Industrials,Building Products,2025-02-11,2025,0000091142-25-000036,aos-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000091142\000009114225000036\aos-20241231.htm,38346,0,,10.692119125854067,,,3818.1,41
0000091142,AOS,Industrials,Building Products,2024-02-13,2024,0000091142-24-000041,aos-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000091142\000009114224000041\aos-20231231.htm,36333,0,,11.284507197313737,,,3852.8,41
0000091142,AOS,Industrials,Building Products,2023-02-14,2023,0000091142-23-000025,aos-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000091142\000009114223000025\aos-20221231.htm,35739,0,,10.07302946361118,,,3753.9,36
0000091142,AOS,Industrials,Building Products,2022-02-11,2022,0000091142-22-000028,aos-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000091142\000009114222000028\aos-20211231.htm,35396,0,,11.018194146231211,,,3538.9,39
0000091142,AOS,Industrials,Building Products,2021-02-12,2021,0000091142-21-000025,aos-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000091142\000009114221000025\aos-20201231.htm,36292,0,,10.195084316102722,,,2895.3,37
0000001800,ABT,Health Care,Health Care Equipment,2026-02-20,2026,0001628280-26-010185,abt-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000001800\000162828026010185\abt-20251231.htm,50212,10,0.09090909090909091,14.339201784434,,,2025.0,72
0000001800,ABT,Health Care,Health Care Equipment,2025-02-21,2025,0001628280-25-007110,abt-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000001800\000162828025007110\abt-20241231.htm,51418,9,0.1,15.55875374382512,,,2024.0,80
0000001800,ABT,Health Care,Health Care Equipment,2024-02-16,2024,0001628280-24-005348,abt-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000001800\000162828024005348\abt-20231231.htm,52514,10,0.09090909090909091,15.234032829340748,,,2023.0,80
0000001800,ABT,Health Care,Health Care Equipment,2023-02-17,2023,0001628280-23-004026,abt-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000001800\000162828023004026\abt-20221231.htm,50887,22,0.043478260869565216,16.114135240827718,,,2022.0,82
0000001800,ABT,Health Care,Health Care Equipment,2022-02-18,2022,0001104659-22-025141,abt-20211231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000001800\000110465922025141\abt-20211231x10k.htm,50695,22,0.043478260869565216,19.134036887266987,,,2021.0,97
0000001800,ABT,Health Care,Health Care Equipment,2021-02-19,2021,0001104659-21-025751,abt-20201231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000001800\000110465921025751\abt-20201231x10k.htm,50027,23,0.041666666666666664,18.58996142083275,,,2020.0,93
0001551152,ABBV,Health Care,Biotechnology,2026-02-20,2026,0001551152-26-000008,abbv-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001551152\000155115226000008\abbv-20251231.htm,67975,0,,12.798823096726737,,,61200.0,87
0001551152,ABBV,Health Care,Biotechnology,2025-02-14,2025,0001551152-25-000020,abbv-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001551152\000155115225000020\abbv-20241231.htm,68475,0,,11.829134720700985,,,56300.0,81
0001551152,ABBV,Health Care,Biotechnology,2024-02-20,2024,0001551152-24-000011,abbv-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001551152\000155115224000011\abbv-20231231.htm,65962,1,0.5,11.976592583608744,,,54300.0,79
0001551152,ABBV,Health Care,Biotechnology,2023-02-17,2023,0001551152-23-000011,abbv-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001551152\000155115223000011\abbv-20221231.htm,65269,1,0.5,11.64411895386784,,,58100.0,76
0001551152,ABBV,Health Care,Biotechnology,2022-02-18,2022,0001551152-22-000007,abbv-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001551152\000155115222000007\abbv-20211231.htm,66532,1,0.5,11.122467384115913,,,20700.0,74
0001551152,ABBV,Health Care,Biotechnology,2021-02-19,2021,0001551152-21-000008,abbv-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001551152\000155115221000008\abbv-20201231.htm,66987,1,0.5,10.151223371698986,,,19800.0,68
0001467373,ACN,Information Technology,IT Consulting & Other Services,2025-10-10,2025,0001467373-25-000217,acn-20250831.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001467373\000146737325000217\acn-20250831.htm,55848,0,,14.324595330181921,,,69.7,80
0001467373,ACN,Information Technology,IT Consulting & Other Services,2024-10-10,2024,0001467373-24-000278,acn-20240831.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001467373\000146737324000278\acn-20240831.htm,57467,0,,13.050968381853934,,,64.9,75
0001467373,ACN,Information Technology,IT Consulting & Other Services,2023-10-12,2023,0001467373-23-000324,acn-20230831.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001467373\000146737323000324\acn-20230831.htm,54615,0,,12.633891787970338,,,64.1,69
0000796343,ADBE,Information Technology,Application Software,2026-01-15,2026,0000796343-26-000003,adbe-20251128.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000796343\000079634326000003\adbe-20251128.htm,53227,0,,22.35707441711913,,,96.0,119
0000796343,ADBE,Information Technology,Application Software,2025-01-13,2025,0000796343-25-000004,adbe-20241129.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000796343\000079634325000004\adbe-20241129.htm,57831,0,,30.08766924313949,,,95.0,174
0000796343,ADBE,Information Technology,Application Software,2024-01-17,2024,0000796343-24-000006,adbe-20231201.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000796343\000079634324000006\adbe-20231201.htm,56533,0,,31.48603470539331,,,94.0,178
0000796343,ADBE,Information Technology,Application Software,2023-01-17,2023,0000796343-23-000007,adbe-20221202.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000796343\000079634323000007\adbe-20221202.htm,57209,0,,25.5204600674719,,,93.0,146
0000796343,ADBE,Information Technology,Application Software,2022-01-21,2022,0000796343-22-000032,adbe-20211203.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000796343\000079634322000032\adbe-20211203.htm,58407,1,0.5,25.51064084784358,,,92.0,149
0000796343,ADBE,Information Technology,Application Software,2021-01-15,2021,0000796343-21-000004,adbe-20201127.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000796343\000079634321000004\adbe-20201127.htm,68914,0,,26.55483646283774,,,90.0,183
0000002488,AMD,Information Technology,Semiconductors,2026-02-04,2026,0000002488-26-000018,amd-20251227.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000002488\000000248826000018\amd-20251227.htm,61769,0,,9.551716880635917,,8100.0,67.0,59
0000002488,AMD,Information Technology,Semiconductors,2025-02-05,2025,0000002488-25-000012,amd-20241228.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000002488\000000248825000012\amd-20241228.htm,59207,0,,9.62724002229466,,6500.0,66.0,57
0000002488,AMD,Information Technology,Semiconductors,2024-01-31,2024,0000002488-24-000012,amd-20231230.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000002488\000000248824000012\amd-20231230.htm,62057,0,,11.118810126174324,,5900.0,65.0,69
0000002488,AMD,Information Technology,Semiconductors,2023-02-27,2023,0000002488-23-000047,amd-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000002488\000000248823000047\amd-20221231.htm,62108,0,,10.787660204804533,,5000.0,66.0,67
0000002488,AMD,Information Technology,Semiconductors,2022-02-03,2022,0000002488-22-000016,amd-20211225.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000002488\000000248822000016\amd-20211225.htm,55690,0,,9.337403483569762,,2800.0,72.0,52
0000002488,AMD,Information Technology,Semiconductors,2021-01-29,2021,0001628280-21-001185,amd-20201226.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000002488\000162828021001185\amd-20201226.htm,58971,0,,8.817893540892982,,2000.0,77.0,52
0000874761,AES,Utilities,Independent Power Producers & Energy Traders,2026-03-02,2026,0000874761-26-000063,aes-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000874761\000087476126000063\aes-20251231.htm,142241,1,0.5,11.881243804528934,,,12233.0,169
0000874761,AES,Utilities,Independent Power Producers & Energy Traders,2025-03-11,2025,0000874761-25-000013,aes-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000874761\000087476125000013\aes-20241231.htm,141019,1,0.5,13.615186606060178,,,12278.0,192
0000874761,AES,Utilities,Independent Power Producers & Energy Traders,2024-02-26,2024,0000874761-24-000011,aes-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000874761\000087476124000011\aes-20231231.htm,134837,1,0.5,13.275287940253788,,,12668.0,179
0000874761,AES,Utilities,Independent Power Producers & Energy Traders,2023-03-01,2023,0000874761-23-000010,aes-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000874761\000087476123000010\aes-20221231.htm,137313,1,0.5,14.055479087923212,,,12617.0,193
0000874761,AES,Utilities,Independent Power Producers & Energy Traders,2022-02-28,2022,0000874761-22-000022,aes-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000874761\000087476122000022\aes-20211231.htm,136156,1,0.5,15.350039660389553,,,11141.0,209
0000874761,AES,Utilities,Independent Power Producers & Energy Traders,2021-02-25,2021,0000874761-21-000015,aes-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000874761\000087476121000015\aes-20201231.htm,128376,1,0.5,12.22970025549947,,,9660.0,157
0000004977,AFL,Financials,Life & Health Insurance,2026-02-25,2026,0001628280-26-011402,afl-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000004977\000162828026011402\afl-20251231.htm,113156,0,,15.730495952490367,,,17164.0,178
0000004977,AFL,Financials,Life & Health Insurance,2025-02-26,2025,0000004977-25-000047,afl-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000004977\000000497725000047\afl-20241231.htm,111848,0,,16.719118804091266,,,18927.0,187
0000004977,AFL,Financials,Life & Health Insurance,2024-02-22,2024,0000004977-24-000053,afl-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000004977\000000497724000053\afl-20231231.htm,116457,0,,15.971560318400783,,,18701.0,186
0000004977,AFL,Financials,Life & Health Insurance,2023-02-24,2023,0000004977-23-000055,afl-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000004977\000000497723000055\afl-20221231.htm,110658,0,,15.904860019158127,,,19502.0,176
0000004977,AFL,Financials,Life & Health Insurance,2022-02-23,2022,0000004977-22-000058,afl-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000004977\000000497722000058\afl-20211231.htm,108551,0,,16.02933183480576,,,22106.0,174
0000004977,AFL,Financials,Life & Health Insurance,2021-02-23,2021,0000004977-21-000047,afl-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000004977\000000497721000047\afl-20201231.htm,111241,0,,18.248667307917046,,,22147.0,203
0001090872,A,Health Care,Life Sciences Tools & Services,2025-12-22,2025,0001090872-25-000087,a-20251031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001090872\000109087225000087\a-20251031.htm,79630,1,0.5,12.432500313952028,,,6948.0,99
0001090872,A,Health Care,Life Sciences Tools & Services,2024-12-20,2024,0001090872-24-000049,a-20241031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001090872\000109087224000049\a-20241031.htm,77187,0,,12.048661043958178,,,6510.0,93
0001090872,A,Health Care,Life Sciences Tools & Services,2023-12-20,2023,0001090872-23-000020,a-20231031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001090872\000109087223000020\a-20231031.htm,72660,0,,12.386457473162675,,,6833.0,90
0001090872,A,Health Care,Life Sciences Tools & Services,2022-12-21,2022,0001090872-22-000026,a-20221031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001090872\000109087222000026\a-20221031.htm,71977,0,,11.948261250121567,,,6848.0,86
0001090872,A,Health Care,Life Sciences Tools & Services,2021-12-17,2021,0001090872-21-000027,a-20211031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001090872\000109087221000027\a-20211031.htm,75391,0,,11.407197145547876,,,6319.0,86
0001090872,A,Health Care,Life Sciences Tools & Services,2020-12-18,2020,0001090872-20-000020,a-20201031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001090872\000109087220000020\a-20201031.htm,73030,1,0.5,12.186772559222238,,,5339.0,89
0000002969,APD,Materials,Industrial Gases,2025-11-20,2025,0000002969-25-000055,apd-20250930.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000002969\000000296925000055\apd-20250930.htm,76266,0,,13.505362809115464,,96.3,,103
0000002969,APD,Materials,Industrial Gases,2024-11-21,2024,0000002969-24-000056,apd-20240930.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000002969\000000296924000056\apd-20240930.htm,69482,0,,14.680061022998762,,100.2,,102
0000002969,APD,Materials,Industrial Gases,2023-11-16,2023,0000002969-23-000047,apd-20230930.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000002969\000000296923000047\apd-20230930.htm,66622,0,,16.060760709675485,,105.6,,107
0000002969,APD,Materials,Industrial Gases,2022-11-22,2022,0000002969-22-000054,apd-20220930.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000002969\000000296922000054\apd-20220930.htm,67306,0,,15.006091581731198,,102.9,,101
0000002969,APD,Materials,Industrial Gases,2021-11-18,2021,0000002969-21-000055,apd-20210930.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000002969\000000296921000055\apd-20210930.htm,63681,0,,15.389205571520549,0.028009945777538122,93.5,3338.1,98
0000002969,APD,Materials,Industrial Gases,2020-11-19,2020,0000002969-20-000049,apd-20200930.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000002969\000000296920000049\apd-20200930.htm,66986,0,,14.48063774520049,0.029867217258196577,83.9,2809.1,97
0001559720,ABNB,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2026-02-12,2026,0001559720-26-000004,abnb-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001559720\000155972026000004\abnb-20251231.htm,64972,0,,13.698208459028505,,,9917.0,89
0001559720,ABNB,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-02-13,2025,0001559720-25-000010,abnb-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001559720\000155972025000010\abnb-20241231.htm,66401,0,,12.048011325130645,,,8399.0,80
0001559720,ABNB,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2024-02-16,2024,0001559720-24-000006,abnb-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001559720\000155972024000006\abnb-20231231.htm,92492,0,,10.271158586688578,,,5992.0,95
0001559720,ABNB,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2023-02-17,2023,0001559720-23-000003,abnb-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001559720\000155972023000003\abnb-20221231.htm,94851,0,,9.804851820223298,,,3378.0,93
0001086222,AKAM,Information Technology,Internet Services & Infrastructure,2026-02-20,2026,0001086222-26-000022,akam-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001086222\000108622226000022\akam-20251231.htm,59063,0,,27.59764996698441,,,4208175.0,163
0001086222,AKAM,Information Technology,Internet Services & Infrastructure,2025-02-24,2025,0001086222-25-000028,akam-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001086222\000108622225000028\akam-20241231.htm,58289,0,,25.56228447906123,,,3991168.0,149
0001086222,AKAM,Information Technology,Internet Services & Infrastructure,2024-02-28,2024,0001086222-24-000040,akam-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001086222\000108622224000040\akam-20231231.htm,57484,0,,22.614988518544294,,,3811920.0,130
0001086222,AKAM,Information Technology,Internet Services & Infrastructure,2023-02-28,2023,0001086222-23-000078,akam-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001086222\000108622223000078\akam-20221231.htm,58918,0,,20.537017549814998,,,3616654.0,121
0001086222,AKAM,Information Technology,Internet Services & Infrastructure,2022-02-28,2022,0001086222-22-000058,akam-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001086222\000108622222000058\akam-20211231.htm,56092,0,,20.680310917777938,,,3461223.0,116
0001086222,AKAM,Information Technology,Internet Services & Infrastructure,2021-02-26,2021,0001086222-21-000075,akam-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001086222\000108622221000075\akam-20201231.htm,53753,0,,20.65001023198705,,,3198149.0,111
0000915913,ALB,Materials,Specialty Chemicals,2026-02-11,2026,0000915913-26-000018,alb-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000915913\000091591326000018\alb-20251231.htm,102223,0,,13.989023996556547,,51398.0,5100.0,143
0000915913,ALB,Materials,Specialty Chemicals,2025-02-12,2025,0000915913-25-000026,alb-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000915913\000091591325000026\alb-20241231.htm,101342,0,,15.788123384184248,,86720.0,5400.0,160
0000915913,ALB,Materials,Specialty Chemicals,2024-02-15,2024,0000915913-24-000016,alb-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000915913\000091591324000016\alb-20231231.htm,97571,0,,13.323630996915066,,85725.0,9600.0,130
0000915913,ALB,Materials,Specialty Chemicals,2023-02-15,2023,0000915913-23-000039,alb-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000915913\000091591323000039\alb-20221231.htm,93659,0,,12.492125690003098,0.009833330236838165,71981.0,7320104.0,117
0000915913,ALB,Materials,Specialty Chemicals,2022-02-22,2022,0000915913-22-000027,alb-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000915913\000091591322000027\alb-20211231.htm,88588,0,,12.191267440285365,0.016233983792458856,54026.0,3327957.0,108
0000915913,ALB,Materials,Specialty Chemicals,2021-02-19,2021,0000915913-21-000018,alb-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000915913\000091591321000018\alb-20201231.htm,79751,0,,13.416759664455618,0.018924807336998296,59214.0,3128909.0,107
0001035443,ARE,Real Estate,Office REITs,2026-01-26,2026,0001035443-26-000013,are-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001035443\000103544326000013\are-20251231.htm,130922,1,0.5,32.08016987213761,,,3026556.0,420
0001035443,ARE,Real Estate,Office REITs,2025-01-27,2025,0001035443-25-000067,are-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001035443\000103544325000067\are-20241231.htm,125369,2,0.3333333333333333,28.63546809817419,,,3116394.0,359
0001035443,ARE,Real Estate,Office REITs,2024-01-29,2024,0001035443-24-000072,are-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001035443\000103544324000072\are-20231231.htm,119929,5,0.16666666666666666,28.93378582327877,,,2900.0,347
0001035443,ARE,Real Estate,Office REITs,2023-01-30,2023,0001035443-23-000099,are-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001035443\000103544323000099\are-20221231.htm,119361,9,0.1,24.37982255510594,,,2600.0,291
0001035443,ARE,Real Estate,Office REITs,2022-01-31,2022,0001035443-22-000040,are-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001035443\000103544322000040\are-20211231.htm,120880,7,0.125,24.652547981469226,,,2100.0,298
0001035443,ARE,Real Estate,Office REITs,2021-02-01,2021,0001035443-21-000044,are-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001035443\000103544321000044\are-20201231.htm,120748,1,0.5,25.590485970782122,,,1885637.0,309
0001097149,ALGN,Health Care,Health Care Supplies,2026-02-27,2026,0001097149-26-000014,algn-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001097149\000109714926000014\algn-20251231.htm,63814,0,,11.596201460494562,,,2025.0,74
0001097149,ALGN,Health Care,Health Care Supplies,2025-02-28,2025,0001097149-25-000012,algn-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001097149\000109714925000012\algn-20241231.htm,60848,0,,10.84669997370497,,,2024.0,66
0001097149,ALGN,Health Care,Health Care Supplies,2024-02-28,2024,0001097149-24-000011,algn-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001097149\000109714924000011\algn-20231231.htm,58881,0,,12.397887264142932,,,2023.0,73
0001097149,ALGN,Health Care,Health Care Supplies,2023-02-27,2023,0001097149-23-000013,algn-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001097149\000109714923000013\algn-20221231.htm,58916,0,,10.862923484282708,,,2022.0,64
0001097149,ALGN,Health Care,Health Care Supplies,2022-02-25,2022,0001097149-22-000011,algn-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001097149\000109714922000011\algn-20211231.htm,61743,0,,9.87966247185916,,,2021.0,61
0001097149,ALGN,Health Care,Health Care Supplies,2021-02-26,2021,0001097149-21-000007,algn-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001097149\000109714921000007\algn-20201231.htm,62617,0,,10.061165498187394,,,2500.0,63
0001579241,ALLE,Industrials,Building Products,2026-02-17,2026,0001579241-26-000007,alle-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001579241\000157924126000007\alle-20251231.htm,50713,0,,16.366612111292962,,,4067.3,83
0001579241,ALLE,Industrials,Building Products,2025-02-18,2025,0001579241-25-000008,alle-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001579241\000157924125000008\alle-20241231.htm,50909,0,,14.9285980867823,,,3772.2,76
0001579241,ALLE,Industrials,Building Products,2024-02-20,2024,0001579241-24-000006,alle-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001579241\000157924124000006\alle-20231231.htm,50994,0,,15.09981566458799,,,3650.8,77
0001579241,ALLE,Industrials,Building Products,2023-02-22,2023,0001579241-23-000006,alle-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001579241\000157924123000006\alle-20221231.htm,53499,0,,13.645114861960037,,,3271.9,73
0001579241,ALLE,Industrials,Building Products,2022-02-15,2022,0001579241-22-000019,alle-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001579241\000157924122000019\alle-20211231.htm,52662,0,,12.342865823553986,,,2867.4,65
0001579241,ALLE,Industrials,Building Products,2021-02-16,2021,0001579241-21-000020,alle-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001579241\000157924121000020\alle-20201231.htm,55138,0,,13.05814501795495,,,2719.9,72
0000352541,LNT,Utilities,Electric Utilities,2026-02-20,2026,0000352541-26-000007,lnt-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000352541\000035254126000007\lnt-20251231.htm,83844,0,,19.560135489719,,,381.0,164
0000352541,LNT,Utilities,Electric Utilities,2025-02-21,2025,0000352541-25-000014,lnt-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000352541\000035254125000014\lnt-20241231.htm,81866,0,,18.566926440769063,,,3981.0,152
