cik,symbol,sector,sub_industry,date,year,accession,primary_doc,path,doc_wordcount,n_exec_officers,flat,tau_raw,K_rd,rd_reported,rev_reported,keywords_total
0000885725,BSX,Health Care,Health Care Equipment,2023-02-23,2023,0000885725-23-000008,bsx-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000885725\000088572523000008\bsx-20221231.htm,77682,0,,9.139826472026982,0.10432108500236556,1323.0,12682.0,71
0000885725,BSX,Health Care,Health Care Equipment,2022-02-23,2022,0000885725-22-000006,bsx-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000885725\000088572522000006\bsx-20211231.htm,88674,0,,7.217448180977513,0.10127860026917901,1204.0,11888.0,64
0000885725,BSX,Health Care,Health Care Equipment,2021-02-23,2021,0000885725-21-000008,bsx-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000885725\000088572521000008\bsx-20201231.htm,90400,0,,7.743362831858407,0.11530313729446182,1143.0,9913.0,70
0000014272,BMY,Health Care,Pharmaceuticals,2026-02-11,2026,0000014272-26-000004,bmy-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000014272\000001427226000004\bmy-20251231.htm,82674,0,,14.635798437235406,,,48194.0,121
0000014272,BMY,Health Care,Pharmaceuticals,2025-02-12,2025,0000014272-25-000039,bmy-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000014272\000001427225000039\bmy-20241231.htm,82760,0,,12.687288545190913,,,48300.0,105
0000014272,BMY,Health Care,Pharmaceuticals,2024-02-13,2024,0000014272-24-000044,bmy-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000014272\000001427224000044\bmy-20231231.htm,85410,0,,11.708230886313078,0.0030218193129804916,136.0,45006.0,100
0000014272,BMY,Health Care,Pharmaceuticals,2023-02-14,2023,0000014272-23-000046,bmy-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000014272\000001427223000046\bmy-20221231.htm,81142,0,,12.940277538143008,0.0021880889967286986,101.0,46159.0,105
0000014272,BMY,Health Care,Pharmaceuticals,2022-02-09,2022,0000014272-22-000051,bmy-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000014272\000001427222000051\bmy-20211231.htm,88005,0,,12.726549627862054,,,46385.0,112
0000014272,BMY,Health Care,Pharmaceuticals,2021-02-10,2021,0000014272-21-000066,bmy-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000014272\000001427221000066\bmy-20201231.htm,89552,0,,11.166696444523852,,,42518.0,100
0001730168,AVGO,Information Technology,Semiconductors,2025-12-18,2025,0001730168-25-000121,avgo-20251102.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001730168\000173016825000121\avgo-20251102.htm,57193,0,,15.736191491965801,,,63887.0,90
0001730168,AVGO,Information Technology,Semiconductors,2024-12-20,2024,0001730168-24-000139,avgo-20241103.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001730168\000173016824000139\avgo-20241103.htm,59367,0,,14.99149359071538,,,51574.0,89
0001730168,AVGO,Information Technology,Semiconductors,2023-12-14,2023,0001730168-23-000096,avgo-20231029.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001730168\000173016823000096\avgo-20231029.htm,60013,0,,14.663489577258261,,,35819.0,88
0001730168,AVGO,Information Technology,Semiconductors,2022-12-16,2022,0001730168-22-000118,avgo-20221030.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001730168\000173016822000118\avgo-20221030.htm,61888,0,,13.411323681489142,,,33203.0,83
0001730168,AVGO,Information Technology,Semiconductors,2021-12-17,2021,0001730168-21-000153,avgo-20211031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001730168\000173016821000153\avgo-20211031.htm,66136,0,,13.00350792306762,,,27450.0,86
0001730168,AVGO,Information Technology,Semiconductors,2020-12-18,2020,0001730168-20-000226,avgo-20201101.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001730168\000173016820000226\avgo-20201101.htm,75310,0,,12.08338866020449,,,23888.0,91
0001383312,BR,Industrials,Data Processing & Outsourced Services,2025-08-05,2025,0001628280-25-037656,br-20250630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001383312\000162828025037656\br-20250630.htm,57101,0,,25.04334424966288,0.020176801033516715,139.0,6889.1,143
0001383312,BR,Industrials,Data Processing & Outsourced Services,2024-08-06,2024,0001383312-24-000039,br-20240630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001383312\000138331224000039\br-20240630.htm,58225,0,,25.418634607127522,0.024912399336079177,162.1,6506.8,148
0001383312,BR,Industrials,Data Processing & Outsourced Services,2023-08-08,2023,0001383312-23-000037,br-20230630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001383312\000138331223000037\br-20230630.htm,57164,0,,25.890420544398573,0.01494827500866208,90.6,6060.9,148
0001383312,BR,Industrials,Data Processing & Outsourced Services,2022-08-12,2022,0001383312-22-000037,br-20220630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001383312\000138331222000037\br-20220630.htm,58522,0,,24.093503297905063,,,5709.1,141
0001383312,BR,Industrials,Data Processing & Outsourced Services,2021-08-12,2021,0001383312-21-000047,br-20210630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001383312\000138331221000047\br-20210630.htm,60656,0,,25.22421524663677,,,4993.7,153
0001383312,BR,Industrials,Data Processing & Outsourced Services,2020-08-11,2020,0001383312-20-000055,br-20200630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001383312\000138331220000055\br-20200630.htm,61836,0,,23.934277766996573,,,4529.0,148
0000079282,BRO,Financials,Insurance Brokers,2026-02-12,2026,0001193125-26-046984,bro-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000079282\000119312526046984\bro-20251231.htm,60055,0,,11.489467987677962,,,5902.0,69
0000079282,BRO,Financials,Insurance Brokers,2025-02-13,2025,0000950170-25-019039,bro-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000079282\000095017025019039\bro-20241231.htm,55864,0,,11.27738794214521,,,2.0,63
0000079282,BRO,Financials,Insurance Brokers,2024-02-22,2024,0000950170-24-018890,bro-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000079282\000095017024018890\bro-20231231.htm,58397,0,,13.18560884976968,,,2.0,77
0000079282,BRO,Financials,Insurance Brokers,2023-02-27,2023,0000950170-23-004717,bro-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000079282\000095017023004717\bro-20221231.htm,60723,1,0.5,12.680532911746784,,,3573.4,77
0000079282,BRO,Financials,Insurance Brokers,2022-02-23,2022,0000950170-22-001654,bro-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000079282\000095017022001654\bro-20211231.htm,57598,0,,11.97958262439668,,,3051398.0,69
0000079282,BRO,Financials,Insurance Brokers,2021-02-23,2021,0001564590-21-007624,bro-10k_20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000079282\000156459021007624\bro-10k_20201231.htm,56713,0,,9.697952850316506,,,2613375.0,55
0000014693,BF.B,Consumer Staples,Distillers & Vintners,2025-06-13,2025,0000014693-25-000062,bfb-20250430.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000014693\000001469325000062\bfb-20250430.htm,49052,0,,10.193264290956536,,,4000.0,50
0000014693,BF.B,Consumer Staples,Distillers & Vintners,2024-06-14,2024,0000014693-24-000086,bfb-20240430.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000014693\000001469324000086\bfb-20240430.htm,48342,0,,11.997848661619297,,,4200.0,58
0000014693,BF.B,Consumer Staples,Distillers & Vintners,2023-06-16,2023,0000014693-23-000074,bfb-20230430.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000014693\000001469323000074\bfb-20230430.htm,47471,0,,12.217985717596006,,,4200.0,58
0000014693,BF.B,Consumer Staples,Distillers & Vintners,2022-06-17,2022,0000014693-22-000069,bfb-20220430.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000014693\000001469322000069\bfb-20220430.htm,46568,0,,10.951726507472943,,,3900.0,51
0000014693,BF.B,Consumer Staples,Distillers & Vintners,2021-06-21,2021,0000014693-21-000091,bfb-20210430.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000014693\000001469321000091\bfb-20210430.htm,49417,1,0.5,11.332132666896008,,,2994.0,56
0000014693,BF.B,Consumer Staples,Distillers & Vintners,2020-06-19,2020,0000014693-20-000066,bfb-2020430x10kapril.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000014693\000001469320000066\bfb-2020430x10kapril.htm,47287,0,,11.419629073529723,,,3089.0,54
0001316835,BLDR,Industrials,Building Products,2026-02-17,2026,0001193125-26-054643,bldr-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001316835\000119312526054643\bldr-20251231.htm,45022,0,,25.765181466838435,,,100.0,116
0001316835,BLDR,Industrials,Building Products,2025-02-20,2025,0000950170-25-023953,bldr-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001316835\000095017025023953\bldr-20241231.htm,45348,0,,23.15427361735909,,,100.0,105
0001316835,BLDR,Industrials,Building Products,2024-02-22,2024,0000950170-24-018584,bldr-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001316835\000095017024018584\bldr-20231231.htm,44958,0,,22.465412162462744,,,100.0,101
0001316835,BLDR,Industrials,Building Products,2023-02-28,2023,0000950170-23-004939,bldr-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001316835\000095017023004939\bldr-20221231.htm,47381,0,,19.839176041029106,,,17.5,94
0001316835,BLDR,Industrials,Building Products,2022-03-01,2022,0001564590-22-007980,bldr-10k_20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001316835\000156459022007980\bldr-10k_20211231.htm,48409,0,,18.798157367431674,,,17.4,91
0001316835,BLDR,Industrials,Building Products,2021-02-26,2021,0001564590-21-009308,bldr-10k_20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001316835\000156459021009308\bldr-10k_20201231.htm,49346,1,0.5,19.657115065050863,,,19.6,97
0001996862,BG,Consumer Staples,Agricultural Products & Services,2026-02-19,2026,0001628280-26-009842,bg-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001996862\000162828026009842\bg-20251231.htm,90585,7,0.125,17.662968482640615,0.0007710737201553163,28.0,36313.0,160
0001996862,BG,Consumer Staples,Agricultural Products & Services,2025-02-20,2025,0001996862-25-000008,bg-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001996862\000199686225000008\bg-20241231.htm,90640,8,0.1111111111111111,18.424536628420125,0.00077724234416291,30.0,38598.0,167
0001996862,BG,Consumer Staples,Agricultural Products & Services,2024-02-22,2024,0001996862-24-000007,bg-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001996862\000199686224000007\bg-20231231.htm,91061,8,0.1111111111111111,17.900088951362275,0.0008184454213824712,35.0,42764.0,163
0001037540,BXP,Real Estate,Office REITs,2026-02-27,2026,0001037540-26-000006,bxp-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001037540\000103754026000006\bxp-20251231.htm,111444,0,,25.21445748537382,,,3482279.0,281
0001037540,BXP,Real Estate,Office REITs,2025-02-27,2025,0001656423-25-000009,bxp-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001037540\000165642325000009\bxp-20241231.htm,119257,0,,23.897968253435856,,,3407719.0,285
0001037540,BXP,Real Estate,Office REITs,2024-02-27,2024,0001656423-24-000007,bxp-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001037540\000165642324000007\bxp-20231231.htm,126396,0,,23.734928320516474,,,3273569.0,300
0001037540,BXP,Real Estate,Office REITs,2023-02-27,2023,0001656423-23-000013,bxp-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001037540\000165642323000013\bxp-20221231.htm,118384,0,,23.313961346127858,,,3108581.0,276
0001037540,BXP,Real Estate,Office REITs,2022-02-25,2022,0001656423-22-000013,bxp-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001037540\000165642322000013\bxp-20211231.htm,118511,0,,23.879639864653914,,,2888621.0,283
0001037540,BXP,Real Estate,Office REITs,2021-02-26,2021,0001656423-21-000006,bxp-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001037540\000165642321000006\bxp-20201231.htm,121425,0,,25.777228742021826,,,2765686.0,313
0001043277,CHRW,Industrials,Air Freight & Logistics,2026-02-13,2026,0001043277-26-000009,chrw-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001043277\000104327726000009\chrw-20251231.htm,46594,1,0.5,17.598832467699705,,,16200.0,82
0001043277,CHRW,Industrials,Air Freight & Logistics,2025-02-14,2025,0001043277-25-000012,chrw-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001043277\000104327725000012\chrw-20241231.htm,44891,1,0.5,15.147802454835045,,,17700.0,68
0001043277,CHRW,Industrials,Air Freight & Logistics,2024-02-16,2024,0001043277-24-000011,chrw-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001043277\000104327724000011\chrw-20231231.htm,44078,0,,15.654067788919642,,,17600.0,69
0001043277,CHRW,Industrials,Air Freight & Logistics,2023-02-17,2023,0001043277-23-000005,chrw-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001043277\000104327723000005\chrw-20221231.htm,41449,0,,17.370744770682045,,,24700.0,72
0001043277,CHRW,Industrials,Air Freight & Logistics,2022-02-23,2022,0001043277-22-000006,chrw-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001043277\000104327722000006\chrw-20211231.htm,40569,0,,14.050136803963618,,,23100.0,57
0001043277,CHRW,Industrials,Air Freight & Logistics,2021-02-19,2021,0001043277-21-000009,chrw-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001043277\000104327721000009\chrw-20201231.htm,38953,0,,11.552383641824763,,,16200.0,45
0000813672,CDNS,Information Technology,Application Software,2026-02-19,2026,0000813672-26-000016,cdns-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000813672\000081367226000016\cdns-20251231.htm,68923,0,,15.089302555025172,0.041476307343779495,219.7,5297.0,104
0000813672,CDNS,Information Technology,Application Software,2025-02-21,2025,0000813672-25-000024,cdns-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000813672\000081367225000024\cdns-20241231.htm,63032,0,,15.38900875745653,0.023120017237664294,107.3,4641.0,97
0000813672,CDNS,Information Technology,Application Software,2024-02-14,2024,0000813672-24-000034,cdns-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000813672\000081367224000034\cdns-20231231.htm,60173,0,,16.286374287471126,0.04650366748166259,190.2,4090.0,98
0000813672,CDNS,Information Technology,Application Software,2023-02-13,2023,0000813672-23-000011,cdns-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000813672\000081367223000011\cdns-20221231.htm,56764,0,,14.798111479106476,0.03293093767546322,117.3,3562.0,84
0000813672,CDNS,Information Technology,Application Software,2022-02-22,2022,0000813672-22-000012,cdns-20220101.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000813672\000081367222000012\cdns-20220101.htm,53294,0,,14.448155514692084,0.03366800535475234,100.6,2988.0,77
0000813672,CDNS,Information Technology,Application Software,2021-02-22,2021,0000813672-21-000009,cdns-20210102.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000813672\000081367221000009\cdns-20210102.htm,53364,0,,14.991379956524998,0.03645173313455088,97.8,2683.0,80
0000906345,CPT,Real Estate,Multi-Family Residential REITs,2026-02-12,2026,0001628280-26-007697,cpt-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000906345\000162828026007697\cpt-20251231.htm,41391,0,,24.884636756782875,,,,103
0000906345,CPT,Real Estate,Multi-Family Residential REITs,2025-02-20,2025,0000906345-25-000008,cpt-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000906345\000090634525000008\cpt-20241231.htm,42883,0,,22.852878763146236,,,,98
0000906345,CPT,Real Estate,Multi-Family Residential REITs,2024-02-22,2024,0000906345-24-000007,cpt-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000906345\000090634524000007\cpt-20231231.htm,44642,0,,21.728417185609963,,,,97
0000906345,CPT,Real Estate,Multi-Family Residential REITs,2023-02-23,2023,0000906345-23-000008,cpt-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000906345\000090634523000008\cpt-20221231.htm,43106,0,,22.734654108476775,,,37.2,98
0000906345,CPT,Real Estate,Multi-Family Residential REITs,2022-02-17,2022,0000906345-22-000009,cpt-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000906345\000090634522000009\cpt-20211231.htm,42920,0,,22.13420316868593,,,,95
0000906345,CPT,Real Estate,Multi-Family Residential REITs,2021-02-18,2021,0000906345-21-000010,cpt-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000906345\000090634521000010\cpt-20201231.htm,46343,0,,20.499320285695788,,,,95
0000016732,CPB,Consumer Staples,Packaged Foods & Meats,2025-09-18,2025,0000016732-25-000112,cpb-20250803.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000016732\000001673225000112\cpb-20250803.htm,56074,0,,18.368584370653064,0.000292597288598459,3.0,10253.0,103
0000016732,CPB,Consumer Staples,Packaged Foods & Meats,2024-09-19,2024,0000016732-24-000130,cpb-20240728.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000016732\000001673224000130\cpb-20240728.htm,54687,0,,20.663046062135425,0.00031133250311332503,3.0,9636.0,113
0000016732,CPB,Consumer Staples,Packaged Foods & Meats,2023-09-21,2023,0000016732-23-000109,cpb-20230730.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000016732\000001673223000109\cpb-20230730.htm,47960,0,,19.39115929941618,0.0003206155819172812,3.0,9357.0,93
0000016732,CPB,Consumer Staples,Packaged Foods & Meats,2022-09-22,2022,0000016732-22-000093,cpb-20220731.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000016732\000001673222000093\cpb-20220731.htm,48648,0,,21.583621114948198,0.002785515320334262,1.0,359.0,105
0000016732,CPB,Consumer Staples,Packaged Foods & Meats,2021-09-23,2021,0000016732-21-000103,cpb-20210801.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000016732\000001673221000103\cpb-20210801.htm,51660,0,,20.712349980642667,0.002785515320334262,1.0,359.0,107
0000016732,CPB,Consumer Staples,Packaged Foods & Meats,2020-09-24,2020,0000016732-20-000111,cpb-20200802.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000016732\000001673220000111\cpb-20200802.htm,57554,0,,17.72248670813497,0.00011506155793349442,1.0,8691.0,102
0000927628,COF,Financials,Consumer Finance,2026-02-19,2026,0000927628-26-000024,cof-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000927628\000092762826000024\cof-20251231.htm,140853,0,,76.46269515026304,,,53434.0,1077
0000927628,COF,Financials,Consumer Finance,2025-02-20,2025,0000927628-25-000092,cof-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000927628\000092762825000092\cof-20241231.htm,127776,1,0.5,82.33158026546457,,,39112.0,1052
0000927628,COF,Financials,Consumer Finance,2024-02-23,2024,0000927628-24-000094,cof-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000927628\000092762824000094\cof-20231231.htm,124039,0,,81.99034174735365,,,36787.0,1017
0000927628,COF,Financials,Consumer Finance,2023-02-24,2023,0000927628-23-000117,cof-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000927628\000092762823000117\cof-20221231.htm,115382,0,,82.24853096670192,,,34250.0,949
0000927628,COF,Financials,Consumer Finance,2022-02-25,2022,0000927628-22-000106,cof-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000927628\000092762822000106\cof-20211231.htm,117275,0,,81.85887870390108,,,30435.0,960
0000927628,COF,Financials,Consumer Finance,2021-02-25,2021,0000927628-21-000094,cof-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000927628\000092762821000094\cof-20201231.htm,124682,0,,77.47710174684397,,,28523.0,966
0000721371,CAH,Health Care,Health Care Distributors,2025-08-12,2025,0000721371-25-000079,cah-20250630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000721371\000072137125000079\cah-20250630.htm,58761,0,,10.721396844846073,,,222578.0,63
0000721371,CAH,Health Care,Health Care Distributors,2024-08-14,2024,0000721371-24-000056,cah-20240630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000721371\000072137124000056\cah-20240630.htm,63727,0,,10.984355139893609,,,226827.0,70
0000721371,CAH,Health Care,Health Care Distributors,2023-08-15,2023,0000721371-23-000060,cah-20230630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000721371\000072137123000060\cah-20230630.htm,56164,0,,9.258599814828003,,,205012.0,52
0000721371,CAH,Health Care,Health Care Distributors,2022-08-11,2022,0000721371-22-000058,cah-20220630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000721371\000072137122000058\cah-20220630.htm,61826,0,,8.572445249571379,,,181364.0,53
0000721371,CAH,Health Care,Health Care Distributors,2021-08-16,2021,0000721371-21-000080,cah-20210630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000721371\000072137121000080\cah-20210630.htm,60887,0,,7.39074022369307,,,162467.0,45
0000721371,CAH,Health Care,Health Care Distributors,2020-08-13,2020,0000721371-20-000089,a20q410k063020form10-k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000721371\000072137120000089\a20q410k063020form10-k.htm,57598,0,,6.597451300392375,,,152922.0,38
0000815097,CCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2026-01-27,2026,0000815097-26-000007,ccl-20251130.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000815097\000081509726000007\ccl-20251130.htm,47824,0,,11.918701906992306,,,26622.0,57
0000815097,CCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-01-27,2025,0000815097-25-000007,ccl-20241130.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000815097\000081509725000007\ccl-20241130.htm,51746,0,,12.17485409500251,,,,63
0000815097,CCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2024-01-26,2024,0000815097-24-000011,ccl-20231130.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000815097\000081509724000011\ccl-20231130.htm,58923,0,,12.7284761468357,,,,75
0000815097,CCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2023-01-27,2023,0000815097-23-000012,ccl-20221130.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000815097\000081509723000012\ccl-20221130.htm,34632,0,,8.951258951258952,,,,31
0000815097,CCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2022-01-27,2022,0000815097-22-000009,ccl-20211130.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000815097\000081509722000009\ccl-20211130.htm,29330,0,,10.569382884418683,,,,31
0000815097,CCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2021-01-26,2021,0000815097-21-000027,ccl-20201130.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000815097\000081509721000027\ccl-20201130.htm,64633,0,,18.10220785047886,,,,117
0001783180,CARR,Industrials,Building Products,2026-02-05,2026,0001783180-26-000008,carr-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001783180\000178318026000008\carr-20251231.htm,62549,0,,14.388719244112615,,,21700.0,90
0001783180,CARR,Industrials,Building Products,2025-02-11,2025,0001783180-25-000008,carr-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001783180\000178318025000008\carr-20241231.htm,64981,0,,16.15856942798664,,,22500.0,105
0001783180,CARR,Industrials,Building Products,2024-02-06,2024,0001783180-24-000009,carr-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001783180\000178318024000009\carr-20231231.htm,61892,1,0.5,15.672461707490466,,,22100.0,97
0001783180,CARR,Industrials,Building Products,2023-02-07,2023,0001783180-23-000012,carr-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001783180\000178318023000012\carr-20221231.htm,59958,0,,15.177290770205811,,,20400.0,91
0001783180,CARR,Industrials,Building Products,2022-02-08,2022,0001783180-22-000010,carr-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001783180\000178318022000010\carr-20211231.htm,59412,0,,17.504881168787453,,,20600.0,104
0001783180,CARR,Industrials,Building Products,2021-02-09,2021,0001783180-21-000011,carr-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001783180\000178318021000011\carr-20201231.htm,66688,0,,12.595969289827256,,,17500.0,84
0001690820,CVNA,Consumer Discretionary,Automotive Retail,2026-02-18,2026,0001690820-26-000009,cvna-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001690820\000169082026000009\cvna-20251231.htm,73109,0,,17.781668467630524,,,20322.0,130
